FSA,n_days,concentration,longitude,latitude,pct_single_detached,pct_highrise,pct_other_attached,pct_movable,avg_rooms,pct_major_repair,pct_pre_1980,pct_1981_2000,pct_post_2001,median_home_value,pop_2016,num_dwellings,occ_dwellings,median_age,avg_household_size,pct_owned,pct_rented,pct_band,pct_low_income,med_income,pct_high_income,pct_govt_transfers,unemployment_rate,pct_non_laborer,pct_bachelor_plus,pct_overcrowded,pct_unsuitable_housing,pct_housing_poor_owners,RXTP_intrusive rocks,RXTP_metamorphic rocks,RXTP_sedimentary and volcanic rocks,RXTP_sedimentary rocks,RXTP_unknown,RXTP_volcanic rocks,GEOLPROV_Appalachian Orogen,GEOLPROV_Arctic Continental Shelf,GEOLPROV_Arctic Platform,GEOLPROV_Atlantic Continental Shelf,GEOLPROV_Bear Province,GEOLPROV_Churchill Province,GEOLPROV_Cordilleran Orogen,GEOLPROV_Grenville Province,GEOLPROV_Hudson Bay Lowlands,GEOLPROV_Innuitian Orogen,GEOLPROV_Interior Platform,GEOLPROV_Nain Province,GEOLPROV_Pacific Continental Shelf,GEOLPROV_Slave Province,GEOLPROV_Southern Province,GEOLPROV_St. Lawrence Platform,GEOLPROV_Superior Province,GEOLPROV_Unknown,GEOLPROV_oceanic crust,Alluvial sediments,Bedrock,Colluvial and mass-wasting deposits,Eolian sediments,Glacial Ice or Snowpack,Glacial sediments,Glaciofluvial sediments,Glaciolacustrine sediments,Glaciomarine sediments,Lacustrine sediments,Marine sediments,Organic deposits,Volcanic deposits,Weathered bedrock or regolith,average_heating_days,mean_uranium,max_uranium,ProvinceTerritory
A1Y,179.0,323.0,-53.18930949501812,47.74366968021896,0.8663793103448276,0.0,0.1336206896551724,0.0,6.7,0.075268817204301,0.5364806866952789,0.2682403433476394,0.1952789699570815,198770.0,5669.0,2627.0,2321.0,49.4,2.3,0.8086021505376344,0.1913978494623656,0.0,16.3,60448.0,2.555555555555556,20.8,18.6,42.43386243386244,12.0,0.0,1.935483870967742,11.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0480446800558137,0.0,0.0,0.0,0.9519553199441864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0284775465499,,,NL
A0B,111.0,122.0,-53.69106306732977,47.34262097570901,0.9477272727272728,0.0,0.0397727272727272,0.0125,6.9,0.078798185941043,0.5751559841179807,0.2858763471355643,0.1389676687464549,150155.0,19792.0,13658.0,8792.0,54.2,2.2,0.8922902494331065,0.1077097505668934,0.0,16.5,59154.0,2.305645876441029,23.7,18.5,48.38893641288851,7.30098916627414,0.2834467120181406,1.1337868480725624,9.5,0.009702359436652,0.0,0.0,0.8787976528035458,0.0,0.1114999877598022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1021767968330729,0.0,0.0,0.0,0.825744380605228,0.0,0.0,0.0,0.0,0.0720788225616991,0.0,0.0,0.0,311.3294085432639,,,NL
A5A,95.0,7.5,-53.99636895863734,48.17178710688631,0.7838660578386606,0.0,0.2100456621004566,0.0060882800608828,7.1,0.0672645739910313,0.4176646706586826,0.3083832335329341,0.2739520958083832,229883.0,8111.0,3830.0,3284.0,43.4,2.4,0.7458893871449925,0.2541106128550074,0.0,12.7,69589.0,3.213166144200627,14.9,12.1,37.92592592592592,16.64779161947905,0.2989536621823617,1.4947683109118086,7.4,0.0844493805222696,0.0,0.0,0.65333211524249,0.0,0.2622185042352402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02688370431699,0.0,0.0,0.0,0.9731162956830098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.84173055859804,,,NL
A5A,104.0,7.5,-53.99636895863734,48.17178710688631,0.7838660578386606,0.0,0.2100456621004566,0.0060882800608828,7.1,0.0672645739910313,0.4176646706586826,0.3083832335329341,0.2739520958083832,229883.0,8111.0,3830.0,3284.0,43.4,2.4,0.7458893871449925,0.2541106128550074,0.0,12.7,69589.0,3.213166144200627,14.9,12.1,37.92592592592592,16.64779161947905,0.2989536621823617,1.4947683109118086,7.4,0.0844493805222696,0.0,0.0,0.65333211524249,0.0,0.2622185042352402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02688370431699,0.0,0.0,0.0,0.9731162956830098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.84173055859804,,,NL
A5A,99.0,23.0,-53.99636895863734,48.17178710688631,0.7838660578386606,0.0,0.2100456621004566,0.0060882800608828,7.1,0.0672645739910313,0.4176646706586826,0.3083832335329341,0.2739520958083832,229883.0,8111.0,3830.0,3284.0,43.4,2.4,0.7458893871449925,0.2541106128550074,0.0,12.7,69589.0,3.213166144200627,14.9,12.1,37.92592592592592,16.64779161947905,0.2989536621823617,1.4947683109118086,7.4,0.0844493805222696,0.0,0.0,0.65333211524249,0.0,0.2622185042352402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02688370431699,0.0,0.0,0.0,0.9731162956830098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.84173055859804,,,NL
A5A,98.0,25.0,-53.99636895863734,48.17178710688631,0.7838660578386606,0.0,0.2100456621004566,0.0060882800608828,7.1,0.0672645739910313,0.4176646706586826,0.3083832335329341,0.2739520958083832,229883.0,8111.0,3830.0,3284.0,43.4,2.4,0.7458893871449925,0.2541106128550074,0.0,12.7,69589.0,3.213166144200627,14.9,12.1,37.92592592592592,16.64779161947905,0.2989536621823617,1.4947683109118086,7.4,0.0844493805222696,0.0,0.0,0.65333211524249,0.0,0.2622185042352402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02688370431699,0.0,0.0,0.0,0.9731162956830098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.84173055859804,,,NL
A5A,99.0,112.0,-53.99636895863734,48.17178710688631,0.7838660578386606,0.0,0.2100456621004566,0.0060882800608828,7.1,0.0672645739910313,0.4176646706586826,0.3083832335329341,0.2739520958083832,229883.0,8111.0,3830.0,3284.0,43.4,2.4,0.7458893871449925,0.2541106128550074,0.0,12.7,69589.0,3.213166144200627,14.9,12.1,37.92592592592592,16.64779161947905,0.2989536621823617,1.4947683109118086,7.4,0.0844493805222696,0.0,0.0,0.65333211524249,0.0,0.2622185042352402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02688370431699,0.0,0.0,0.0,0.9731162956830098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.84173055859804,,,NL
A5A,93.0,128.0,-53.99636895863734,48.17178710688631,0.7838660578386606,0.0,0.2100456621004566,0.0060882800608828,7.1,0.0672645739910313,0.4176646706586826,0.3083832335329341,0.2739520958083832,229883.0,8111.0,3830.0,3284.0,43.4,2.4,0.7458893871449925,0.2541106128550074,0.0,12.7,69589.0,3.213166144200627,14.9,12.1,37.92592592592592,16.64779161947905,0.2989536621823617,1.4947683109118086,7.4,0.0844493805222696,0.0,0.0,0.65333211524249,0.0,0.2622185042352402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02688370431699,0.0,0.0,0.0,0.9731162956830098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.84173055859804,,,NL
A0A,94.0,7.5,-53.087799556424166,47.31715993216946,0.9230571281523418,0.0002573340195573,0.0710241893978383,0.0056613484302624,7.0,0.0773409208484221,0.5312984997413347,0.2687532333160889,0.1999482669425763,200209.0,46587.0,26155.0,19426.0,48.5,2.4,0.8613195342820181,0.1386804657179819,0.0,17.0,63866.0,2.5411454904542463,20.7,16.4,45.56621880998081,10.614192009540847,0.2845318158303155,2.0693222969477496,11.6,0.0313537241802252,0.0,0.0,0.8692769583463356,0.0,0.0993693174734393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865830614573455,0.0,0.0,0.0,0.8830094003873963,0.0,0.0,0.0,0.0,0.0304075381552581,0.0,0.0,0.0,305.5325848849945,,,NL
A0A,92.0,7.5,-53.087799556424166,47.31715993216946,0.9230571281523418,0.0002573340195573,0.0710241893978383,0.0056613484302624,7.0,0.0773409208484221,0.5312984997413347,0.2687532333160889,0.1999482669425763,200209.0,46587.0,26155.0,19426.0,48.5,2.4,0.8613195342820181,0.1386804657179819,0.0,17.0,63866.0,2.5411454904542463,20.7,16.4,45.56621880998081,10.614192009540847,0.2845318158303155,2.0693222969477496,11.6,0.0313537241802252,0.0,0.0,0.8692769583463356,0.0,0.0993693174734393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865830614573455,0.0,0.0,0.0,0.8830094003873963,0.0,0.0,0.0,0.0,0.0304075381552581,0.0,0.0,0.0,305.5325848849945,,,NL
A0A,91.0,15.0,-53.087799556424166,47.31715993216946,0.9230571281523418,0.0002573340195573,0.0710241893978383,0.0056613484302624,7.0,0.0773409208484221,0.5312984997413347,0.2687532333160889,0.1999482669425763,200209.0,46587.0,26155.0,19426.0,48.5,2.4,0.8613195342820181,0.1386804657179819,0.0,17.0,63866.0,2.5411454904542463,20.7,16.4,45.56621880998081,10.614192009540847,0.2845318158303155,2.0693222969477496,11.6,0.0313537241802252,0.0,0.0,0.8692769583463356,0.0,0.0993693174734393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865830614573455,0.0,0.0,0.0,0.8830094003873963,0.0,0.0,0.0,0.0,0.0304075381552581,0.0,0.0,0.0,305.5325848849945,,,NL
A1W,107.0,7.5,-52.94479836576252,47.51105584796761,0.7540983606557377,0.0,0.2459016393442623,0.0,7.5,0.0209059233449477,0.2930232558139535,0.3941860465116279,0.3127906976744186,313797.0,11209.0,4549.0,4269.0,42.3,2.6,0.8199767711962834,0.1800232288037166,0.0,7.0,94620.0,4.0,9.6,9.6,31.980519480519483,21.695178849144632,0.2322880371660859,1.162790697674419,12.2,0.0746983103496169,0.0,0.0,0.839722695160965,0.0,0.085578994489418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.3337897042716,,,NL
A1W,67.0,32.0,-52.94479836576252,47.51105584796761,0.7540983606557377,0.0,0.2459016393442623,0.0,7.5,0.0209059233449477,0.2930232558139535,0.3941860465116279,0.3127906976744186,313797.0,11209.0,4549.0,4269.0,42.3,2.6,0.8199767711962834,0.1800232288037166,0.0,7.0,94620.0,4.0,9.6,9.6,31.980519480519483,21.695178849144632,0.2322880371660859,1.162790697674419,12.2,0.0746983103496169,0.0,0.0,0.839722695160965,0.0,0.085578994489418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.3337897042716,,,NL
A1W,101.0,78.0,-52.94479836576252,47.51105584796761,0.7540983606557377,0.0,0.2459016393442623,0.0,7.5,0.0209059233449477,0.2930232558139535,0.3941860465116279,0.3127906976744186,313797.0,11209.0,4549.0,4269.0,42.3,2.6,0.8199767711962834,0.1800232288037166,0.0,7.0,94620.0,4.0,9.6,9.6,31.980519480519483,21.695178849144632,0.2322880371660859,1.162790697674419,12.2,0.0746983103496169,0.0,0.0,0.839722695160965,0.0,0.085578994489418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.3337897042716,,,NL
A1X,91.0,29.0,-53.00108923089153,47.47178149516814,0.784452296819788,0.0,0.215547703180212,0.0,7.2,0.0328305235137533,0.2987588652482269,0.2845744680851064,0.4166666666666667,299911.0,15003.0,6007.0,5668.0,40.3,2.6,0.8315602836879432,0.1684397163120567,0.0,8.9,86989.0,2.6166593981683386,11.9,9.1,32.6530612244898,15.493790656416325,0.0,1.3297872340425532,12.8,0.2986843685072784,0.0,0.0,0.7012850562824754,0.0,3.057521024612326e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.43318729463306,,,NL
A1X,77.0,30.0,-53.00108923089153,47.47178149516814,0.784452296819788,0.0,0.215547703180212,0.0,7.2,0.0328305235137533,0.2987588652482269,0.2845744680851064,0.4166666666666667,299911.0,15003.0,6007.0,5668.0,40.3,2.6,0.8315602836879432,0.1684397163120567,0.0,8.9,86989.0,2.6166593981683386,11.9,9.1,32.6530612244898,15.493790656416325,0.0,1.3297872340425532,12.8,0.2986843685072784,0.0,0.0,0.7012850562824754,0.0,3.057521024612326e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.43318729463306,,,NL
A1X,110.0,447.0,-53.00108923089153,47.47178149516814,0.784452296819788,0.0,0.215547703180212,0.0,7.2,0.0328305235137533,0.2987588652482269,0.2845744680851064,0.4166666666666667,299911.0,15003.0,6007.0,5668.0,40.3,2.6,0.8315602836879432,0.1684397163120567,0.0,8.9,86989.0,2.6166593981683386,11.9,9.1,32.6530612244898,15.493790656416325,0.0,1.3297872340425532,12.8,0.2986843685072784,0.0,0.0,0.7012850562824754,0.0,3.057521024612326e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.43318729463306,,,NL
A0E,92.0,28.0,-54.77762949286855,47.384854814821125,0.9338541666666668,0.0005208333333333,0.0552083333333333,0.0104166666666666,6.9,0.0723204994797086,0.6612903225806451,0.2419354838709677,0.0967741935483871,120199.0,22294.0,12293.0,9603.0,51.0,2.3,0.8688183237896928,0.1311816762103071,0.0,17.1,60954.0,2.53028263795424,21.7,23.5,48.75776397515528,7.221542227662178,0.1560874089490114,1.4575741801145237,7.9,0.138818095199925,0.0010622702471434,0.0,0.5995031395953606,0.0,0.2606164949575708,0.9994374502542428,0.0,0.0,0.000562549745757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181130354888346,0.0,0.0,0.0,0.5710695258605772,0.0,0.0,0.1221349752388775,0.0,0.1256651440121992,0.0,0.0,0.0,326.72097480832423,0.6373286786861287,3.509083032608032,NL
A0B,98.0,17.0,-53.69106306732977,47.34262097570901,0.9477272727272728,0.0,0.0397727272727272,0.0125,6.9,0.078798185941043,0.5751559841179807,0.2858763471355643,0.1389676687464549,150155.0,19792.0,13658.0,8792.0,54.2,2.2,0.8922902494331065,0.1077097505668934,0.0,16.5,59154.0,2.305645876441029,23.7,18.5,48.38893641288851,7.30098916627414,0.2834467120181406,1.1337868480725624,9.5,0.009702359436652,0.0,0.0,0.8787976528035458,0.0,0.1114999877598022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1021767968330729,0.0,0.0,0.0,0.825744380605228,0.0,0.0,0.0,0.0,0.0720788225616991,0.0,0.0,0.0,311.3294085432639,,,NL
A0A,93.0,444.0,-53.087799556424166,47.31715993216946,0.9230571281523418,0.0002573340195573,0.0710241893978383,0.0056613484302624,7.0,0.0773409208484221,0.5312984997413347,0.2687532333160889,0.1999482669425763,200209.0,46587.0,26155.0,19426.0,48.5,2.4,0.8613195342820181,0.1386804657179819,0.0,17.0,63866.0,2.5411454904542463,20.7,16.4,45.56621880998081,10.614192009540847,0.2845318158303155,2.0693222969477496,11.6,0.0313537241802252,0.0,0.0,0.8692769583463356,0.0,0.0993693174734393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865830614573455,0.0,0.0,0.0,0.8830094003873963,0.0,0.0,0.0,0.0,0.0304075381552581,0.0,0.0,0.0,305.5325848849945,,,NL
