FSA,n_days,concentration,longitude,latitude,pct_single_detached,pct_highrise,pct_other_attached,pct_movable,avg_rooms,pct_major_repair,pct_pre_1980,pct_1981_2000,pct_post_2001,median_home_value,pop_2016,num_dwellings,occ_dwellings,median_age,avg_household_size,pct_owned,pct_rented,pct_band,pct_low_income,med_income,pct_high_income,pct_govt_transfers,unemployment_rate,pct_non_laborer,pct_bachelor_plus,pct_overcrowded,pct_unsuitable_housing,pct_housing_poor_owners,RXTP_intrusive rocks,RXTP_metamorphic rocks,RXTP_sedimentary and volcanic rocks,RXTP_sedimentary rocks,RXTP_unknown,RXTP_volcanic rocks,GEOLPROV_Appalachian Orogen,GEOLPROV_Arctic Continental Shelf,GEOLPROV_Arctic Platform,GEOLPROV_Atlantic Continental Shelf,GEOLPROV_Bear Province,GEOLPROV_Churchill Province,GEOLPROV_Cordilleran Orogen,GEOLPROV_Grenville Province,GEOLPROV_Hudson Bay Lowlands,GEOLPROV_Innuitian Orogen,GEOLPROV_Interior Platform,GEOLPROV_Nain Province,GEOLPROV_Pacific Continental Shelf,GEOLPROV_Slave Province,GEOLPROV_Southern Province,GEOLPROV_St. Lawrence Platform,GEOLPROV_Superior Province,GEOLPROV_Unknown,GEOLPROV_oceanic crust,Alluvial sediments,Bedrock,Colluvial and mass-wasting deposits,Eolian sediments,Glacial Ice or Snowpack,Glacial sediments,Glaciofluvial sediments,Glaciolacustrine sediments,Glaciomarine sediments,Lacustrine sediments,Marine sediments,Organic deposits,Volcanic deposits,Weathered bedrock or regolith,average_heating_days,mean_uranium,max_uranium,ProvinceTerritory
A0A,127.0,20.0,-53.087799556424166,47.31715993216946,0.9230571281523418,0.0002573340195573,0.0710241893978383,0.0056613484302624,7.0,0.0773409208484221,0.5312984997413347,0.2687532333160889,0.1999482669425763,200209.0,46587.0,26155.0,19426.0,48.5,2.4,0.8613195342820181,0.1386804657179819,0.0,17.0,63866.0,2.5411454904542463,20.7,16.4,45.56621880998081,10.614192009540847,0.2845318158303155,2.0693222969477496,11.6,0.0313537241802252,0.0,0.0,0.8692769583463356,0.0,0.0993693174734393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865830614573455,0.0,0.0,0.0,0.8830094003873963,0.0,0.0,0.0,0.0,0.0304075381552581,0.0,0.0,0.0,305.5325848849945,,,NL
A0A,108.0,36.0,-53.087799556424166,47.31715993216946,0.9230571281523418,0.0002573340195573,0.0710241893978383,0.0056613484302624,7.0,0.0773409208484221,0.5312984997413347,0.2687532333160889,0.1999482669425763,200209.0,46587.0,26155.0,19426.0,48.5,2.4,0.8613195342820181,0.1386804657179819,0.0,17.0,63866.0,2.5411454904542463,20.7,16.4,45.56621880998081,10.614192009540847,0.2845318158303155,2.0693222969477496,11.6,0.0313537241802252,0.0,0.0,0.8692769583463356,0.0,0.0993693174734393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865830614573455,0.0,0.0,0.0,0.8830094003873963,0.0,0.0,0.0,0.0,0.0304075381552581,0.0,0.0,0.0,305.5325848849945,,,NL
A0E,91.0,7.5,-54.77762949286855,47.384854814821125,0.9338541666666668,0.0005208333333333,0.0552083333333333,0.0104166666666666,6.9,0.0723204994797086,0.6612903225806451,0.2419354838709677,0.0967741935483871,120199.0,22294.0,12293.0,9603.0,51.0,2.3,0.8688183237896928,0.1311816762103071,0.0,17.1,60954.0,2.53028263795424,21.7,23.5,48.75776397515528,7.221542227662178,0.1560874089490114,1.4575741801145237,7.9,0.138818095199925,0.0010622702471434,0.0,0.5995031395953606,0.0,0.2606164949575708,0.9994374502542428,0.0,0.0,0.000562549745757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181130354888346,0.0,0.0,0.0,0.5710695258605772,0.0,0.0,0.1221349752388775,0.0,0.1256651440121992,0.0,0.0,0.0,326.72097480832423,0.6373286786861287,3.509083032608032,NL
A0A,91.0,31.0,-53.087799556424166,47.31715993216946,0.9230571281523418,0.0002573340195573,0.0710241893978383,0.0056613484302624,7.0,0.0773409208484221,0.5312984997413347,0.2687532333160889,0.1999482669425763,200209.0,46587.0,26155.0,19426.0,48.5,2.4,0.8613195342820181,0.1386804657179819,0.0,17.0,63866.0,2.5411454904542463,20.7,16.4,45.56621880998081,10.614192009540847,0.2845318158303155,2.0693222969477496,11.6,0.0313537241802252,0.0,0.0,0.8692769583463356,0.0,0.0993693174734393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865830614573455,0.0,0.0,0.0,0.8830094003873963,0.0,0.0,0.0,0.0,0.0304075381552581,0.0,0.0,0.0,305.5325848849945,,,NL
A0C,98.0,26.0,-53.72541331294242,48.37527654538502,0.9339875111507584,0.0,0.0526315789473684,0.0133809099018733,6.6,0.0658250676284941,0.5915238954012624,0.2867448151487827,0.1217312894499549,105093.0,12587.0,8010.0,5606.0,53.1,2.2,0.871841155234657,0.1281588447653429,0.0,20.5,52112.0,0.942507068803016,29.8,26.8,47.597042513863215,6.049562682215743,0.0,0.9918845807033364,8.9,0.0705764485764726,0.0526792582038517,0.0,0.7584951408970959,0.0,0.1182491523225797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1537596683800945,0.0,0.0,0.0,0.8462403316199054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.23932092004384,0.8465307827653556,2.0300092697143555,NL
A0E,115.0,7.5,-54.77762949286855,47.384854814821125,0.9338541666666668,0.0005208333333333,0.0552083333333333,0.0104166666666666,6.9,0.0723204994797086,0.6612903225806451,0.2419354838709677,0.0967741935483871,120199.0,22294.0,12293.0,9603.0,51.0,2.3,0.8688183237896928,0.1311816762103071,0.0,17.1,60954.0,2.53028263795424,21.7,23.5,48.75776397515528,7.221542227662178,0.1560874089490114,1.4575741801145237,7.9,0.138818095199925,0.0010622702471434,0.0,0.5995031395953606,0.0,0.2606164949575708,0.9994374502542428,0.0,0.0,0.000562549745757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181130354888346,0.0,0.0,0.0,0.5710695258605772,0.0,0.0,0.1221349752388775,0.0,0.1256651440121992,0.0,0.0,0.0,326.72097480832423,0.6373286786861287,3.509083032608032,NL
A0E,91.0,33.0,-54.77762949286855,47.384854814821125,0.9338541666666668,0.0005208333333333,0.0552083333333333,0.0104166666666666,6.9,0.0723204994797086,0.6612903225806451,0.2419354838709677,0.0967741935483871,120199.0,22294.0,12293.0,9603.0,51.0,2.3,0.8688183237896928,0.1311816762103071,0.0,17.1,60954.0,2.53028263795424,21.7,23.5,48.75776397515528,7.221542227662178,0.1560874089490114,1.4575741801145237,7.9,0.138818095199925,0.0010622702471434,0.0,0.5995031395953606,0.0,0.2606164949575708,0.9994374502542428,0.0,0.0,0.000562549745757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181130354888346,0.0,0.0,0.0,0.5710695258605772,0.0,0.0,0.1221349752388775,0.0,0.1256651440121992,0.0,0.0,0.0,326.72097480832423,0.6373286786861287,3.509083032608032,NL
A1Y,91.0,24.0,-53.18930949501812,47.74366968021896,0.8663793103448276,0.0,0.1336206896551724,0.0,6.7,0.075268817204301,0.5364806866952789,0.2682403433476394,0.1952789699570815,198770.0,5669.0,2627.0,2321.0,49.4,2.3,0.8086021505376344,0.1913978494623656,0.0,16.3,60448.0,2.555555555555556,20.8,18.6,42.43386243386244,12.0,0.0,1.935483870967742,11.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0480446800558137,0.0,0.0,0.0,0.9519553199441864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0284775465499,,,NL
A1Y,93.0,30.0,-53.18930949501812,47.74366968021896,0.8663793103448276,0.0,0.1336206896551724,0.0,6.7,0.075268817204301,0.5364806866952789,0.2682403433476394,0.1952789699570815,198770.0,5669.0,2627.0,2321.0,49.4,2.3,0.8086021505376344,0.1913978494623656,0.0,16.3,60448.0,2.555555555555556,20.8,18.6,42.43386243386244,12.0,0.0,1.935483870967742,11.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0480446800558137,0.0,0.0,0.0,0.9519553199441864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0284775465499,,,NL
A1Y,81.0,118.0,-53.18930949501812,47.74366968021896,0.8663793103448276,0.0,0.1336206896551724,0.0,6.7,0.075268817204301,0.5364806866952789,0.2682403433476394,0.1952789699570815,198770.0,5669.0,2627.0,2321.0,49.4,2.3,0.8086021505376344,0.1913978494623656,0.0,16.3,60448.0,2.555555555555556,20.8,18.6,42.43386243386244,12.0,0.0,1.935483870967742,11.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0480446800558137,0.0,0.0,0.0,0.9519553199441864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0284775465499,,,NL
