,AREA,SYMBOL,UNIT,DOMAIN,ERA,PERIOD,EPOCH,RXTP,SUBRXTP,AGERXTP,GEOLPROV,source_folder,FSA,mean_radon,median_radon,mean_duration,n_tests,Province
18,71065896.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
19,86144232.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
20,33654988.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
21,52872456.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
22,42495340.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
23,72882416.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
24,55750072.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
25,25530098.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
26,40868988.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
27,36072520.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
28,26833090.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
29,35578184.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
30,11574027.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
31,24115156.0,136,E,onshore,Paleozoic,Cambrian,undivided Cambrian,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
32,17326950.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
33,179679360.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
34,69858096.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
35,22978830.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
36,11249221.0,310,pT,onshore,Cenozoic,Tertiary,Paleogene,sedimentary rocks,undivided sedimentary rocks,Cenozoic sedimentary rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
37,35220956.0,0,unknown,ice,unknown,unknown,unknown,unknown,unknown,unknown,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
38,12052835.0,136,E,onshore,Paleozoic,Cambrian,undivided Cambrian,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
39,23354862.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
40,102903744.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
41,43174580.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
42,10943310.0,136,E,onshore,Paleozoic,Cambrian,undivided Cambrian,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
43,98204776.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
44,208237856.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
45,193935776.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
46,97829976.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
47,82845792.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
48,163156592.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
49,146503056.0,561,Y23,onshore,Precambrian,Mesoproterozoic,middle-late Mesoproterozoic,sedimentary rocks,undivided sedimentary rocks,Mesoproterozoic sedimentary rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
50,194337392.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
51,47662356.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
52,174266448.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
53,86159344.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
54,223832544.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
55,232651584.0,561,Y23,onshore,Precambrian,Mesoproterozoic,middle-late Mesoproterozoic,sedimentary rocks,undivided sedimentary rocks,Mesoproterozoic sedimentary rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
56,122041608.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
57,60496060.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
58,86857232.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
59,53333992.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
60,143735904.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
61,33429410.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
62,26572466.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
63,28484556.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
64,34123952.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
65,106056976.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
66,87157928.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
67,41500856.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
68,38815876.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
69,91130344.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
70,98892424.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
71,19588904.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
72,35904984.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
73,31834300.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
74,45470532.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
75,138100752.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
76,100464640.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
77,551956544.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
78,244987088.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
79,82886416.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
80,143721040.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
81,246431840.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
82,3249885184.0,0,unknown,ice,unknown,unknown,unknown,unknown,unknown,unknown,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
83,62718920.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
84,344268480.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
85,110610696.0,0,unknown,ice,unknown,unknown,unknown,unknown,unknown,unknown,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
86,222513792.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
87,29540200.0,561,Y23,onshore,Precambrian,Mesoproterozoic,middle-late Mesoproterozoic,sedimentary rocks,undivided sedimentary rocks,Mesoproterozoic sedimentary rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
88,69353080.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
89,212488320.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
90,87084832.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
91,75218928.0,0,unknown,ice,unknown,unknown,unknown,unknown,unknown,unknown,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
92,86673784.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
93,47402224.0,0,unknown,ice,unknown,unknown,unknown,unknown,unknown,unknown,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
94,32824940.0,561,Y23,onshore,Precambrian,Mesoproterozoic,middle-late Mesoproterozoic,sedimentary rocks,undivided sedimentary rocks,Mesoproterozoic sedimentary rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
95,81465552.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
96,52389556.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
97,33984936.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
98,131250384.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
99,246487264.0,220,VWn,onshore,Precambrian,Mesoarchean-Neoarchean,undivided Mesoarchean-Neoarchean,metamorphic rocks,undivided gneiss,Archean metamorphic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
100,54606268.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
101,131277704.0,422,WXsv,onshore,Precambrian,Neoarchean-Paleoproterozoic,undivided Neoarchean-Paleoproterozoic,sedimentary and volcanic rocks,undivided sedimentary and volcanic rocks,Archean-Paleoproterozoic sedimentary and volcanic rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
102,27781446.0,380,X2g,onshore,Precambrian,Paleoproterozoic,middle Paleoproterozoic,intrusive rocks,undivided granitoid rocks,Paleoproterozoic intrusive rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
103,125805016.0,13,EO,onshore,Paleozoic,Cambrian-Ordovician,undivided Cambrian-Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,Churchill Province,CHU,X0A,7.741935483870968,7.5,103.58064516129032,31.0,NU
