,AREA,SYMBOL,UNIT,DOMAIN,ERA,PERIOD,EPOCH,RXTP,SUBRXTP,AGERXTP,GEOLPROV,source_folder,FSA,mean_radon,median_radon,mean_duration,n_tests,Province
6472,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2H,,,,,
6473,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1W,73.25,73.25,114.0,2.0,QC
6474,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2G,,,,,
6475,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1Y,7.5,7.5,95.0,2.0,QC
6476,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2E,,,,,
6477,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1X,,,,,
6478,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1V,,,,,
6479,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2A,,,,,
6480,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1N,,,,,
6481,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1T,35.75,35.75,91.5,2.0,QC
6482,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1S,41.75,41.75,95.5,2.0,QC
6483,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1M,22.5,22.5,92.5,2.0,QC
6484,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1L,48.375,56.5,99.0,4.0,QC
6485,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1K,,,,,
6486,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1J,,,,,
6487,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1B,,,,,
6488,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1E,,,,,
6489,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1C,171.5,171.5,96.0,2.0,QC
6490,58487344.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1A,,,,,
6491,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H4L,14.75,14.75,91.5,2.0,QC
6492,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H4K,,,,,
6493,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H3P,,,,,
6494,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H4N,,,,,
6495,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H3N,,,,,
6496,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7W,125.0,23.0,92.2,5.0,QC
6497,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H4J,,,,,
6498,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7X,76.3,19.0,92.0,5.0,QC
6499,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2S,,,,,
6500,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2G,,,,,
6501,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H3M,,,,,
6502,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2N,,,,,
6503,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2R,,,,,
6504,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2P,,,,,
6505,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7V,,,,,
6506,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H3L,,,,,
6507,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2E,,,,,
6508,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2M,,,,,
6509,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7N,30.428571428571427,16.0,105.0,7.0,QC
6510,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2C,,,,,
6511,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1Z,,,,,
6512,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7S,,,,,
6513,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2B,,,,,
6514,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7G,41.142857142857146,40.0,95.57142857142857,7.0,QC
6515,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H2A,,,,,
6516,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1S,41.75,41.75,95.5,2.0,QC
6517,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1M,22.5,22.5,92.5,2.0,QC
6518,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1P,,,,,
6519,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1K,,,,,
6520,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1J,,,,,
6521,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1B,,,,,
6522,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1E,,,,,
6523,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1R,,,,,
6524,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1H,,,,,
6525,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7M,476.5,135.5,92.5,4.0,QC
6526,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1G,179.75,179.75,91.5,2.0,QC
6527,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7E,71.35714285714286,33.0,99.71428571428571,7.0,QC
6528,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7C,,,,,
6529,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7A,166.92857142857142,201.0,108.0,7.0,QC
6530,165133008.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H1C,171.5,171.5,96.0,2.0,QC
6531,37635484.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J7A,,,,,
6532,37635484.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J7E,,,,,
6533,37635484.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J7B,,,,,
6534,37635484.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J6Z,,,,,
6535,37635484.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J7C,33.583333333333336,20.75,93.33333333333333,6.0,QC
6536,37635484.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J6Y,,,,,
6537,37635484.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J6X,,,,,
6538,11195493.0,2,uO,onshore,Paleozoic,Ordovician,upper Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7J,,,,,
6539,11195493.0,2,uO,onshore,Paleozoic,Ordovician,upper Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7B,,,,,
6540,11195493.0,2,uO,onshore,Paleozoic,Ordovician,upper Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7A,166.92857142857142,201.0,108.0,7.0,QC
6541,11195493.0,2,uO,onshore,Paleozoic,Ordovician,upper Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J6Y,,,,,
6542,11195493.0,2,uO,onshore,Paleozoic,Ordovician,upper Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J6W,39.0,39.0,92.0,2.0,QC
6543,11195493.0,2,uO,onshore,Paleozoic,Ordovician,upper Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J6X,,,,,
6544,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7W,125.0,23.0,92.2,5.0,QC
6545,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7X,76.3,19.0,92.0,5.0,QC
6546,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7V,,,,,
6547,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7T,70.83333333333333,40.5,94.66666666666667,6.0,QC
6548,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7N,30.428571428571427,16.0,105.0,7.0,QC
6549,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7S,,,,,
6550,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7G,41.142857142857146,40.0,95.57142857142857,7.0,QC
6551,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7P,67.75,11.75,95.375,16.0,QC
6552,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7M,476.5,135.5,92.5,4.0,QC
6553,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7L,86.66666666666667,101.0,96.41666666666667,12.0,QC
6554,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7K,56.875,54.5,95.625,8.0,QC
6555,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7E,71.35714285714286,33.0,99.71428571428571,7.0,QC
6556,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7C,,,,,
6557,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7J,,,,,
6558,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7B,,,,,
6559,68844776.0,1,mO*,offshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7A,166.92857142857142,201.0,108.0,7.0,QC
6560,60578232.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7P,67.75,11.75,95.375,16.0,QC
6561,60578232.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7M,476.5,135.5,92.5,4.0,QC
6562,60578232.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7L,86.66666666666667,101.0,96.41666666666667,12.0,QC
6563,60578232.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7K,56.875,54.5,95.625,8.0,QC
6564,60578232.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7E,71.35714285714286,33.0,99.71428571428571,7.0,QC
6565,60578232.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J7A,,,,,
6566,60578232.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7H,56.15,44.5,90.3,10.0,QC
6567,60578232.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7J,,,,,
6568,60578232.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J6Z,,,,,
6569,60578232.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7B,,,,,
6570,60578232.0,2,mO,onshore,Paleozoic,Ordovician,middle Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J6Y,,,,,
6571,12241784.0,380,Km,onshore,Mesozoic,Cretaceous,undivided Cretaceous,intrusive rocks,"mafic intrusive rocks-diorite, gabbro",Mesozoic intrusive rocks,Appalachian Orogen,APP,J0E,62.42857142857143,35.0,93.71428571428571,7.0,QC
6572,12241784.0,380,Km,onshore,Mesozoic,Cretaceous,undivided Cretaceous,intrusive rocks,"mafic intrusive rocks-diorite, gabbro",Mesozoic intrusive rocks,Appalachian Orogen,APP,J0H,16.714285714285715,7.5,93.57142857142857,7.0,QC
6573,247226880.0,215,SD,onshore,Paleozoic,Silurian-Devonian,undivided Silurian-Devonian,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,Appalachian Orogen,APP,J1X,46.916666666666664,44.5,109.33333333333333,6.0,QC
6574,247226880.0,215,SD,onshore,Paleozoic,Silurian-Devonian,undivided Silurian-Devonian,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,Appalachian Orogen,APP,J0E,62.42857142857143,35.0,93.71428571428571,7.0,QC
6575,247226880.0,215,SD,onshore,Paleozoic,Silurian-Devonian,undivided Silurian-Devonian,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,Appalachian Orogen,APP,J0B,86.925,33.0,96.55,20.0,QC
6576,11037927.0,380,Kmy,onshore,Mesozoic,Cretaceous,undivided Cretaceous,intrusive rocks,alkaline gabbro and syenite,Mesozoic intrusive rocks,Appalachian Orogen,APP,J3L,94.25,110.0,95.0,4.0,QC
6577,11037927.0,380,Kmy,onshore,Mesozoic,Cretaceous,undivided Cretaceous,intrusive rocks,alkaline gabbro and syenite,Mesozoic intrusive rocks,Appalachian Orogen,APP,J3N,,,,,
6578,11037927.0,380,Kmy,onshore,Mesozoic,Cretaceous,undivided Cretaceous,intrusive rocks,alkaline gabbro and syenite,Mesozoic intrusive rocks,Appalachian Orogen,APP,J3H,123.6,117.0,105.2,5.0,QC
6579,11037927.0,380,Kmy,onshore,Mesozoic,Cretaceous,undivided Cretaceous,intrusive rocks,alkaline gabbro and syenite,Mesozoic intrusive rocks,Appalachian Orogen,APP,J3G,135.66666666666666,170.0,91.66666666666667,3.0,QC
6580,257703936.0,13,EO,onshore,Paleozoic,Cambrian-Ordovician,undivided Cambrian-Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J7R,201.33333333333334,144.0,93.0,3.0,QC
6581,257703936.0,13,EO,onshore,Paleozoic,Cambrian-Ordovician,undivided Cambrian-Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J0N,76.75,76.0,98.66666666666667,6.0,QC
6582,257703936.0,13,EO,onshore,Paleozoic,Cambrian-Ordovician,undivided Cambrian-Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J7N,162.05,87.5,94.3,10.0,QC
6583,257703936.0,13,EO,onshore,Paleozoic,Cambrian-Ordovician,undivided Cambrian-Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J7J,,,,,
6584,257703936.0,13,EO,onshore,Paleozoic,Cambrian-Ordovician,undivided Cambrian-Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J8H,139.0,139.0,93.5,2.0,QC
6585,257703936.0,13,EO,onshore,Paleozoic,Cambrian-Ordovician,undivided Cambrian-Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J5K,39.0,7.5,92.33333333333333,3.0,QC
6586,257703936.0,13,EO,onshore,Paleozoic,Cambrian-Ordovician,undivided Cambrian-Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J5L,66.5,66.5,98.0,2.0,QC
6587,257703936.0,13,EO,onshore,Paleozoic,Cambrian-Ordovician,undivided Cambrian-Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J0V,88.96153846153847,69.0,98.15384615384616,13.0,QC
6588,17075750.0,380,Kmy,onshore,Mesozoic,Cretaceous,undivided Cretaceous,intrusive rocks,alkaline gabbro and syenite,Mesozoic intrusive rocks,Appalachian Orogen,APP,J2M,,,,,
6589,18856582.0,380,Kmy,onshore,Mesozoic,Cretaceous,undivided Cretaceous,intrusive rocks,alkaline gabbro and syenite,Mesozoic intrusive rocks,Appalachian Orogen,APP,J0L,63.03846153846154,39.0,111.23076923076923,13.0,QC
6590,18856582.0,380,Kmy,onshore,Mesozoic,Cretaceous,undivided Cretaceous,intrusive rocks,alkaline gabbro and syenite,Mesozoic intrusive rocks,Appalachian Orogen,APP,J0H,16.714285714285715,7.5,93.57142857142857,7.0,QC
6591,22522614.0,60,Dq,onshore,Paleozoic,Devonian,undivided Devonian,intrusive rocks,"quartz monzonite, granite",Paleozoic intrusive rocks,Appalachian Orogen,APP,J0B,86.925,33.0,96.55,20.0,QC
6592,11365457.0,380,Kmy,onshore,Mesozoic,Cretaceous,undivided Cretaceous,intrusive rocks,alkaline gabbro and syenite,Mesozoic intrusive rocks,Appalachian Orogen,APP,J3Y,,,,,
6593,11365457.0,380,Kmy,onshore,Mesozoic,Cretaceous,undivided Cretaceous,intrusive rocks,alkaline gabbro and syenite,Mesozoic intrusive rocks,Appalachian Orogen,APP,J3V,,,,,
6594,11365457.0,380,Kmy,onshore,Mesozoic,Cretaceous,undivided Cretaceous,intrusive rocks,alkaline gabbro and syenite,Mesozoic intrusive rocks,Appalachian Orogen,APP,J4M,,,,,
6595,11365457.0,380,Kmy,onshore,Mesozoic,Cretaceous,undivided Cretaceous,intrusive rocks,alkaline gabbro and syenite,Mesozoic intrusive rocks,Appalachian Orogen,APP,J4B,81.0,81.0,102.0,2.0,QC
6596,67609632.0,2,lO,onshore,Paleozoic,Ordovician,lower Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7R,70.21428571428571,35.0,97.57142857142857,7.0,QC
6597,67609632.0,2,lO,onshore,Paleozoic,Ordovician,lower Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J7R,201.33333333333334,144.0,93.0,3.0,QC
6598,67609632.0,2,lO,onshore,Paleozoic,Ordovician,lower Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,J7P,95.0,123.0,100.66666666666667,3.0,QC
6599,67609632.0,2,lO,onshore,Paleozoic,Ordovician,lower Ordovician,sedimentary rocks,undivided sedimentary rocks,Paleozoic sedimentary rocks,St. Lawrence Platform,APP,H7P,67.75,11.75,95.375,16.0,QC
