model_name,run_id,batch_tag,search_scoring,n_rows,positive_rate,n_outer_folds,classification_threshold,n_calibration_bins,oof_roc_auc,oof_aucpr,oof_log_loss,oof_brier,oof_ece,oof_accuracy,oof_recall,oof_f1,mean_fold_roc_auc,mean_fold_aucpr,mean_fold_log_loss,mean_fold_brier,mean_fold_ece
random_forest,random_forest_overnight_2026_03_20_neg_log_loss_20260320_031327,overnight_2026_03_20,neg_log_loss,10461,0.10859382468215276,5,0.1,10,0.6494776365970623,0.18360024619263074,0.3294233152907154,0.09391382373547315,0.0012777236385314466,0.5598891119395851,0.6690140845070423,0.248203788373612,0.6512058951275157,0.18984905440552155,0.3294899801550254,0.09392841066068065,0.020739533326848046
