feature,importance
socioeco_frac_housing_burden,0.045697602544982834
longitude,0.03663705579286033
hous_median_value,0.03541898015098014
hous_frac_type_single_detached,0.03462043070851224
latitude,0.03453640197940433
socioeco_frac_high_income,0.031979037575160726
mean_uranium,0.0319547154808259
hous_frac_type_other_attached,0.030581543662278988
socioeco_median_income,0.029046827825112777
max_uranium,0.02900160619247712
hous_frac_age_pre_1980,0.02860836817662768
hous_frac_major_repair,0.027958763173397117
socioeco_frac_govt_transfers,0.027288740511006184
demogr_frac_tenure_owned,0.025941576867149457
average_heating_days,0.025825998374892287
hous_frac_age_post_2001,0.02582053558478536
socioeco_frac_unemployment_rate,0.02565353267414289
socioeco_frac_low_income,0.024826779334004127
socioeco_frac_bachelor_plus,0.02472151432297469
demogr_median_age,0.024526992321656452
demogr_pop_2016,0.023712039386726804
socioeco_frac_nonlaborer,0.02327725813504303
demogr_num_total_dwellings,0.022827733606895467
socioeco_frac_unsuitable_housing,0.021925396812624162
demogr_num_occ_dwellings,0.02155437211169733
socioeco_frac_overcrowded,0.020163021414557555
sedi_glacial_sediments,0.01981155220077233
hous_frac_type_highrise,0.019058168429739484
sedi_alluvial_sediments,0.018201711008507027
rxtp_sedimentary_rocks,0.016720458984302983
rxtp_intrusive_rocks,0.016585615976767804
hous_avg_rooms,0.01641803188008083
geolprov_interior_platform,0.014841945261465338
sedi_glaciolacustrine_sediments,0.014630939116637414
demogr_avg_household_size,0.012884950685147523
sedi_glaciofluvial_sediments,0.012577637121966502
rxtp_metamorphic_rocks,0.011035673853815925
sedi_bedrock,0.010402499731301364
demogr_frac_tenure_band,0.009481346392941162
rxtp_volcanic_rocks,0.00912208882105781
geolprov_st_lawrence_platform,0.00846791160027831
sedi_glaciomarine_sediments,0.008003273858788821
geolprov_appalachian_orogen,0.0072242957922498095
sedi_eolian_sediments,0.0063192317796225495
sedi_marine_sediments,0.005994056007091281
geolprov_grenville_province,0.003901907716746972
rxtp_sedimentary_and_volcanic_rocks,0.0037695119380055887
sedi_colluvial_and_mass-wasting_deposits,0.0033226368056108397
sedi_organic_deposits,0.003094508858202191
geolprov_cordilleran_orogen,0.0030663771931903295
geolprov_superior_province,0.0023580801290983187
geolprov_churchill_province,0.0022637756190014152
rxtp_unknown,0.001833386567385143
sedi_lacustrine_sediments,0.0014471860674852863
geolprov_southern_province,0.0009125086269525877
sedi_glacial_ice_or_snowpack,0.0007045258938991567
geolprov_atlantic_continental_shelf,0.0005354937718847112
geolprov_unknown,0.00040143384558366724
sedi_volcanic_deposits,0.0003417797176825658
geolprov_hudson_bay_lowlands,0.00011794400638242438
geolprov_pacific_continental_shelf,3.4060042931074286e-05
geolprov_nain_province,6.66997664751336e-06
