FSA,pct_single_detached,pct_highrise,pct_other_attached,pct_movable,avg_rooms,pct_major_repair,pct_pre_1980,pct_1981_2000,pct_post_2001,median_home_value,pop_2016,num_dwellings,occ_dwellings,median_age,avg_household_size,pct_owned,pct_rented,pct_band,pct_low_income,med_income,pct_high_income,pct_govt_transfers,unemployment_rate,pct_non_laborer,pct_bachelor_plus,pct_overcrowded,pct_unsuitable_housing,pct_housing_poor_owners
E5A,0.9121621621621622,0.0,0.013513513513513514,0.07432432432432433,6.6,0.1310344827586207,0.5342465753424658,0.2876712328767123,0.1780821917808219,99946.0,1698.0,901.0,740.0,48.9,2.3,0.8896551724137931,0.1103448275862069,0.0,26.0,46775.0,0.3597122302158274,23.4,16.7,38.81118881118881,8.900523560209423,1.3793103448275863,2.7777777777777777,14.3
E5B,0.8597785977859779,0.0,0.11070110701107011,0.02952029520295203,7.0,0.10583941605839416,0.5289855072463768,0.3007246376811594,0.17028985507246377,200656.0,3037.0,1783.0,1354.0,52.5,2.2,0.8138686131386861,0.18613138686131386,0.0,16.8,60965.0,2.0325203252032518,16.2,12.3,39.84819734345351,32.06349206349206,0.0,1.8181818181818181,12.6
E5C,0.841225626740947,0.0,0.06685236768802229,0.09192200557103064,6.6,0.10863509749303621,0.4860335195530726,0.3575418994413408,0.1564245810055866,139622.0,4221.0,2181.0,1795.0,46.1,2.3,0.8607242339832869,0.1392757660167131,0.0,14.9,61648.0,1.03397341211226,18.0,12.8,38.108882521489974,10.267857142857142,0.0,2.7777777777777777,10.0
E5E,0.9868421052631579,0.0,0.013157894736842105,0.0,7.0,0.12,0.6447368421052632,0.2236842105263158,0.13157894736842105,125184.0,872.0,616.0,376.0,48.4,2.2,0.92,0.08,0.0,23.1,52139.0,1.4925373134328357,23.6,22.8,34.285714285714285,9.89010989010989,0.0,2.666666666666667,8.7
E5G,0.8820960698689956,0.0,0.09170305676855896,0.026200873362445413,6.5,0.13596491228070176,0.5826086956521739,0.2565217391304348,0.1608695652173913,134509.0,2505.0,1468.0,1143.0,45.5,2.2,0.8427947598253275,0.1572052401746725,0.0,15.6,62496.0,5.25,14.4,10.8,34.229828850855746,12.109375,0.8771929824561403,2.1834061135371177,6.2
E5H,0.8333333333333334,0.004166666666666667,0.0875,0.075,6.3,0.11203319502074689,0.6694214876033058,0.2231404958677686,0.10743801652892562,100055.0,2825.0,1300.0,1196.0,46.7,2.3,0.8223140495867769,0.17768595041322313,0.0,17.9,57472.0,0.6741573033707865,19.9,21.4,39.029535864978904,8.074534161490684,0.8298755186721992,2.904564315352697,6.6
E5J,0.9310344827586207,0.0,0.022988505747126436,0.04597701149425287,6.5,0.09142857142857143,0.5485714285714286,0.28,0.17142857142857143,145112.0,1960.0,1137.0,868.0,48.9,2.2,0.9022988505747126,0.09770114942528736,0.0,14.3,66150.0,1.5432098765432098,16.1,14.9,42.64705882352941,12.093023255813954,0.0,2.2857142857142856,7.7
E5K,0.8812056737588653,0.0017730496453900709,0.08333333333333333,0.03368794326241135,7.5,0.08657243816254417,0.5656028368794326,0.2907801418439716,0.14361702127659576,179753.0,7123.0,3025.0,2819.0,44.5,2.5,0.9256637168141593,0.0743362831858407,0.0,9.3,80837.0,1.412180052956752,12.2,6.2,33.108108108108105,21.03960396039604,0.35335689045936397,3.0035335689045937,8.6
E5L,0.8630705394190872,0.0,0.04149377593360996,0.0954356846473029,6.5,0.10638297872340426,0.5780590717299579,0.270042194092827,0.1518987341772152,100239.0,2871.0,1382.0,1204.0,47.6,2.3,0.9106382978723404,0.08936170212765958,0.0,19.0,56064.0,0.4405286343612335,19.4,14.2,44.42013129102845,6.228373702422145,0.847457627118644,1.2711864406779663,7.1
E5M,0.9595375722543352,0.0,0.017341040462427744,0.023121387283236993,6.9,0.13966480446927373,0.6256983240223464,0.21787709497206703,0.1564245810055866,144486.0,2028.0,1069.0,867.0,53.1,2.2,0.9269662921348315,0.07303370786516854,0.0,17.9,58496.0,1.2422360248447204,18.7,16.0,45.481049562682216,21.568627450980394,0.0,1.1173184357541899,11.1
E5N,0.8743169398907104,0.0,0.07759562841530054,0.048087431693989074,7.1,0.08161044613710555,0.46564885496183206,0.33478735005452565,0.19956379498364232,179757.0,11668.0,5120.0,4577.0,44.5,2.5,0.9150326797385621,0.08496732026143791,0.0,13.6,70333.0,1.505856107083101,14.3,9.9,38.05263157894736,16.895715440582055,0.4357298474945534,2.3965141612200433,9.6
E5P,0.9246231155778895,0.0,0.04020100502512563,0.035175879396984924,6.8,0.11616161616161616,0.583756345177665,0.28426395939086296,0.1319796954314721,139318.0,2546.0,1099.0,999.0,45.1,2.5,0.9141414141414141,0.08585858585858586,0.0,14.7,61760.0,1.0178117048346056,15.2,12.0,37.83132530120482,10.0,1.0101010101010102,3.535353535353535,6.4
E5R,0.92,0.0,0.04,0.04,6.7,0.09166666666666666,0.5,0.25,0.25,120264.0,1446.0,800.0,625.0,48.2,2.3,0.9159663865546218,0.08403361344537816,0.0,16.9,56448.0,1.2658227848101267,19.0,15.5,44.396551724137936,8.96551724137931,1.6666666666666667,4.166666666666666,13.0
E5S,0.9617834394904459,0.0,0.006369426751592357,0.03184713375796178,6.9,0.0880503144654088,0.4873417721518987,0.35443037974683544,0.15822784810126583,160222.0,1774.0,1030.0,786.0,51.4,2.3,0.9559748427672956,0.0440251572327044,0.0,11.9,67328.0,1.6835016835016834,14.3,14.1,40.18691588785047,16.666666666666664,0.0,1.8867924528301887,6.0
E5T,0.8979591836734694,0.0,0.044897959183673466,0.05714285714285714,6.8,0.07916666666666666,0.6125,0.24166666666666667,0.14583333333333334,140876.0,3035.0,1925.0,1224.0,46.4,2.5,0.8713692946058091,0.12863070539419086,0.0,17.8,59341.0,1.2552301255230125,17.3,9.0,43.46938775510204,9.803921568627452,0.8333333333333334,2.510460251046025,7.9
E5V,0.9130434782608695,0.0,0.057971014492753624,0.028985507246376812,6.7,0.1044776119402985,0.7058823529411765,0.22058823529411764,0.07352941176470588,100276.0,797.0,467.0,347.0,48.4,2.1,0.7313432835820896,0.26865671641791045,0.0,16.7,56736.0,3.968253968253968,17.6,4.9,32.5,10.0,0.0,2.941176470588235,12.2
E6A,0.9439252336448598,0.0,0.04672897196261682,0.009345794392523364,6.3,0.16822429906542055,0.5648148148148148,0.37037037037037035,0.06481481481481481,80168.0,1254.0,680.0,534.0,52.4,2.3,0.8584905660377359,0.14150943396226415,0.0,26.5,47488.0,0.0,32.3,26.2,50.46296296296296,7.6923076923076925,0.0,1.8867924528301887,11.0
E6B,0.9453125,0.0,0.015625,0.0390625,6.9,0.15079365079365079,0.648,0.28,0.072,100158.0,1590.0,816.0,647.0,49.6,2.4,0.8968253968253969,0.10317460317460317,0.0,23.2,53824.0,0.4048582995951417,22.5,16.5,46.12403100775194,10.062893081761008,1.6,4.0,7.1
E6C,0.8771929824561403,0.0,0.005847953216374269,0.11695906432748537,6.7,0.12280701754385964,0.4502923976608187,0.38011695906432746,0.1695906432748538,134412.0,2044.0,923.0,860.0,45.3,2.4,0.9590643274853801,0.04093567251461988,0.0,18.9,62080.0,0.3058103975535168,16.9,12.3,36.15160349854227,16.386554621848738,0.0,1.1695906432748537,9.9
E6E,0.912,0.0,0.04,0.048,6.6,0.09482758620689655,0.591304347826087,0.2782608695652174,0.13043478260869565,85425.0,1512.0,762.0,621.0,45.4,2.4,0.896551724137931,0.10344827586206896,0.0,22.3,53376.0,0.8583690987124464,22.2,20.8,44.20600858369099,8.609271523178808,0.0,3.4482758620689653,9.8
E6G,0.8648648648648649,0.0,0.07657657657657657,0.05855855855855856,6.9,0.09375,0.6547085201793722,0.2556053811659193,0.08968609865470852,124939.0,2519.0,1393.0,1115.0,49.6,2.2,0.8622222222222222,0.13777777777777778,0.0,19.1,58016.0,0.7481296758104738,19.0,17.5,42.69406392694064,13.043478260869565,0.8888888888888888,2.6785714285714284,4.2
E6H,0.9411764705882353,0.0,0.0196078431372549,0.0392156862745098,6.8,0.058823529411764705,0.6699029126213593,0.22330097087378642,0.10679611650485436,99849.0,1210.0,971.0,509.0,49.8,2.4,0.8921568627450981,0.10784313725490197,0.0,19.9,56704.0,0.5235602094240838,20.5,12.7,45.588235294117645,15.503875968992247,0.0,1.9607843137254901,9.0
E6J,0.9532710280373832,0.0,0.037383177570093455,0.009345794392523364,6.6,0.17475728155339806,0.8207547169811321,0.12264150943396226,0.05660377358490566,64914.0,1185.0,664.0,537.0,52.7,2.1,0.883495145631068,0.11650485436893204,0.0,23.0,48448.0,0.5376344086021506,23.0,3.5,54.25531914893617,4.504504504504505,0.0,0.0,6.5
E6K,0.9254658385093167,0.0,0.024844720496894408,0.049689440993788817,7.0,0.12,0.556923076923077,0.28923076923076924,0.15384615384615385,149610.0,3787.0,2331.0,1613.0,49.9,2.3,0.9015384615384615,0.09846153846153846,0.0,16.3,62899.0,1.461038961038961,16.9,10.8,40.92356687898089,15.217391304347828,0.0,1.2307692307692308,8.7
E6L,0.9023746701846965,0.0,0.036939313984168866,0.06068601583113457,7.1,0.09788359788359788,0.5396825396825397,0.2566137566137566,0.2037037037037037,179217.0,4660.0,2066.0,1896.0,45.6,2.5,0.9126984126984127,0.0873015873015873,0.0,15.8,64085.0,1.2195121951219512,15.6,11.1,35.33246414602347,20.1171875,0.0,1.0582010582010581,10.5
E7A,0.7993920972644377,0.00303951367781155,0.182370820668693,0.015197568389057751,6.2,0.07598784194528875,0.6880733944954128,0.22629969418960244,0.0856269113149847,90094.0,3707.0,2024.0,1647.0,51.6,2.2,0.7720364741641338,0.22796352583586627,0.0,16.4,52416.0,0.6525285481239804,19.3,8.2,40.57052297939778,9.245742092457421,0.60790273556231,1.5197568389057752,8.8
E7B,0.824847250509165,0.0,0.09775967413441955,0.07739307535641547,6.3,0.07770961145194274,0.5061475409836066,0.3709016393442623,0.12295081967213115,129586.0,5701.0,2587.0,2453.0,47.9,2.3,0.8568507157464212,0.14314928425357873,0.0,14.2,60117.0,0.7423117709437964,17.7,9.3,35.84905660377358,16.74491392801252,0.0,0.6122448979591837,11.8
E7C,0.8145695364238411,0.0,0.17218543046357615,0.013245033112582781,6.1,0.082039911308204,0.5964523281596452,0.29046563192904656,0.1130820399113082,120015.0,5229.0,2386.0,2267.0,50.4,2.2,0.8141592920353983,0.1747787610619469,0.011061946902654867,17.3,54080.0,0.47562425683709864,19.3,8.9,38.32752613240418,13.62862010221465,0.0,1.3274336283185841,11.6
E7E,0.8373983739837398,0.0,0.14363143631436315,0.018970189701897018,6.1,0.09809264305177112,0.6512261580381471,0.25340599455040874,0.09536784741144415,99864.0,4279.0,2024.0,1849.0,48.8,2.2,0.7983651226158038,0.2016348773841962,0.0,20.4,52032.0,0.0,23.0,10.8,42.16524216524217,10.251046025104603,0.8174386920980926,2.17983651226158,10.6
E7G,0.9166666666666666,0.0,0.0744047619047619,0.008928571428571428,6.3,0.12386706948640483,0.6234939759036144,0.2921686746987952,0.08433734939759036,79991.0,3720.0,2078.0,1678.0,51.5,2.2,0.8433734939759037,0.1566265060240964,0.0,25.3,47445.0,0.16474464579901155,25.6,19.5,45.64183835182251,7.341772151898734,0.0,1.812688821752266,12.3
E7H,0.8410041841004184,0.0,0.13598326359832635,0.02301255230125523,6.5,0.18067226890756302,0.5263157894736842,0.36,0.11368421052631579,85056.0,5577.0,2685.0,2388.0,47.8,2.3,0.7247899159663865,0.22268907563025211,0.052521008403361345,26.5,42496.0,0.5813953488372093,25.3,16.9,48.083242059145675,11.270125223613595,1.050420168067227,2.941176470588235,9.2
E7J,0.8713450292397661,0.0,0.0935672514619883,0.03508771929824561,6.6,0.09523809523809523,0.5952380952380952,0.3273809523809524,0.07738095238095238,89639.0,2069.0,941.0,855.0,47.1,2.4,0.8333333333333334,0.16666666666666666,0.0,21.7,51328.0,0.6116207951070336,23.1,13.0,40.35608308605341,14.084507042253522,0.0,4.166666666666666,7.4
E7K,0.8115942028985508,0.004830917874396135,0.11594202898550725,0.06763285024154589,6.8,0.1346153846153846,0.6153846153846154,0.25961538461538464,0.125,99883.0,2564.0,1134.0,1036.0,45.0,2.5,0.7874396135265701,0.21256038647342995,0.0,22.8,52096.0,0.5012531328320802,20.3,8.7,38.35294117647059,8.118081180811808,0.9615384615384616,2.898550724637681,12.3
E7L,0.8658823529411764,0.0,0.10823529411764705,0.02588235294117647,6.9,0.10697674418604651,0.585081585081585,0.2867132867132867,0.1282051282051282,90090.0,5195.0,2421.0,2123.0,45.4,2.4,0.8181818181818182,0.18181818181818182,0.0,17.8,56912.0,1.0962241169305724,17.4,10.3,39.30635838150289,17.27941176470588,0.6976744186046512,4.428904428904429,7.4
E7M,0.7014388489208633,0.0,0.23501199040767387,0.06354916067146282,6.6,0.08949880668257756,0.5321428571428571,0.29404761904761906,0.1738095238095238,149557.0,9908.0,4434.0,4172.0,44.2,2.3,0.6861575178997613,0.2935560859188544,0.02028639618138425,18.9,56021.0,1.299545159194282,16.1,7.5,36.79653679653679,16.904083570750235,0.834326579261025,3.2181168057210967,9.7
E7N,0.9106382978723404,0.0,0.059574468085106386,0.029787234042553193,6.9,0.11255411255411256,0.46320346320346323,0.354978354978355,0.18181818181818182,125132.0,2966.0,1409.0,1174.0,44.4,2.5,0.8701298701298701,0.12987012987012986,0.0,18.2,62037.0,1.0570824524312896,15.6,9.5,30.864197530864196,10.204081632653061,0.8658008658008658,2.1645021645021645,6.7
E7P,0.8571428571428571,0.003484320557491289,0.11149825783972125,0.027874564459930314,6.6,0.08710801393728224,0.5629370629370629,0.3041958041958042,0.13286713286713286,119877.0,3591.0,1600.0,1440.0,47.2,2.4,0.8083623693379791,0.1916376306620209,0.0,19.1,54912.0,0.8960573476702508,18.5,8.8,37.84246575342466,11.621621621621623,0.6944444444444444,3.125,8.8
E8A,0.8095238095238095,0.0,0.18412698412698414,0.006349206349206349,6.4,0.07006369426751592,0.5286624203821656,0.35987261146496813,0.11146496815286625,125140.0,3679.0,1668.0,1577.0,47.8,2.2,0.7961783439490446,0.20382165605095542,0.0,17.4,53581.0,0.5093378607809848,23.4,13.2,36.87707641196013,12.661498708010335,0.0,1.2738853503184715,8.8
E8B,0.8523809523809524,0.0,0.1380952380952381,0.009523809523809525,6.3,0.0947867298578199,0.5118483412322274,0.3791469194312796,0.10900473933649289,90057.0,2333.0,1127.0,1047.0,48.2,2.2,0.8246445497630331,0.17535545023696683,0.0,22.7,49728.0,0.0,30.0,22.8,38.51851851851852,5.597014925373134,0.9478672985781991,2.843601895734597,10.9
E8C,0.7603550295857988,0.0,0.23668639053254437,0.0029585798816568047,6.4,0.11209439528023599,0.7928994082840237,0.14792899408284024,0.05917159763313609,74983.0,3544.0,1879.0,1693.0,56.0,2.0,0.7315634218289085,0.24778761061946902,0.02064896755162242,22.9,45338.0,0.34904013961605584,27.6,16.5,54.515050167224075,11.607142857142858,0.0,0.5899705014749262,11.1
E8E,0.8782608695652174,0.0,0.0891304347826087,0.03260869565217391,6.4,0.06047516198704104,0.5735930735930735,0.3354978354978355,0.09090909090909091,89892.0,5224.0,2472.0,2302.0,50.5,2.2,0.8855291576673866,0.11447084233261338,0.0,16.1,58880.0,0.8101851851851851,20.8,13.2,42.68156424581006,10.070671378091872,0.0,1.9438444924406046,8.1
E8G,0.9198473282442748,0.0,0.06870229007633588,0.011450381679389313,6.4,0.12015503875968993,0.5891472868217055,0.3372093023255814,0.07364341085271318,74755.0,2642.0,1574.0,1306.0,55.6,2.0,0.861003861003861,0.138996138996139,0.0,32.8,39131.0,0.881057268722467,30.8,22.6,60.58091286307054,6.8493150684931505,0.0,2.7131782945736433,8.5
E8J,0.8044806517311609,0.0,0.18126272912423624,0.014256619144602852,6.0,0.07910750507099391,0.516260162601626,0.34959349593495936,0.13414634146341464,100203.0,5614.0,2633.0,2457.0,51.2,2.2,0.8194726166328601,0.18052738336713997,0.0,16.8,56416.0,0.5376344086021506,22.0,11.1,42.577319587628864,11.092985318107667,0.4056795131845842,1.0121457489878543,7.4
E8K,0.7569352708058125,0.0,0.19682959048877147,0.046235138705416116,6.4,0.07549668874172186,0.48344370860927155,0.36688741721854307,0.14966887417218544,120229.0,8668.0,4081.0,3786.0,49.9,2.2,0.8039735099337748,0.19602649006622516,0.0,15.0,58057.0,0.9728978457261988,18.9,9.5,43.10692669804976,14.461538461538462,0.0,1.1920529801324504,8.5
E8L,0.94,0.0,0.04,0.02,6.4,0.15841584158415842,0.6551724137931034,0.2512315270935961,0.09359605911330049,80122.0,2356.0,1084.0,1002.0,49.7,2.3,0.8861386138613861,0.11386138613861387,0.0,19.9,53077.0,0.5115089514066496,27.9,25.1,54.63182897862233,5.88235294117647,0.9900990099009901,2.9702970297029703,8.9
E8M,0.9055555555555556,0.0,0.07777777777777778,0.016666666666666666,6.6,0.0748663101604278,0.5080213903743316,0.35294117647058826,0.13903743315508021,119944.0,2059.0,993.0,905.0,49.2,2.2,0.8404255319148937,0.1595744680851064,0.0,22.9,50816.0,0.2898550724637681,26.1,21.8,40.102827763496144,9.420289855072465,0.0,2.6737967914438503,9.0
E8N,0.8849206349206349,0.0,0.09126984126984126,0.023809523809523808,6.2,0.11788617886178862,0.7213114754098361,0.22950819672131148,0.04918032786885246,74927.0,2549.0,1586.0,1262.0,56.3,2.0,0.8658536585365854,0.13414634146341464,0.0,22.7,43520.0,0.8849557522123894,32.3,19.3,51.23595505617977,5.7034220532319395,0.0,1.2195121951219512,13.6
E8P,0.9243986254295533,0.0,0.054982817869415807,0.020618556701030927,6.4,0.11498257839721254,0.5609756097560976,0.29965156794425085,0.13937282229965156,100078.0,3450.0,1609.0,1454.0,52.1,2.3,0.9020979020979021,0.0979020979020979,0.0,19.8,55723.0,0.8787346221441126,28.0,19.5,44.50084602368866,9.61038961038961,0.6968641114982579,4.181184668989547,7.8
E8R,0.85,0.0,0.12142857142857143,0.02857142857142857,6.0,0.12949640287769784,0.5451263537906137,0.33935018050541516,0.11552346570397112,80034.0,3174.0,1573.0,1404.0,50.9,2.2,0.7877697841726619,0.21223021582733814,0.0,27.1,42496.0,0.5649717514124294,34.2,28.3,48.237476808905384,7.183908045977011,0.0,2.166064981949458,8.2
E8S,0.7953964194373402,0.0,0.1867007672634271,0.017902813299232736,6.4,0.09462915601023018,0.6010230179028133,0.309462915601023,0.08951406649616368,125101.0,4578.0,2247.0,1951.0,50.8,2.2,0.782608695652174,0.21739130434782608,0.0,17.5,55680.0,0.9345794392523363,26.3,12.0,42.62086513994911,15.019762845849801,0.0,3.316326530612245,7.8
E8T,0.8996138996138996,0.0,0.07335907335907337,0.02702702702702703,6.4,0.10058027079303675,0.6170212765957447,0.32108317214700194,0.061895551257253385,80061.0,5758.0,3043.0,2591.0,52.7,2.2,0.8494208494208494,0.15057915057915058,0.0,19.3,54208.0,0.9164969450101833,31.6,12.0,43.91959798994975,7.790143084260731,0.3868471953578337,3.2882011605415857,8.0
E9A,0.9054726368159204,0.0,0.04477611940298507,0.04975124378109453,6.0,0.08823529411764706,0.5,0.37623762376237624,0.12376237623762376,100187.0,2254.0,1157.0,1009.0,51.4,2.2,0.8682926829268293,0.13170731707317074,0.0,13.8,59571.0,0.5102040816326531,32.9,28.3,38.63080684596577,6.4638783269961975,0.0,1.4634146341463417,7.9
E9B,0.8963730569948186,0.0,0.031088082901554404,0.07253886010362694,6.4,0.10606060606060606,0.5583756345177665,0.29949238578680204,0.14213197969543148,80224.0,2336.0,1141.0,969.0,47.8,2.4,0.8984771573604061,0.10152284263959391,0.0,22.4,54123.0,0.5405405405405406,27.5,27.3,46.454767726161364,9.433962264150944,1.0101010101010102,4.060913705583756,7.3
E9C,0.9030612244897959,0.0,0.05612244897959184,0.04081632653061224,6.3,0.10880829015544041,0.7135416666666666,0.21875,0.06770833333333333,75011.0,2115.0,1254.0,981.0,53.4,2.1,0.8704663212435233,0.12953367875647667,0.0,27.4,45440.0,0.8426966292134831,28.5,24.1,54.59770114942529,7.352941176470589,0.0,1.0362694300518136,6.5
E9E,0.913946587537092,0.0,0.02373887240356083,0.06231454005934718,6.5,0.12727272727272726,0.5666666666666667,0.3181818181818182,0.11515151515151516,89855.0,3953.0,1949.0,1690.0,49.8,2.2,0.8206686930091185,0.0851063829787234,0.09422492401215805,18.8,52395.0,0.9523809523809524,24.6,22.5,46.65605095541402,8.157894736842106,0.0,1.5197568389057752,6.5
E9G,0.8837209302325582,0.002325581395348837,0.06511627906976744,0.04883720930232558,6.0,0.16745283018867924,0.5011820330969267,0.3333333333333333,0.16548463356973994,100051.0,5290.0,2372.0,2150.0,46.1,2.4,0.7641509433962265,0.14858490566037735,0.08726415094339622,21.3,48998.0,0.5973715651135006,33.6,28.0,43.51320321469575,5.660377358490567,1.1820330969267139,5.188679245283019,10.5
E9H,0.9568627450980393,0.0,0.023529411764705882,0.0196078431372549,6.0,0.13108614232209737,0.5977443609022557,0.2932330827067669,0.10902255639097744,89864.0,3041.0,1415.0,1281.0,50.1,2.3,0.8984962406015038,0.10150375939849623,0.0,19.4,49451.0,0.5791505791505791,36.0,34.1,47.755834829443444,4.40771349862259,0.7490636704119851,4.119850187265917,10.1
G0A,0.7577141275771413,0.0002767400027674,0.22720354227203543,0.014805590148055901,6.5,0.06119340994046795,0.5232622542232068,0.21240653558571032,0.2643312101910828,240476.0,86140.0,43053.0,36136.0,43.5,2.3,0.8115741381697356,0.18731828879966772,0.001107573030596705,8.7,69664.0,1.4030423866489439,15.7,5.0,34.480255516840884,18.341463414634145,0.19382528035442337,1.3706216253634222,10.5
G0C,0.7949017773620206,0.0004677268475210477,0.18381665107577175,0.020813844714686624,6.2,0.10194061257891045,0.657470189385083,0.23053542202478372,0.11199438859013328,149657.0,47114.0,23744.0,21386.0,52.0,2.2,0.7381342062193126,0.25555295768061725,0.006312836100070143,17.3,50398.0,0.638814360546825,29.4,16.1,47.21078247847249,12.180666257919476,0.16366612111292964,1.986909770920991,8.3
G0E,0.8631346578366446,0.0,0.1280353200883002,0.008830022075055188,6.5,0.08849557522123894,0.7836644591611479,0.152317880794702,0.0640176600441501,89896.0,4773.0,3066.0,2263.0,56.4,2.1,0.844789356984479,0.15521064301552107,0.0,20.9,45491.0,0.3654080389768575,34.1,21.7,49.94026284348865,11.72962226640159,0.44150110375275936,1.1061946902654867,11.3
G0G,0.7448763250883392,0.03250883392226148,0.16042402826855123,0.06219081272084806,6.2,0.14919071076706544,0.5575842696629213,0.25280898876404495,0.1896067415730337,125087.0,17665.0,9023.0,7073.0,41.6,2.5,0.6903589021815623,0.17733990147783252,0.13230119634060522,6.6,79744.0,1.968647466277798,17.1,17.1,34.340949033391915,9.845077461269366,1.969057665260197,4.0787623066104075,6.3
G0H,0.8478260869565217,0.0010869565217391304,0.10108695652173913,0.05,6.1,0.13048245614035087,0.6254107338444688,0.27710843373493976,0.09748083242059145,100307.0,10540.0,5245.0,4604.0,48.1,2.3,0.8017524644030668,0.11610076670317634,0.08214676889375684,12.2,54443.0,0.5284791544333529,23.5,16.3,50.05630630630631,5.9024807527801535,0.43859649122807015,2.631578947368421,8.6
G0J,0.8384930995897053,0.0007459903021260724,0.14919806042521447,0.011562849682954122,6.4,0.10966057441253264,0.7220149253731343,0.19776119402985073,0.08022388059701492,100089.0,29251.0,16484.0,13404.0,52.6,2.1,0.8100746268656717,0.18992537313432836,0.0,21.0,46158.0,0.2316764953664701,30.4,15.4,47.45658835546476,7.908496732026143,0.1492537313432836,0.9328358208955223,11.2
G0K,0.8351115421920465,0.0009699321047526673,0.1367604267701261,0.027158098933074686,6.6,0.0909970958373669,0.6460348162475822,0.21663442940038685,0.13733075435203096,149943.0,11587.0,6569.0,5152.0,47.1,2.2,0.8402710551790901,0.15972894482090996,0.0,14.3,55068.0,0.5379236148466917,22.5,9.9,39.34942287513116,14.172604908946951,0.3872216844143272,1.6472868217054266,10.8
G0L,0.7996153846153846,0.0003846153846153846,0.18365384615384617,0.016346153846153847,6.5,0.08381391772395233,0.710248029225149,0.19303980003845414,0.09671217073639685,139685.0,59524.0,31620.0,25998.0,50.3,2.2,0.8019611613151317,0.1980388386848683,0.0,14.7,53501.0,0.6431207169214549,22.9,8.7,41.04970096927201,12.176165803108809,0.1922337562475971,1.0767160161507403,9.4
G0M,0.8391045820216859,0.0,0.1559986009094089,0.004896817068905212,6.5,0.06736842105263158,0.6294736842105263,0.23789473684210527,0.13263157894736843,125370.0,34021.0,16488.0,14297.0,44.7,2.3,0.8143859649122807,0.1856140350877193,0.0,12.2,55755.0,0.6720179204778794,19.7,4.8,34.26367976496511,7.564211120519333,0.2807017543859649,1.263157894736842,8.7
G0N,0.8459335624284078,0.0,0.14490263459335626,0.009163802978235968,6.3,0.06609195402298851,0.6683908045977012,0.2028735632183908,0.12873563218390804,134871.0,19489.0,10930.0,8728.0,50.0,2.2,0.8264367816091954,0.1735632183908046,0.0,15.3,52079.0,0.6291286568103177,22.7,5.2,40.94827586206897,8.876629889669008,0.28752156411730884,1.380103507763082,9.0
G0P,0.9172535211267606,0.0,0.0721830985915493,0.01056338028169014,6.5,0.08566433566433566,0.6223776223776224,0.1958041958041958,0.18181818181818182,150471.0,6816.0,3350.0,2841.0,45.2,2.4,0.8566433566433567,0.14335664335664336,0.0,16.1,55070.0,0.46040515653775327,21.0,5.4,32.79424977538185,9.274193548387096,0.34965034965034963,2.2687609075043627,13.1
G0R,0.7908380194760664,0.0001371553970648745,0.19887532574406802,0.010149499382800714,6.3,0.07241804965025374,0.6615933086521322,0.19648978472507883,0.14191690662278897,150283.0,83573.0,43268.0,36455.0,48.8,2.2,0.7874091345494445,0.21259086545055547,0.0,13.0,55721.0,0.6068779501011463,20.4,5.2,37.945739283876186,10.855070768510936,0.274310794129749,1.3439385628085574,9.5
G0S,0.7915257254762329,0.0,0.19939469467687376,0.00907957984689336,6.5,0.0641025641025641,0.5689102564102564,0.19907407407407407,0.23201566951566951,179976.0,68020.0,30523.0,28081.0,41.5,2.4,0.8041310541310541,0.19586894586894588,0.0,10.1,62173.0,0.6425399225172447,18.3,4.5,30.41782729805014,11.434135484768396,0.19586894586894588,1.3532763532763532,9.1
G0T,0.7878068091844814,0.0,0.2042755344418052,0.00791765637371338,6.2,0.09162717219589257,0.6669297553275454,0.23046566692975531,0.1026045777426993,125260.0,14063.0,7725.0,6323.0,51.7,2.2,0.7883096366508688,0.2093206951026856,0.002369668246445498,15.3,54647.0,0.6866952789699571,24.9,17.2,44.93058477071939,8.322237017310254,0.23696682464454977,1.5007898894154819,9.0
G0V,0.7940379403794038,0.0,0.1991869918699187,0.006775067750677507,6.5,0.07201086956521739,0.5492192803801765,0.2328581126951799,0.21792260692464357,179318.0,17614.0,9945.0,7386.0,44.1,2.4,0.8158967391304348,0.18410326086956522,0.0,11.3,64632.0,0.9691313711414214,19.6,10.4,39.93743482794578,11.191335740072201,0.2717391304347826,0.6793478260869565,9.3
G0W,0.7781293952180028,0.0024613220815752463,0.20780590717299577,0.011603375527426161,6.4,0.11173576950105411,0.5379479971890373,0.2821503865073788,0.17990161630358398,139501.0,36076.0,17743.0,14226.0,41.3,2.5,0.7529866479269149,0.17884750527055515,0.06816584680252986,13.0,60446.0,0.6004366812227074,22.1,13.3,41.85029730675061,8.784501061571124,1.8622628250175683,3.197470133520731,10.8
G0X,0.8411877394636015,0.0,0.15095785440613027,0.007854406130268199,6.3,0.08546187824082965,0.6292242703533026,0.21582181259600614,0.15495391705069125,149585.0,58779.0,32162.0,26101.0,49.1,2.2,0.8142884578452084,0.17514883810255424,0.010562704052237373,15.5,53614.0,0.7516409062036841,21.9,8.4,42.820167719225594,11.99616122840691,0.28812908182865926,1.7095658855167113,10.6
