FSA,pct_single_detached,pct_highrise,pct_other_attached,pct_movable,avg_rooms,pct_major_repair,pct_pre_1980,pct_1981_2000,pct_post_2001,median_home_value,pop_2016,num_dwellings,occ_dwellings,median_age,avg_household_size,pct_owned,pct_rented,pct_band,pct_low_income,med_income,pct_high_income,pct_govt_transfers,unemployment_rate,pct_non_laborer,pct_bachelor_plus,pct_overcrowded,pct_unsuitable_housing,pct_housing_poor_owners
A0N,0.9380392156862745,0.0,0.05254901960784314,0.009411764705882352,6.6,0.11559778305621536,0.5794466403162055,0.3138339920948617,0.1067193675889328,100348.0,13815.0,8027.0,6370.0,53.2,2.1,0.8473101265822784,0.15268987341772153,0.0,29.9,42787.0,0.6068487212830517,33.1,29.6,56.023343059608166,6.873315363881402,0.31645569620253167,1.8196202531645569,11.9
A0P,0.7740899357601713,0.0,0.22376873661670235,0.0021413276231263384,6.3,0.14331550802139037,0.3426124197002141,0.354389721627409,0.3029978586723769,260048.0,13721.0,5123.0,4677.0,34.5,2.9,0.6224598930481283,0.2887700534759358,0.08877005347593583,10.6,99631.0,2.770905492330529,10.7,14.7,32.52380952380952,13.703208556149733,5.240641711229946,9.197860962566844,6.4
A0R,0.5618556701030928,0.0,0.41237113402061853,0.02577319587628866,7.0,0.04639175257731959,0.7668393782383419,0.05699481865284974,0.17616580310880828,239708.0,2543.0,1293.0,966.0,35.4,2.6,0.6113989637305699,0.38860103626943004,0.0,2.8,130048.0,6.084656084656085,5.9,8.9,26.700251889168765,11.186440677966102,0.0,1.0309278350515463,8.4
A1A,0.5578822599762939,0.0150138285262742,0.42670881074674044,0.0003951007506914263,7.1,0.03157063930544594,0.47418210484824597,0.2668506109578242,0.25896728419392984,341922.0,30382.0,13545.0,12663.0,42.7,2.4,0.6823204419889503,0.31767955801104975,0.0,11.0,83560.0,5.659987605866556,9.0,8.3,36.177813058146455,43.10868245294475,0.5919494869771112,1.617995264404104,11.7
A1B,0.34508670520231216,0.013294797687861272,0.6416184971098265,0.0,6.5,0.047674418604651166,0.5534883720930233,0.17209302325581396,0.2744186046511628,349459.0,19867.0,10051.0,8653.0,33.0,2.2,0.5014543339150669,0.4985456660849331,0.0,23.3,61043.0,4.1208791208791204,9.9,11.7,37.28813559322034,41.61041465766635,0.9889470622454914,3.2577079697498545,18.1
A1C,0.2393493415956623,0.0023237800154918666,0.7575522850503486,0.000774593338497289,5.7,0.09264931087289434,0.8264525993883792,0.09403669724770643,0.07951070336391437,250564.0,12712.0,7438.0,6453.0,39.1,1.9,0.5137825421133231,0.48621745788667686,0.0,24.3,52608.0,3.0677655677655675,12.2,10.3,35.64835164835165,40.34021871202916,0.5359877488514548,2.218821729150727,17.7
A1E,0.35273017138302115,0.017138302112395375,0.6301315265045835,0.0,6.5,0.047016989332279734,0.5861660079051383,0.3067193675889328,0.10711462450592886,299259.0,27115.0,13704.0,12553.0,45.1,2.1,0.5807981035163967,0.41920189648360334,0.0,17.1,61758.0,2.4315443592552026,14.0,8.7,39.568345323741006,28.543752018082014,0.4741209008297116,2.3706045041485577,15.1
A1G,0.48088531187122735,0.002012072434607646,0.5171026156941649,0.0,6.7,0.030364372469635626,0.4596774193548387,0.25,0.2903225806451613,300271.0,5777.0,2646.0,2483.0,41.3,2.3,0.7131313131313132,0.2868686868686869,0.0,10.4,73927.0,2.2340425531914896,12.0,8.6,32.67634854771784,22.451994091580502,0.0,2.2267206477732793,19.4
A1H,0.5904522613065326,0.0,0.4020100502512563,0.007537688442211055,7.5,0.005012531328320802,0.0,0.08,0.92,425756.0,5493.0,2102.0,1984.0,36.1,2.8,0.85,0.15,0.0,3.7,129792.0,8.635794743429287,5.0,4.1,24.910607866507746,43.72019077901431,0.0,1.0,10.0
A1K,0.8511837655016911,0.0011273957158962795,0.14656144306651633,0.0011273957158962795,7.7,0.03824521934758155,0.29504504504504503,0.3108108108108108,0.39414414414414417,349599.0,12253.0,4646.0,4438.0,40.0,2.7,0.8627671541057368,0.1372328458942632,0.0,6.2,105612.0,5.63230605738576,8.2,8.3,30.575539568345324,26.441631504922647,0.0,0.7874015748031495,11.6
A1L,0.6699875466998755,0.0,0.3300124533001245,0.0,7.3,0.023024268823895456,0.12266500622665007,0.25840597758405975,0.6189290161892902,349571.0,21376.0,8659.0,8035.0,35.7,2.6,0.8069738480697385,0.1930261519302615,0.0,5.7,107512.0,4.989086373557843,7.0,6.9,24.64597770412775,26.74007078254031,0.12453300124533001,1.057871810827629,11.8
A1M,0.8966666666666666,0.0,0.10166666666666667,0.0016666666666666668,7.6,0.06030150753768844,0.304857621440536,0.31825795644891125,0.3768844221105528,370858.0,8058.0,3181.0,2996.0,41.3,2.7,0.8795986622073578,0.12040133779264214,0.0,6.8,107194.0,6.270096463022508,8.2,8.0,31.148804934464145,30.30949839914621,0.33500837520938026,1.507537688442211,12.6
A1N,0.45393024466423737,0.0005205622071837585,0.5455491931285789,0.0,7.2,0.03800104112441437,0.4528400208441897,0.416362688900469,0.13079729025534131,299337.0,22957.0,10381.0,9605.0,44.5,2.4,0.7244791666666667,0.2755208333333333,0.0,9.0,78232.0,2.4237685691946833,11.7,7.7,35.23929471032746,21.0188679245283,0.2602811035918792,1.4575741801145237,13.7
A1S,0.702819956616052,0.0,0.2603036876355748,0.0368763557483731,7.5,0.0449438202247191,0.3550561797752809,0.38202247191011235,0.26292134831460673,300542.0,6142.0,2374.0,2304.0,42.6,2.6,0.8183856502242153,0.18161434977578475,0.0,9.3,87723.0,2.727272727272727,12.0,6.4,33.367139959432045,13.80813953488372,0.4484304932735426,1.5730337078651686,11.4
A1V,0.6496424923391215,0.0040858018386108275,0.3452502553626149,0.0010214504596527069,6.9,0.04805725971370143,0.5515832482124617,0.20326864147088866,0.24514811031664965,250197.0,11698.0,5172.0,4892.0,43.2,2.3,0.6595092024539877,0.34049079754601225,0.0,12.1,72896.0,3.685636856368564,12.7,10.0,37.355110642781874,19.309262166405023,0.0,1.329243353783231,8.1
A1W,0.7540983606557377,0.0,0.2459016393442623,0.0,7.5,0.020905923344947737,0.2930232558139535,0.3941860465116279,0.3127906976744186,313797.0,11209.0,4549.0,4269.0,42.3,2.6,0.8199767711962834,0.1800232288037166,0.0,7.0,94620.0,4.0,9.6,9.6,31.980519480519483,21.695178849144632,0.23228803716608595,1.1627906976744187,12.2
A1X,0.784452296819788,0.0,0.21554770318021202,0.0,7.2,0.032830523513753325,0.2987588652482269,0.2845744680851064,0.4166666666666667,299911.0,15003.0,6007.0,5668.0,40.3,2.6,0.8315602836879432,0.16843971631205673,0.0,8.9,86989.0,2.6166593981683386,11.9,9.1,32.6530612244898,15.493790656416323,0.0,1.3297872340425532,12.8
A1Y,0.8663793103448276,0.0,0.1336206896551724,0.0,6.7,0.07526881720430108,0.5364806866952789,0.26824034334763946,0.19527896995708155,198770.0,5669.0,2627.0,2321.0,49.4,2.3,0.8086021505376344,0.1913978494623656,0.0,16.3,60448.0,2.555555555555556,20.8,18.6,42.43386243386244,12.0,0.0,1.935483870967742,11.2
A2A,0.6310679611650486,0.0,0.36771844660194175,0.0012135922330097086,7.2,0.06396063960639606,0.5852760736196319,0.20736196319018405,0.20736196319018405,200458.0,9610.0,4345.0,4118.0,46.2,2.3,0.7023370233702337,0.2976629766297663,0.0,14.2,67533.0,2.4804177545691903,15.7,14.8,42.4968474148802,21.648460774577956,0.24600246002460024,1.2285012285012284,8.6
A2B,0.6713615023474179,0.002347417840375587,0.32629107981220656,0.0,6.5,0.09601873536299765,0.6338028169014085,0.21830985915492956,0.14788732394366197,150292.0,4909.0,2740.0,2127.0,49.0,2.2,0.6378504672897196,0.3621495327102804,0.0,22.1,50341.0,0.7537688442211055,24.3,20.0,47.008547008547005,6.7164179104477615,0.0,1.873536299765808,10.6
A2H,0.6959038290293855,0.0004452359750667854,0.2947462154942119,0.008904719501335707,6.8,0.05756358768406961,0.6164139161462979,0.2256913470115968,0.15789473684210525,224335.0,26092.0,12628.0,11227.0,47.0,2.3,0.6801962533452275,0.3198037466547725,0.0,15.2,62056.0,1.676109537299339,17.5,13.0,41.87214611872146,20.5988455988456,0.22301516503122212,1.9179304192685103,11.0
A2N,0.6205191594561187,0.027194066749072928,0.3411619283065513,0.011124845488257108,6.6,0.0687960687960688,0.6236162361623616,0.22140221402214022,0.15498154981549817,200650.0,8904.0,4348.0,4048.0,49.0,2.2,0.6125461254612546,0.3874538745387454,0.0,25.3,49963.0,1.6072676450034942,22.0,17.9,48.2415394824154,15.618448637316561,0.0,0.984009840098401,9.5
A2V,0.5255102040816326,0.01870748299319728,0.37244897959183676,0.08333333333333333,6.7,0.05326460481099656,0.8664383561643836,0.039383561643835614,0.09417808219178082,250755.0,7288.0,3500.0,2933.0,37.4,2.5,0.7873070325900514,0.21269296740994853,0.0,5.2,125483.0,6.111603188662533,5.9,8.6,28.74251497005988,14.656144306651633,0.0,1.2006861063464835,3.9
A5A,0.7838660578386606,0.0,0.2100456621004566,0.0060882800608828,7.1,0.06726457399103139,0.4176646706586826,0.3083832335329341,0.27395209580838326,229883.0,8111.0,3830.0,3284.0,43.4,2.4,0.7458893871449925,0.25411061285500747,0.0,12.7,69589.0,3.213166144200627,14.9,12.1,37.925925925925924,16.64779161947905,0.29895366218236175,1.4947683109118086,7.4
A8A,0.8269230769230769,0.0,0.1520979020979021,0.02097902097902098,6.9,0.07005253940455342,0.48336252189141854,0.2504378283712785,0.266199649737303,200155.0,6901.0,4041.0,2865.0,49.2,2.4,0.7740805604203153,0.22591943957968477,0.0,17.3,60902.0,1.9486271036315321,21.8,22.0,44.70284237726098,10.092961487383798,0.0,1.5761821366024518,14.3
B0C,0.9051724137931034,0.0,0.034482758620689655,0.0603448275862069,6.3,0.08658008658008658,0.5869565217391305,0.2782608695652174,0.13478260869565217,139789.0,2649.0,1689.0,1161.0,50.4,2.2,0.8869565217391304,0.11304347826086956,0.0,15.2,56597.0,0.6960556844547563,32.0,33.3,37.97752808988764,10.687022900763358,0.0,2.1645021645021645,9.4
B0E,0.8521970705725699,0.0004438526409232135,0.08655126498002663,0.06080781180648025,6.5,0.10706352732119058,0.6127886323268206,0.24955595026642985,0.13765541740674955,139303.0,25881.0,14997.0,11258.0,52.1,2.2,0.8095026642984015,0.14653641207815277,0.04396092362344583,16.4,55125.0,1.1390602752728998,24.6,18.2,45.32967032967033,15.545060999606456,0.3996447602131439,3.108348134991119,9.5
B0H,0.8424657534246576,0.0,0.03995433789954338,0.11757990867579908,6.5,0.11717861205915814,0.5820045558086561,0.26993166287015946,0.1480637813211845,107856.0,9953.0,5827.0,4388.0,51.7,2.3,0.8545454545454545,0.12045454545454545,0.025,18.7,55040.0,1.2844036697247707,23.6,16.9,46.35447540011855,13.359920239282152,0.0,1.3636363636363635,10.1
B0J,0.8870694522868436,0.0,0.07622811970638058,0.03670242800677583,6.6,0.1018202502844141,0.6199146514935988,0.24665718349928875,0.13342816500711238,199910.0,39302.0,23591.0,17707.0,51.8,2.2,0.8304409672830726,0.16671408250355618,0.002844950213371266,17.1,57705.0,1.3694414525311587,18.6,9.8,43.74812593703148,17.526277193840137,0.25604551920341395,1.7354196301564724,13.2
B0K,0.8095087163232964,0.0003169572107765452,0.1318541996830428,0.05832012678288431,6.5,0.12042051608792609,0.6346828179789608,0.224418233981511,0.1408989480395282,139366.0,35895.0,20689.0,15775.0,49.7,2.2,0.7920382165605095,0.19904458598726116,0.008917197452229299,18.9,55522.0,1.1109182433605278,20.0,12.4,43.84228187919463,15.487938596491228,0.3504300732717426,2.548582351067219,11.8
B0L,0.919431279620853,0.0,0.04265402843601896,0.037914691943127965,6.4,0.15714285714285714,0.7142857142857143,0.19523809523809524,0.09047619047619047,89755.0,2364.0,1657.0,1056.0,52.3,2.2,0.9047619047619048,0.09523809523809523,0.0,20.7,51371.0,0.5012531328320802,24.9,14.5,52.567237163814184,9.12863070539419,0.9523809523809524,3.349282296650718,13.0
B0M,0.8635761589403973,0.0,0.08940397350993377,0.04701986754966887,6.6,0.12956810631229235,0.6954787234042553,0.22539893617021275,0.07912234042553191,100249.0,16997.0,9995.0,7548.0,49.9,2.2,0.8283433133732535,0.17165668662674652,0.0,22.7,50082.0,0.6535947712418301,21.8,11.9,44.93160294633462,11.560693641618498,0.2656042496679947,2.3240371845949537,11.9
B0N,0.8312312312312312,0.0006006006006006006,0.0966966966966967,0.07147147147147147,6.7,0.11739915713425647,0.5743527995183624,0.27874774232390126,0.1468994581577363,174291.0,39559.0,19157.0,16644.0,46.7,2.3,0.8080048149262714,0.17514294312368342,0.01685224195004514,17.7,59691.0,0.7677543186180422,17.9,9.2,40.128755364806864,13.9943741209564,0.45153521974714034,2.3780854906682722,13.2
B0P,0.8283096926713948,0.0002955082742316785,0.13977541371158392,0.031619385342789595,7.0,0.09985272459499264,0.5378497790868925,0.30486008836524303,0.1572901325478645,184391.0,40417.0,18766.0,16913.0,46.6,2.4,0.7664212076583211,0.2300441826215022,0.0035346097201767305,17.3,59980.0,0.9061084205592876,16.9,9.1,40.33092037228542,17.618040873854827,0.14727540500736377,1.826215022091311,12.7
B0R,0.9416195856873822,0.0,0.032015065913371,0.026365348399246705,6.8,0.13549618320610687,0.6901140684410646,0.22053231939163498,0.08935361216730038,150114.0,5779.0,3771.0,2656.0,54.3,2.2,0.9047619047619048,0.09523809523809523,0.0,23.2,51237.0,0.8154943934760449,22.1,8.5,50.99206349206349,11.686143572621036,0.38095238095238093,1.5238095238095237,11.5
B0S,0.8466373350094281,0.0,0.14079195474544312,0.01257071024512885,6.8,0.13753943217665615,0.7162673392181589,0.2005044136191677,0.0832282471626734,145325.0,17212.0,9892.0,7954.0,53.5,2.1,0.7848580441640378,0.2082018927444795,0.00694006309148265,26.4,46305.0,0.6360424028268552,23.7,13.9,48.15321477428181,14.09356725146199,0.5681818181818182,2.3343848580441637,13.9
B0T,0.8537490720118782,0.0,0.09725315515961395,0.04899777282850779,6.6,0.13864306784660768,0.7390983000739099,0.19216555801921656,0.06873614190687362,129953.0,14607.0,9029.0,6737.0,52.9,2.1,0.7927728613569321,0.20353982300884957,0.003687315634218289,24.5,48407.0,1.1221945137157108,23.9,12.7,48.994082840236686,11.63251817580965,0.14749262536873156,2.433628318584071,11.7
B0V,0.7858439201451906,0.0,0.19056261343012704,0.023593466424682397,6.5,0.13123844731977818,0.725925925925926,0.18888888888888888,0.08518518518518518,119972.0,5809.0,3253.0,2758.0,51.6,2.1,0.6931608133086876,0.3068391866913124,0.0,27.4,43776.0,0.9394572025052191,24.9,17.0,44.501541623843785,12.5,0.36968576709796674,2.4029574861367835,13.6
B0W,0.9364089775561097,0.0,0.043640897755610975,0.0199501246882793,7.0,0.1026600166251039,0.6601578728707935,0.271292064810968,0.06855006231823847,125060.0,26951.0,14465.0,12029.0,50.3,2.2,0.8715176715176716,0.1284823284823285,0.0,16.7,58417.0,1.2362030905077264,20.7,11.3,39.866609294320135,12.307692307692308,0.24937655860349126,1.7456359102244388,8.7
B1A,0.6971631205673758,0.0,0.29929078014184396,0.0035460992907801418,6.3,0.11331444759206799,0.7462897526501767,0.16890459363957597,0.08480565371024736,109867.0,15937.0,7593.0,7051.0,49.2,2.2,0.6841359773371105,0.31586402266288954,0.0,24.5,47659.0,0.8527131782945736,27.5,19.1,49.29629629629629,14.087061668681983,0.28328611898017,3.8924274593064405,11.6
B1B,0.8468468468468469,0.0,0.04504504504504504,0.10810810810810811,6.5,0.1388888888888889,0.6574074074074074,0.24074074074074073,0.10185185185185185,100074.0,1196.0,643.0,550.0,54.6,2.2,0.8796296296296297,0.12037037037037036,0.0,15.5,56491.0,0.9569377990430622,26.7,22.3,51.41509433962265,13.709677419354838,0.0,0.0,12.6
B1C,0.8986486486486487,0.0,0.033783783783783786,0.06756756756756757,6.7,0.08609271523178808,0.7218543046357616,0.23178807947019867,0.046357615894039736,100073.0,1654.0,859.0,738.0,54.0,2.2,0.881578947368421,0.11842105263157894,0.0,12.7,65536.0,1.384083044982699,28.6,37.4,42.76729559748428,13.259668508287293,0.0,2.631578947368421,5.2
B1E,0.8333333333333334,0.0,0.13768115942028986,0.028985507246376812,6.7,0.14814814814814814,0.7426470588235294,0.16176470588235295,0.09558823529411764,114967.0,1564.0,729.0,682.0,48.8,2.3,0.7720588235294118,0.22794117647058823,0.0,19.5,52608.0,0.7751937984496124,26.4,19.4,51.26353790613718,15.09433962264151,1.4814814814814816,2.9629629629629632,12.4
B1G,0.6863905325443787,0.0,0.25443786982248523,0.05917159763313609,6.5,0.1242603550295858,0.6666666666666666,0.22023809523809523,0.1130952380952381,99266.0,1867.0,898.0,843.0,51.4,2.2,0.7142857142857143,0.2857142857142857,0.0,21.7,48192.0,0.6349206349206349,28.2,16.9,52.59938837920489,10.638297872340425,0.0,2.366863905325444,10.1
B1H,0.7494172494172494,0.0,0.23076923076923078,0.019813519813519812,6.3,0.10981308411214953,0.6950934579439252,0.2371495327102804,0.06775700934579439,100043.0,9642.0,4539.0,4296.0,50.7,2.2,0.7476635514018691,0.2523364485981308,0.0,21.5,49499.0,0.6265664160401002,29.3,18.5,52.75590551181102,13.0859375,0.23364485981308408,3.6214953271028034,13.0
B1J,0.8958333333333334,0.0,0.020833333333333332,0.08333333333333333,6.9,0.05102040816326531,0.594059405940594,0.2871287128712871,0.1188118811881188,199967.0,969.0,707.0,479.0,58.7,2.0,0.8969072164948454,0.10309278350515463,0.0,11.9,64640.0,2.312138728323699,19.3,23.6,51.87165775401069,22.22222222222222,0.0,0.0,5.7
B1K,0.9467680608365019,0.0,0.022813688212927757,0.030418250950570342,6.9,0.09022556390977443,0.5263157894736842,0.3007518796992481,0.17293233082706766,185296.0,3049.0,1951.0,1321.0,52.2,2.3,0.9360902255639098,0.06390977443609022,0.0,10.7,69230.0,1.937984496124031,19.2,19.4,43.86973180076628,24.050632911392405,0.0,0.0,9.8
B1L,0.8403990024937655,0.0,0.029925187032418952,0.12967581047381546,7.0,0.062034739454094295,0.5049751243781094,0.38308457711442784,0.11194029850746269,182637.0,4905.0,2086.0,2007.0,49.2,2.4,0.9106699751861043,0.08933002481389578,0.0,7.8,75975.0,1.5990159901599015,16.2,10.2,39.62040332147094,28.971962616822427,0.0,1.7369727047146404,7.4
B1M,0.875,0.0,0.041666666666666664,0.08333333333333333,7.1,0.04081632653061224,0.43,0.43,0.14,199726.0,1130.0,534.0,476.0,50.3,2.3,0.9191919191919192,0.08080808080808081,0.0,10.3,83627.0,1.0416666666666665,16.1,12.7,38.53658536585366,27.536231884057973,0.0,0.0,9.9
B1N,0.7586206896551724,0.0,0.22718052738336714,0.014198782961460446,6.3,0.09292929292929293,0.8279352226720648,0.12348178137651822,0.048582995951417005,99991.0,5705.0,2640.0,2465.0,47.1,2.3,0.6888888888888889,0.3111111111111111,0.0,25.0,46624.0,0.437636761487965,27.5,19.4,46.1139896373057,10.561056105610561,0.0,3.4343434343434343,13.6
B1P,0.5772893772893772,0.01978021978021978,0.389010989010989,0.01391941391941392,5.9,0.10051357300073367,0.7945707997065297,0.13646368305209097,0.06896551724137931,140245.0,14296.0,7456.0,6820.0,46.8,2.1,0.5553925165077036,0.4446074834922964,0.0,25.0,45926.0,0.7633587786259541,23.1,15.6,44.850225687320474,22.26666666666667,0.36683785766691124,3.44574780058651,15.3
B1R,0.8638888888888889,0.0,0.1361111111111111,0.0,7.2,0.08333333333333333,0.6398891966759003,0.2299168975069252,0.13019390581717452,179790.0,4318.0,1850.0,1799.0,46.1,2.4,0.8282548476454293,0.17174515235457063,0.0,9.5,73664.0,1.276595744680851,16.0,12.9,40.65484311050477,28.00875273522976,0.0,1.9444444444444444,8.1
B1S,0.6600846262341326,0.021156558533145273,0.31875881523272215,0.0,6.6,0.08498583569405099,0.6274787535410765,0.24645892351274787,0.12606232294617564,190051.0,8548.0,3832.0,3541.0,51.1,2.2,0.6152758132956153,0.33946251768033947,0.04526166902404526,14.5,57842.0,2.272727272727273,17.1,12.7,45.0,33.546734955185656,0.28328611898017,2.1246458923512748,11.0
B1T,1.0,0.0,0.0,0.0,6.9,0.09375,0.42424242424242425,0.45454545454545453,0.12121212121212122,160195.0,354.0,315.0,175.0,58.6,2.0,0.9354838709677419,0.06451612903225806,0.0,12.7,56768.0,1.5873015873015872,22.8,25.0,55.55555555555556,16.129032258064516,6.451612903225806,0.0,10.0
B1V,0.7292418772563177,0.0,0.2003610108303249,0.0703971119133574,6.3,0.10251798561151079,0.6953405017921147,0.21863799283154123,0.08602150537634409,99932.0,6311.0,2942.0,2770.0,48.6,2.2,0.7176258992805755,0.2823741007194245,0.0,24.0,48213.0,0.5923000987166831,28.5,20.6,49.953227315247894,11.585365853658537,0.539568345323741,3.776978417266187,13.0
B1W,0.7452830188679245,0.0,0.23113207547169812,0.02358490566037736,5.5,0.2783018867924528,0.2383177570093458,0.3691588785046729,0.3925233644859813,,3422.0,1114.0,1059.0,23.5,3.2,0.2037914691943128,0.24644549763033174,0.5497630331753555,,23317.0,0.24875621890547264,31.7,24.7,61.135371179039296,18.40277777777778,7.547169811320755,14.622641509433961,0.0
B1X,0.9324324324324325,0.0,0.02702702702702703,0.04054054054054054,7.4,0.12987012987012986,0.4666666666666667,0.3333333333333333,0.2,199808.0,843.0,593.0,366.0,52.3,2.3,0.9473684210526315,0.05263157894736842,0.0,11.9,67584.0,2.857142857142857,20.5,18.9,41.935483870967744,21.50537634408602,0.0,0.0,8.3
B1Y,0.863905325443787,0.0,0.06903353057199212,0.0670611439842209,6.4,0.0873015873015873,0.5833333333333334,0.28174603174603174,0.1349206349206349,150192.0,5885.0,2836.0,2535.0,51.1,2.3,0.852882703777336,0.147117296222664,0.0,15.3,63982.0,1.119023397761953,23.4,21.9,44.76003917727718,12.0,0.7952286282306162,2.783300198807157,9.6
B2A,0.7424892703862661,0.0,0.24034334763948498,0.017167381974248927,6.4,0.12303290414878398,0.7722063037249284,0.166189111747851,0.06160458452722063,125399.0,8017.0,3713.0,3497.0,51.4,2.2,0.7357142857142858,0.2642857142857143,0.0,20.0,52437.0,0.7668711656441718,25.8,15.5,46.89807976366322,14.233576642335766,0.5714285714285714,3.862660944206009,11.4
B2C,0.8518518518518519,0.0,0.1111111111111111,0.037037037037037035,7.0,0.15384615384615385,0.42857142857142855,0.39285714285714285,0.17857142857142858,120257.0,290.0,231.0,139.0,56.1,2.0,0.9230769230769231,0.07692307692307693,0.0,17.5,52928.0,2.0,21.5,31.2,40.38461538461539,7.6923076923076925,0.0,7.6923076923076925,0.0
B2E,0.8333333333333334,0.0,0.16666666666666666,0.0,6.0,0.4,0.6666666666666666,0.0,0.3333333333333333,,41.0,139.0,26.0,63.2,1.8,1.0,0.0,0.0,,39040.0,,,0.0,62.5,0.0,0.0,0.0,
B2G,0.639344262295082,0.004098360655737705,0.20573770491803278,0.15081967213114755,6.5,0.060655737704918035,0.45768282662284304,0.32621199671322926,0.2161051766639277,200267.0,14361.0,7542.0,6097.0,45.1,2.3,0.7219031993437244,0.2780968006562756,0.0,13.9,65077.0,1.9188835586567816,15.1,10.8,36.15319865319865,34.05142460041696,0.49180327868852464,2.459016393442623,8.7
B2H,0.691131498470948,0.0007645259938837921,0.27293577981651373,0.035168195718654434,6.4,0.09111617312072894,0.6474164133738601,0.20896656534954408,0.14361702127659576,150159.0,14477.0,7277.0,6540.0,48.9,2.2,0.6772968868640851,0.32270311313591493,0.0,19.8,55637.0,2.070750647109577,16.7,11.2,43.24324324324324,21.386138613861387,0.30372057706909644,2.0516717325227964,10.9
