FSA,mean_uranium,max_uranium
E4B,0.7121285831227022,1.9799972772598267
E4C,0.9769101937611898,1.4432631731033325
E4E,0.9594496213472806,1.3893449306488037
E4G,1.1216844831194197,1.5043163299560547
E4H,0.7404121576353561,1.1123607158660889
E4J,0.9465859153053977,1.2839349508285522
E4K,0.8835702514648438,1.202614665031433
E4L,0.822489906759823,1.3357230424880981
E4M,1.0247999538074841,1.2938945293426514
E4N,,
E4P,0.8737996646336147,1.2659728527069092
E4R,1.0103970766067505,1.2078454494476318
E4S,,
E4T,0.618666394551595,1.4048116207122803
E4V,,
E4W,,
E4X,,
E4Y,0.6049353281656901,0.7398282289505005
E4Z,1.0324346127717392,2.3202455043792725
E5A,1.0510434237393467,1.8816593885421753
E5B,0.7495758350078876,1.3272895812988281
E5C,1.8357371794871795,4.3976640701293945
E5E,0.2873765528202057,0.2873765528202057
E5G,,
E5H,0.9185663111069623,1.4681899547576904
E5J,1.108087886463512,3.541968584060669
E5K,1.7142657873765477,3.9784088134765625
E5L,1.5444664816254552,5.260529518127441
E5M,0.9511349652264569,1.6284825801849365
E5N,1.035501934233166,1.2615604400634766
E5P,1.0858327616815981,1.5663743019104004
E5R,0.7716156581662735,1.1868770122528076
E5S,0.7509038925170899,1.1149564981460571
E5T,0.9727373430805821,1.2912462949752808
E5V,0.4241623083750407,0.9939165711402893
E6A,1.2877865897284613,5.784102916717529
E6B,1.0199923957746053,2.657489538192749
E6C,0.550320053100586,0.9255936145782471
E6E,1.0342960902622769,1.5985159873962402
E6G,1.018929163614909,1.746785044670105
E6H,1.0046747381036931,1.5718109607696533
E6J,1.3135846455891926,1.9979844093322754
E6K,0.9174927502143674,1.7309222221374512
E6L,1.0712671587544103,1.372664451599121
E7A,0.7462660136975741,1.062455177307129
E7B,1.062469711303711,1.1996488571166992
E7C,0.9913495707715678,1.1756054162979126
E7E,0.9486392628062855,1.2045814990997314
E7G,1.0487632580402186,2.102017641067505
E7H,1.0471434959998498,1.3206223249435425
E7J,1.025831413269043,1.185469388961792
E7K,0.8590496063232422,1.136568307876587
E7L,1.04172121823489,1.632082462310791
E7M,0.8661592102050781,1.2163258790969849
E7N,0.847640893398187,1.0576413869857788
E7P,0.9266846974690756,1.2453956604003906
E8A,0.9816421880954649,1.2969893217086792
E8B,1.014175756653743,1.3378368616104126
E8C,,
E8E,1.0283444722493489,1.6023534536361694
E8G,0.9876565372242647,2.1241414546966553
E8J,1.1845781803131104,2.027768611907959
E8K,1.0765675136021204,1.3045397996902466
E8L,0.5282702786581857,0.9500362873077393
E8M,,
E8N,,
E8P,,
E8R,,
E8S,,
E8T,,
E9A,,
E9B,0.7752539027820934,1.1606330871582031
E9C,0.6091526576450893,1.3519054651260376
E9E,1.1621486272912986,2.70656418800354
E9G,0.6271326541900635,0.6271326541900635
E9H,,
G0A,0.5666113460765165,1.2278850078582764
G0C,,
G0E,,
G0G,0.7052009408835369,5.352102756500244
G0H,,
G0J,1.4120979309082031,4.823540687561035
G0K,0.7993202686309815,1.336935043334961
G0L,0.7371076696059283,1.0124871730804443
G0M,0.9143945675085087,1.4103163480758667
G0N,0.7592426300048828,1.0516575574874878
G0P,0.8016590118408203,1.03315269947052
G0R,0.8210333462419181,1.176085352897644
G0S,0.6315308269272503,1.1379015445709229
G0T,,
G0V,,
G0W,,
G0X,0.36124537541316104,0.8431292772293091
G0Y,0.7296488306543849,1.0928765535354614
G0Z,0.43604571320289787,0.8828589916229248
G1B,0.6348950862884521,0.646204948425293
G1C,0.5716384649276733,0.5716384649276733
G1E,0.6818225979804993,0.6818225979804993
G1G,,
G1H,,
G1J,0.6894720196723938,0.6894720196723938
G1K,,
G1L,,
G1M,,
G1N,1.0470061302185059,1.0470061302185059
G1P,1.225974202156067,1.225974202156067
G1R,,
G1S,,
G1T,1.0376352071762085,1.0376352071762085
G1V,,
G1W,,
G1X,0.9892747402191162,0.9892747402191162
G1Y,0.8625239133834839,0.8625239133834839
G2A,0.8472563028335571,0.9700009226799011
G2B,,
G2C,1.3559203147888184,1.3559203147888184
G2E,0.9882471561431885,0.9882471561431885
G2G,0.8205633163452148,0.8700588941574097
G2J,,
G2K,1.0961902141571045,1.0961902141571045
G2L,0.8826048374176025,0.8826048374176025
G2M,0.8887850642204285,0.9235823154449463
G2N,0.9217647314071655,0.9838902950286865
G3A,0.8378489358084542,1.1582252979278564
G3B,0.7417438626289368,0.8518103361129761
G3C,0.7900983174641927,0.9023599028587341
G3E,1.2377417087554932,1.2377417087554932
G3G,0.6323739886283875,0.6323739886283875
G3H,0.38590389490127563,0.6884163022041321
G3J,0.814176082611084,0.8735014200210571
G3K,0.9295502305030823,1.0599465370178223
G3L,0.47700209617614747,0.6960791945457458
G3M,0.639508843421936,0.7190943360328674
G3N,0.6193226405552456,0.8105496764183044
G3Z,,
G4A,,
G4R,,
G4S,,
G4T,,
G4V,,
G4W,,
G4X,,
G4Z,,
G5A,,
G5B,,
G5C,,
G5H,,
G5J,,
G5L,,
G5M,,
G5N,,
G5R,,
G5T,0.8753238254123263,1.0634344816207886
G5V,0.7413172245025634,1.032682180404663
G5X,0.8525622685750326,1.1372007131576538
G5Y,1.0173587799072266,1.2500213384628296
G5Z,1.1747604370117188,1.33560311794281
G6A,,
G6B,0.798700423467727,1.0573557615280151
G6C,0.7481828331947327,0.8409774303436279
G6E,0.8666806902204242,0.9135332107543945
G6G,0.7102241516113281,0.9285948276519775
G6H,0.7940428415934245,0.9100515246391296
G6J,0.5918324788411459,0.8322198390960693
G6K,0.7139289975166321,0.7139289975166321
G6L,0.6076477141607375,0.8623772263526917
G6P,0.7416068911552429,0.7711396217346191
G6R,0.8438714345296224,0.968680202960968
G6S,0.8816614151000977,0.9183692336082458
G6T,0.6702508926391602,0.7551832795143127
G6V,0.7364045143127441,0.8589818477630615
G6W,0.941195011138916,0.941195011138916
G6X,,
G6Z,0.7955228805541992,0.8819639682769775
G7A,0.6581054415021624,0.9168041348457336
G7B,,
G7G,,
G7H,,
G7J,,
G7K,,
G7N,,
G7P,,
G7S,,
G7T,,
G7X,,
G7Y,,
G7Z,,
G8A,,
G8B,,
G8C,,
G8E,,
G8G,,
G8H,,
G8J,,
G8K,,
G8L,,
G8M,,
G8N,,
G8P,,
G8T,0.33763033151626587,0.3378615975379944
G8V,0.22095444798469543,0.2925063967704773
G8W,0.5207207202911377,0.5377870202064514
G8Y,0.5835361480712891,0.6818665862083435
G8Z,0.44009822607040405,0.44009822607040405
G9A,0.3543397784233093,0.39795008301734924
G9B,0.4001703943525042,0.6411718130111694
G9C,,
G9H,0.5361558198928833,0.7907531261444092
G9N,0.35443540414174396,0.4995877742767334
G9P,0.34681932131449383,0.35896432399749756
G9R,0.31766462326049805,0.39187943935394287
G9T,0.34420524324689594,0.4773751199245453
G9X,,
H1A,-0.14248181879520416,-0.14248181879520416
H1B,,
H1C,,
H1E,,
H1G,,
H1H,,
H1J,,
H1K,,
H1L,,
H1M,,
H1N,,
H1P,,
H1R,,
H1S,,
H1T,,
H1V,,
H1W,,
H1X,,
H1Y,-0.36097344756126404,-0.36097344756126404
H1Z,,
H2A,,
H2B,,
H2C,,
H2E,,
H2G,,
H2H,,
H2J,,
H2K,,
H2L,,
H2M,,
H2N,,
H2P,,
H2R,,
H2S,,
H2T,,
H2V,,
H2W,,
H2X,,
H2Y,,
H2Z,,
H3A,,
H3B,,
H3C,1.3818408250808716,1.3818408250808716
H3E,0.2386637181043625,0.2386637181043625
H3G,,
H3H,0.3295213282108307,0.3295213282108307
H3J,,
H3K,,
H3L,,
H3M,,
H3N,,
H3P,,
H3R,,
H3S,,
H3T,,
H3V,,
H3W,,
H3X,,
H3Y,,
H3Z,,
H4A,,
H4B,,
H4C,,
H4E,,
H4G,,
H4H,,
H4J,,
H4K,,
H4L,,
H4M,,
H4N,,
H4P,,
H4R,,
H4S,,
H4T,,
H4V,,
H4W,,
H4X,,
H4Z,,
H5A,,
H7A,,
H7B,,
H7C,,
H7E,,
H7G,,
H7H,,
H7J,,
H7K,,
H7L,,
H7M,,
H7N,,
H7P,,
H7R,,
H7S,,
H7T,,
H7V,,
H7W,,
H7X,,
H7Y,,
H8N,,
H8P,0.26440343260765076,0.6906286478042603
H8R,0.33206096291542053,0.33206096291542053
H8S,,
H8T,,
H8Y,,
H8Z,,
H9A,,
H9B,,
H9C,0.6483198404312134,0.6483198404312134
H9E,0.32577794790267944,0.32577794790267944
H9G,,
H9H,,
H9J,,
H9K,,
H9P,,
H9R,,
H9S,,
H9W,,
H9X,0.1154676228761673,0.12857472896575928
J0A,0.7441134398010956,1.116585373878479
J0B,0.7966874572572793,1.5388450622558594
J0C,0.6757038219555004,1.0213444232940674
J0E,0.882117014917834,1.2123286724090576
J0G,0.9078064968711451,1.2926604747772217
J0H,0.8298795805202694,1.2066898345947266
J0J,0.9532528297573912,2.061504602432251
J0K,0.4767453435152897,1.393363118171692
J0L,1.0136652329388787,1.7158600091934204
J0M,1.4620805505203873,4.652863502502441
J0N,0.5480288158763539,0.7409476041793823
J0P,0.5468436946039614,0.7962560057640076
J0R,0.2130445031558766,0.29207131266593933
J0S,0.7242123585826946,1.4781078100204468
J0T,0.6183059885532041,1.3752042055130005
J0V,0.6360836607037168,1.1365727186203003
J0W,0.6520147486756416,2.301841974258423
J0X,0.5347269828745861,3.761414051055908
J0Y,0.6734689740992305,1.7316656112670898
J0Z,0.4985943451470752,1.6331573724746704
J1A,0.9400238710291245,1.0357340574264526
J1C,0.911834716796875,0.9876940846443176
J1E,,
J1G,1.1515685319900513,1.1515685319900513
J1H,1.0093104839324951,1.112230896949768
J1J,1.0230979919433594,1.0230979919433594
J1K,0.8246775269508362,0.8246775269508362
J1L,0.9762848019599915,1.0139799118041992
J1M,0.906494140625,0.9778575897216797
J1N,0.8845547040303549,1.0581737756729126
J1R,0.99729984998703,1.1782866716384888
J1S,0.7549196590076793,0.8341792821884155
J1T,0.6787878274917603,0.6900549530982971
J1X,0.7249696151069973,0.9621552228927612
J1Z,0.7870701009576971,0.9074801206588745
J2A,0.5462587220328194,0.7052332162857056
J2B,0.6759234837123326,0.7905341982841492
J2C,0.7906765341758728,0.7953256964683533
J2E,,
J2G,0.7864116430282593,0.7864116430282593
J2H,0.9279161294301351,0.9636532664299011
J2J,0.9298737843831381,1.0373706817626953
J2K,0.9150230407714843,1.0247846841812134
J2L,1.084096802605523,1.2435539960861206
J2M,0.9226827621459961,1.0786185264587402
J2N,0.7490408761160714,0.867939829826355
J2R,0.8658738817487445,0.9829044342041016
J2S,0.948888897895813,0.948888897895813
J2T,1.0017585754394531,1.0977389812469482
J2W,1.8170878092447917,2.0045342445373535
J2X,1.3833378156026204,1.6871836185455322
J2Y,1.4547035217285156,1.9473955631256104
J3A,,
J3B,1.1661972999572754,1.408535122871399
J3E,1.03432035446167,1.1800739765167236
J3G,1.3501405715942383,1.5286765098571777
J3H,1.178547978401184,1.4955134391784668
J3L,1.3488381125710227,1.7553517818450928
J3M,1.403054904937744,1.7561216354370117
J3N,1.2252998352050781,1.3831226825714111
J3P,1.00454466683524,1.1889864206314087
J3R,1.371503233909607,1.5154037475585938
J3T,0.6408019595675998,0.8925592303276062
J3V,1.2365779876708984,1.4694123268127441
J3X,1.6238763332366943,3.574894666671753
J3Y,1.21624813079834,1.3556115627288818
J3Z,,
J4B,1.511977481842041,1.6890060901641846
J4G,1.760642647743225,1.760642647743225
J4H,1.0728912353515625,1.0728912353515625
J4J,,
J4K,,
J4L,1.4678767919540405,1.4678767919540405
J4M,,
J4N,1.5209004878997803,1.5209004878997803
J4P,,
J4R,,
J4S,,
J4T,,
J4V,1.3499664068222046,1.3499664068222046
J4W,,
J4X,1.0676645040512085,1.0676645040512085
J4Y,1.9059392213821411,1.9059392213821411
J4Z,1.246415615081787,1.246415615081787
J5A,1.1349074840545654,1.1644301414489746
J5B,1.0996544361114502,1.0996544361114502
J5C,0.5119142532348633,0.5119142532348633
J5J,0.1607149342695872,0.22909511625766754
J5K,0.29526984691619873,0.3684760332107544
J5L,0.2354333996772766,0.2939950227737427
J5M,0.23655830323696136,0.3201388418674469
J5R,1.0753884315490723,1.282143473625183
J5T,0.4389166831970215,0.5303373336791992
J5V,0.38332024216651917,0.47954562306404114
J5W,0.6963353157043457,1.0700900554656982
J5X,0.7567932605743408,0.9097449779510498
J5Y,0.6298379302024841,0.6298379302024841
J5Z,0.8128049373626709,0.8538667559623718
J6A,-0.28685814142227173,0.2870659828186035
J6E,0.7097995281219482,0.9648169875144958
J6J,0.7189604043960571,0.8644731640815735
J6K,1.2157777547836304,1.2157777547836304
J6N,0.640201727549235,1.0075793266296387
J6R,1.1589336395263672,1.174851417541504
J6S,0.6245271137782505,0.7038751244544983
J6T,0.6849002242088318,0.7142035961151123
J6V,,
J6W,,
J6X,,
J6Y,,
J6Z,,
J7A,,
J7B,,
J7C,,
J7E,,
J7G,,
J7H,0.35824790596961975,0.35824790596961975
J7J,0.5224219957987467,0.657137393951416
J7K,,
J7L,,
J7M,,
J7N,0.5331537628173828,0.7553867101669312
J7P,,
J7R,0.588379979133606,0.628690242767334
J7T,0.5824824968973795,0.8001043796539307
J7V,0.37255277633666994,0.7663908004760742
J7W,0.28384003043174744,0.28384003043174744
J7X,0.3390936255455017,0.3390936255455017
J7Y,0.21600030362606049,0.21600030362606049
J7Z,0.2623087763786316,0.30606240034103394
J8A,0.1256651133298874,0.15236236155033112
J8B,0.1709025353193283,0.24332691729068756
J8C,0.34941007874228736,0.44374731183052063
J8E,0.7270098466139573,1.0782883167266846
J8G,0.39501560095584753,0.6099840402603149
J8H,0.23944516615434128,0.30638134479522705
J8L,0.7155485153198242,1.42011559009552
J8M,0.7279350161552429,0.836662769317627
J8N,0.6219397458163175,0.9412246942520142
J8P,0.41616570949554443,0.5807747840881348
J8R,0.8040502071380615,0.8827860355377197
J8T,0.6165973544120789,0.6165973544120789
J8V,0.6192509911277078,0.8206693530082703
J8X,,
J8Y,0.5822576880455017,0.5822576880455017
J8Z,0.6695396304130554,0.6695396304130554
J9A,0.7025755047798157,0.7025755047798157
J9B,1.4451887607574463,2.381188154220581
J9E,0.8306570053100586,1.3087526559829712
J9H,0.9412992596626282,1.0223575830459595
J9J,1.7077034711837769,3.8096113204956055
J9L,0.8729861189679402,1.7561864852905273
J9P,0.4427404141207354,1.216797947883606
J9T,,
J9V,0.7346966862678528,0.8893308043479919
J9X,0.31407442688941956,0.4581536054611206
J9Y,0.5314306259155274,0.7167395949363708
J9Z,,
K0A,0.6896026349374664,1.3413194417953491
K0B,0.5843780224139874,0.8841875791549683
K0C,0.6134823553576441,1.2180860042572021
K0E,0.6736188776352826,1.3397151231765747
K0G,0.6197964928366921,1.9395406246185303
K0H,0.8473823434613609,2.622805118560791
K0J,0.6337622485114532,1.5886682271957397
K0K,0.7755387469035823,2.181699514389038
K0L,0.8803234785858218,5.682341575622559
K0M,0.7149615997963763,2.9600138664245605
K1B,0.46795719861984253,0.46795719861984253
K1C,0.7173547148704529,0.7173547148704529
K1E,0.4741693139076233,0.4741693139076233
K1G,0.595524787902832,0.8578176498413086
K1H,0.9997310638427734,0.9997310638427734
K1J,0.7336568236351013,0.9320023655891418
K1K,,
K1L,,
K1M,0.8004295825958252,0.8004295825958252
K1N,,
K1P,,
K1R,0.9520014524459839,0.9520014524459839
K1S,,
K1T,0.7394545674324036,0.7525092959403992
K1V,0.7016642093658447,0.8274680972099304
K1W,0.7079253196716309,0.7079253196716309
K1X,0.8284426927566528,0.8432744145393372
K1Y,,
K1Z,,
K2A,0.957637369632721,0.957637369632721
K2B,,
K2C,0.9119367003440857,1.0009268522262573
K2E,,
K2G,0.6313812136650085,0.6313812136650085
K2H,1.1360442638397217,1.1360442638397217
K2J,0.5951029658317566,0.6501279473304749
K2K,0.7208524703979492,0.8419292569160461
K2L,0.8541903495788574,1.0157901048660278
K2M,0.8420368432998657,0.8420368432998657
K2P,,
K2R,0.7502273321151733,0.7990036606788635
K2S,0.6459518432617187,0.7378689050674438
K2T,,
K2V,,
K2W,1.4929101467132568,1.4929101467132568
K4A,0.8455907702445984,0.8455907702445984
K4B,1.0013904571533203,1.261469841003418
K4C,0.536378800868988,0.6945917010307312
K4K,0.5367417335510254,0.791483998298645
K4M,0.7847420374552408,0.7914946675300598
K4P,0.7920366128285726,0.8277381658554077
K4R,1.1987732648849487,1.3905731439590454
K6A,0.4700486183166504,0.5939472317695618
K6H,0.5520461082458497,0.6817535161972046
K6J,0.7388273477554321,0.769314169883728
K6K,,
K6T,,
K6V,0.6970627307891846,1.0095982551574707
K7A,0.657609394618443,0.9691314101219177
K7C,0.5766831806727818,0.8481885194778442
K7G,0.6751297542027065,0.872268557548523
K7H,0.42321225216514186,0.899083137512207
K7K,0.6937848726908366,0.7868214249610901
K7L,0.6461325372968402,0.8075185418128967
K7M,0.6591070175170899,0.9366480112075806
K7N,,
K7P,0.939131498336792,1.0285611152648926
K7R,0.8695686174475629,1.0714324712753296
K7S,0.6150737242265181,0.8130772709846497
K7V,0.9961974685256546,1.8638044595718384
K8A,0.4716761271158854,0.935684323310852
K8B,,
K8H,0.3563814163208008,0.769837498664856
K8N,0.6995818194221047,1.049379825592041
K8P,0.8242467641830444,0.9435848593711853
K8R,,
K8V,0.8216327320445668,0.9488461017608643
K9A,0.635924220085144,0.8219903111457825
K9H,0.5053051114082336,0.5053051114082336
K9J,0.578528192308214,0.8140423893928528
K9K,0.8150950074195862,0.8150950074195862
K9L,0.7309684753417969,0.7309684753417969
K9V,0.5429238712086397,0.7532880902290344
L0A,0.6974733252274362,1.0200456380844116
L0B,0.6531560743177259,0.9297491908073425
L0C,0.5699655359441583,0.8732141256332397
L0E,0.43714704513549807,0.9583900570869446
L0G,0.7475728193918864,1.1094218492507935
L0H,0.8202381134033203,0.9776841998100281
L0J,0.8833979964256287,1.083486557006836
L0K,0.5265135885286731,1.0446596145629883
L0L,0.5694988683326957,1.121840000152588
L0M,0.7411501654263201,1.2533299922943115
L0N,0.7726641687853583,1.0701196193695068
L0P,0.7943932793357156,1.203934669494629
L0R,0.9282785231067289,1.2936328649520874
L0S,0.8040586618276743,0.993601381778717
L1A,0.7716820240020752,2.386911153793335
L1B,0.778398354848226,0.9554430246353149
L1C,0.5897934039433798,0.7304555177688599
L1E,0.6781833171844482,0.7692190408706665
L1G,0.7215170860290527,0.7215170860290527
L1H,0.737839651107788,1.024091362953186
L1J,0.4823969602584839,0.8429729342460632
L1K,0.6440190076828003,0.8147249221801758
L1L,0.9061881303787231,0.9061881303787231
L1M,0.79620893796285,0.880262553691864
L1N,0.8117694060007731,0.8816520571708679
L1P,0.6486865878105164,0.7667824625968933
L1R,,
L1S,0.6990371942520142,0.7286241054534912
L1T,0.9626293778419495,0.9626293778419495
L1V,0.7468796968460083,0.7544628381729126
L1W,0.645964503288269,0.6618647575378418
L1X,0.6184854507446289,0.6669762134552002
L1Y,0.7780066331227621,0.9796025156974792
L1Z,0.6170023679733276,0.6170023679733276
L2A,,
L2E,,
L2G,,
L2H,,
L2J,,
L2M,,
L2N,,
L2P,,
L2R,,
L2S,,
L2T,,
L2V,,
L2W,,
L3B,0.782679557800293,0.782679557800293
L3C,,
L3K,0.4618465105692546,0.7253938913345337
L3M,,
L3P,0.9478607177734375,0.9478607177734375
L3R,0.5487690766652426,0.6338937878608704
L3S,0.876330554485321,0.876330554485321
L3T,0.7321293950080872,0.8350653648376465
L3V,0.38941630801639043,0.6235290765762329
L3X,0.7271624803543091,0.7271624803543091
L3Y,0.7239610127040318,0.8344095349311829
L3Z,0.6799901962280274,0.927162766456604
L4A,0.7477382313121449,0.9470195770263672
L4B,0.6590479016304016,0.6590479016304016
L4C,0.6215155720710754,0.6813098192214966
L4E,0.6792925596237183,0.76231449842453
L4G,0.7286486029624939,0.7882415652275085
L4H,0.8301026821136475,0.8902161717414856
L4J,0.8166713118553162,0.8166713118553162
L4K,0.776832640171051,0.776832640171051
L4L,1.0459686915079753,1.1367982625961304
L4M,0.5219903945922851,0.7378494143486023
L4N,0.5567362308502197,0.8177987933158875
L4P,0.4677305221557617,0.8020403981208801
L4R,0.3882865111033122,0.6120946407318115
L4S,,
L4T,,
L4V,,
L4W,,
L4X,,
L4Y,,
L4Z,,
L5A,,
L5B,,
L5C,,
L5E,,
L5G,,
L5H,,
L5J,,
L5K,,
L5L,,
L5M,,
L5N,,
L5R,,
L5S,,
L5T,,
L5V,,
L5W,,
L6A,0.7700223922729492,0.8123282194137573
L6B,0.7697527408599854,0.8410584330558777
L6C,0.7896790504455566,0.8984205722808838
L6E,0.688718855381012,0.688718855381012
L6G,,
L6H,,
L6J,,
L6K,,
L6L,,
L6M,,
L6P,1.0863372087478638,1.0863372087478638
L6R,,
L6S,,
L6T,,
L6V,,
L6W,,
L6X,,
L6Y,,
L6Z,,
L7A,0.9505626360575358,1.0610697269439697
L7B,0.7435901959737142,1.055138349533081
L7C,0.9811325073242188,1.4719536304473877
L7E,0.8517099727283824,1.0786879062652588
L7G,0.9771614941683683,1.243520736694336
L7J,0.7583174705505371,0.9724568724632263
L7K,0.7522064208984375,0.9204952716827393
L7L,,
L7M,1.1875790357589722,1.1875790357589722
L7N,,
L7P,1.0296191374460857,1.1248749494552612
L7R,1.3867006301879883,1.5499796867370605
L7S,,
L7T,,
L8E,,
L8G,,
L8H,,
L8J,,
L8K,,
L8L,0.6359851360321045,0.7380267381668091
L8M,,
L8N,,
L8P,,
L8R,1.2326823472976685,1.2326823472976685
L8S,,
L8T,,
L8V,1.5062291622161865,1.5062291622161865
L8W,0.8801808953285217,0.8801808953285217
L9A,,
L9B,1.0957597494125366,1.0957597494125366
L9C,2.175445795059204,2.175445795059204
L9G,1.0717239379882812,1.152597188949585
L9H,1.0321704319545202,1.1962512731552124
L9J,,
L9K,1.0430949926376343,1.0430949926376343
L9L,0.5464099884033203,1.0165343284606934
L9M,0.2603261345311215,0.5114523768424988
L9N,0.7344274520874023,0.8172786235809326
L9P,0.6140338673311121,0.7907500267028809
L9R,0.7607145309448242,0.9959902763366699
L9S,0.5143610147329477,1.0117958784103394
L9T,1.0792083740234375,1.18578040599823
L9V,0.6502416133880615,0.6502416133880615
