fsa,sedi_alluvial_sediments,sedi_bedrock,sedi_colluvial_and_mass-wasting_deposits,sedi_eolian_sediments,sedi_glacial_ice_or_snowpack,sedi_glacial_sediments,sedi_glaciofluvial_sediments,sedi_glaciolacustrine_sediments,sedi_glaciomarine_sediments,sedi_lacustrine_sediments,sedi_marine_sediments,sedi_organic_deposits,sedi_volcanic_deposits,sedi_weathered_bedrock_or_regolith,provinceterritory,testdurationindays,averageradonconcentrationinbqperm3
B3T,0.0,0.7728106494407311,0.0,0.0,0.0,0.22718935055926895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,108.0,750.0
B3V,0.0,0.7561297274908902,0.0,0.0,0.0,0.01104272437555816,0.0,0.0,0.0,0.0,0.2328275481335515,0.0,0.0,0.0,NS,94.0,34.0
B3V,0.0,0.7561297274908902,0.0,0.0,0.0,0.01104272437555816,0.0,0.0,0.0,0.0,0.2328275481335515,0.0,0.0,0.0,NS,89.0,43.0
B3Z,0.0,0.6560227338691557,0.0,0.0,0.0,0.3439772661308443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,91.0,587.0
B3Z,0.0,0.6560227338691557,0.0,0.0,0.0,0.3439772661308443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,90.0,110.0
B3Z,0.0,0.6560227338691557,0.0,0.0,0.0,0.3439772661308443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,91.0,566.0
B4A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,95.0,43.0
B4A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,116.0,59.0
B4A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,91.0,124.0
B4B,0.0,0.8767229025272296,0.0,0.0,0.0,0.12327709747277042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,95.0,7.5
B4B,0.0,0.8767229025272296,0.0,0.0,0.0,0.12327709747277042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,91.0,41.0
B4B,0.0,0.8767229025272296,0.0,0.0,0.0,0.12327709747277042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,101.0,83.0
B4B,0.0,0.8767229025272296,0.0,0.0,0.0,0.12327709747277042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,91.0,111.0
B4C,0.0,0.6129965836527763,0.0,0.0,0.0,0.3870034163472236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,92.0,7.5
B4C,0.0,0.6129965836527763,0.0,0.0,0.0,0.3870034163472236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,126.0,16.0
B4E,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,94.0,7.5
B4E,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,101.0,21.0
B4E,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,93.0,26.0
B4E,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,90.0,60.0
B4H,0.0,0.0,0.0,0.0,0.0,0.7811831395532804,0.0,0.0,0.0,0.0,0.21881686044671958,0.0,0.0,0.0,NS,93.0,7.5
B4H,0.0,0.0,0.0,0.0,0.0,0.7811831395532804,0.0,0.0,0.0,0.0,0.21881686044671958,0.0,0.0,0.0,NS,90.0,7.5
B4H,0.0,0.0,0.0,0.0,0.0,0.7811831395532804,0.0,0.0,0.0,0.0,0.21881686044671958,0.0,0.0,0.0,NS,92.0,7.5
B4H,0.0,0.0,0.0,0.0,0.0,0.7811831395532804,0.0,0.0,0.0,0.0,0.21881686044671958,0.0,0.0,0.0,NS,91.0,18.0
B4H,0.0,0.0,0.0,0.0,0.0,0.7811831395532804,0.0,0.0,0.0,0.0,0.21881686044671958,0.0,0.0,0.0,NS,90.0,21.0
B4H,0.0,0.0,0.0,0.0,0.0,0.7811831395532804,0.0,0.0,0.0,0.0,0.21881686044671958,0.0,0.0,0.0,NS,91.0,31.0
B4H,0.0,0.0,0.0,0.0,0.0,0.7811831395532804,0.0,0.0,0.0,0.0,0.21881686044671958,0.0,0.0,0.0,NS,109.0,32.0
B4H,0.0,0.0,0.0,0.0,0.0,0.7811831395532804,0.0,0.0,0.0,0.0,0.21881686044671958,0.0,0.0,0.0,NS,129.0,51.0
B4H,0.0,0.0,0.0,0.0,0.0,0.7811831395532804,0.0,0.0,0.0,0.0,0.21881686044671958,0.0,0.0,0.0,NS,99.0,66.0
B4H,0.0,0.0,0.0,0.0,0.0,0.7811831395532804,0.0,0.0,0.0,0.0,0.21881686044671958,0.0,0.0,0.0,NS,146.0,119.0
B4H,0.0,0.0,0.0,0.0,0.0,0.7811831395532804,0.0,0.0,0.0,0.0,0.21881686044671958,0.0,0.0,0.0,NS,92.0,157.0
B4N,0.0,0.673079427663007,0.0,0.0,0.0,0.22695112971390194,0.09949041459603034,0.0,0.0,0.0,0.0004790280270607268,0.0,0.0,0.0,NS,96.0,7.5
B4N,0.0,0.673079427663007,0.0,0.0,0.0,0.22695112971390194,0.09949041459603034,0.0,0.0,0.0,0.0004790280270607268,0.0,0.0,0.0,NS,91.0,7.5
B4N,0.0,0.673079427663007,0.0,0.0,0.0,0.22695112971390194,0.09949041459603034,0.0,0.0,0.0,0.0004790280270607268,0.0,0.0,0.0,NS,91.0,7.5
B4N,0.0,0.673079427663007,0.0,0.0,0.0,0.22695112971390194,0.09949041459603034,0.0,0.0,0.0,0.0004790280270607268,0.0,0.0,0.0,NS,156.0,34.0
B4N,0.0,0.673079427663007,0.0,0.0,0.0,0.22695112971390194,0.09949041459603034,0.0,0.0,0.0,0.0004790280270607268,0.0,0.0,0.0,NS,89.0,82.0
B4N,0.0,0.673079427663007,0.0,0.0,0.0,0.22695112971390194,0.09949041459603034,0.0,0.0,0.0,0.0004790280270607268,0.0,0.0,0.0,NS,90.0,85.0
B4N,0.0,0.673079427663007,0.0,0.0,0.0,0.22695112971390194,0.09949041459603034,0.0,0.0,0.0,0.0004790280270607268,0.0,0.0,0.0,NS,90.0,188.0
B4N,0.0,0.673079427663007,0.0,0.0,0.0,0.22695112971390194,0.09949041459603034,0.0,0.0,0.0,0.0004790280270607268,0.0,0.0,0.0,NS,94.0,59.0
B4N,0.0,0.673079427663007,0.0,0.0,0.0,0.22695112971390194,0.09949041459603034,0.0,0.0,0.0,0.0004790280270607268,0.0,0.0,0.0,NS,93.0,16.0
B4N,0.0,0.673079427663007,0.0,0.0,0.0,0.22695112971390194,0.09949041459603034,0.0,0.0,0.0,0.0004790280270607268,0.0,0.0,0.0,NS,103.0,20.0
B4N,0.0,0.673079427663007,0.0,0.0,0.0,0.22695112971390194,0.09949041459603034,0.0,0.0,0.0,0.0004790280270607268,0.0,0.0,0.0,NS,101.0,25.0
B4N,0.0,0.673079427663007,0.0,0.0,0.0,0.22695112971390194,0.09949041459603034,0.0,0.0,0.0,0.0004790280270607268,0.0,0.0,0.0,NS,91.0,83.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,91.0,7.5
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,96.0,7.5
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,93.0,16.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,102.0,18.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,91.0,19.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,94.0,22.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,96.0,25.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,91.0,26.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,92.0,41.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,92.0,65.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,91.0,70.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,90.0,78.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,98.0,90.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,91.0,128.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,93.0,131.0
B4P,0.0,0.3940600683930345,0.0,0.0,0.0,0.6042919266137878,0.0,0.0,0.0,0.0,0.0016480049931777193,0.0,0.0,0.0,NS,93.0,206.0
B4R,0.0,0.0,0.0,0.0,0.0,0.9105074396509987,0.08949256034900135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,93.0,31.0
B4R,0.0,0.0,0.0,0.0,0.0,0.9105074396509987,0.08949256034900135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,92.0,36.0
B4R,0.0,0.0,0.0,0.0,0.0,0.9105074396509987,0.08949256034900135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,90.0,85.0
B4V,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,91.0,136.0
B4V,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,107.0,43.0
B4V,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,91.0,965.0
B4V,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,97.0,31.0
B4V,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,94.0,198.0
B4V,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,93.0,109.0
B4V,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,100.0,295.0
B4V,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,94.0,7.5
B4V,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,93.0,101.0
B4V,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,98.0,81.0
B5A,0.0,0.0,0.0,0.0,0.0,0.7463585952735501,0.0,0.0,0.16039987185926322,0.0,0.09324153286718669,0.0,0.0,0.0,NS,91.0,7.5
B5A,0.0,0.0,0.0,0.0,0.0,0.7463585952735501,0.0,0.0,0.16039987185926322,0.0,0.09324153286718669,0.0,0.0,0.0,NS,89.0,7.5
B5A,0.0,0.0,0.0,0.0,0.0,0.7463585952735501,0.0,0.0,0.16039987185926322,0.0,0.09324153286718669,0.0,0.0,0.0,NS,94.0,7.5
B5A,0.0,0.0,0.0,0.0,0.0,0.7463585952735501,0.0,0.0,0.16039987185926322,0.0,0.09324153286718669,0.0,0.0,0.0,NS,93.0,7.5
B6L,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,91.0,35.0
B6L,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,114.0,66.0
B6L,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,102.0,89.0
B6L,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,108.0,17.0
B6L,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,92.0,30.0
B6L,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,83.0,7.5
B9A,0.0,0.20119239602869718,0.0,0.0,0.0,0.7988076039713028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,96.0,16.0
B9A,0.0,0.20119239602869718,0.0,0.0,0.0,0.7988076039713028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,125.0,7.5
B9A,0.0,0.20119239602869718,0.0,0.0,0.0,0.7988076039713028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,94.0,32.0
B9A,0.0,0.20119239602869718,0.0,0.0,0.0,0.7988076039713028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,91.0,7.5
B9A,0.0,0.20119239602869718,0.0,0.0,0.0,0.7988076039713028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,90.0,7.5
B9A,0.0,0.20119239602869718,0.0,0.0,0.0,0.7988076039713028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,95.0,7.5
B9A,0.0,0.20119239602869718,0.0,0.0,0.0,0.7988076039713028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,104.0,83.0
B9A,0.0,0.20119239602869718,0.0,0.0,0.0,0.7988076039713028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,89.0,155.0
B9A,0.0,0.20119239602869718,0.0,0.0,0.0,0.7988076039713028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS,101.0,139.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,91.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,98.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,91.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,91.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,89.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,90.0,16.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,91.0,17.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,92.0,19.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,91.0,19.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,93.0,23.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,90.0,29.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,107.0,84.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,94.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,99.0,54.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,99.0,146.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,111.0,261.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,86.0,415.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,122.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,94.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,90.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,90.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,101.0,18.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,91.0,21.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,123.0,25.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,101.0,25.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,91.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,121.0,137.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,91.0,31.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,90.0,31.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,154.0,71.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,92.0,132.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,95.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,107.0,87.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,90.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,93.0,352.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,94.0,28.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,90.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,112.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,90.0,104.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,91.0,89.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,94.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,94.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,93.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,92.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,92.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,90.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,131.0,22.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,91.0,38.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,90.0,88.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,92.0,97.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,91.0,27.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,91.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,113.0,7.5
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,109.0,73.0
C0A,0.0,0.030007437665535867,0.0,0.0,0.0,0.43068811369970944,0.17715185211988888,0.0,0.02482907692394032,0.0,0.33732351959092555,0.0,0.0,0.0,PE,93.0,87.0
C0B,0.0,0.0,0.0,0.0,0.0,0.5489727169155849,0.0,0.0,0.11524827019407459,0.0,0.33577901289034046,0.0,0.0,0.0,PE,92.0,7.5
C0B,0.0,0.0,0.0,0.0,0.0,0.5489727169155849,0.0,0.0,0.11524827019407459,0.0,0.33577901289034046,0.0,0.0,0.0,PE,96.0,22.0
C0B,0.0,0.0,0.0,0.0,0.0,0.5489727169155849,0.0,0.0,0.11524827019407459,0.0,0.33577901289034046,0.0,0.0,0.0,PE,92.0,140.0
C0B,0.0,0.0,0.0,0.0,0.0,0.5489727169155849,0.0,0.0,0.11524827019407459,0.0,0.33577901289034046,0.0,0.0,0.0,PE,91.0,169.0
C0B,0.0,0.0,0.0,0.0,0.0,0.5489727169155849,0.0,0.0,0.11524827019407459,0.0,0.33577901289034046,0.0,0.0,0.0,PE,120.0,7.5
C0B,0.0,0.0,0.0,0.0,0.0,0.5489727169155849,0.0,0.0,0.11524827019407459,0.0,0.33577901289034046,0.0,0.0,0.0,PE,93.0,18.0
C0B,0.0,0.0,0.0,0.0,0.0,0.5489727169155849,0.0,0.0,0.11524827019407459,0.0,0.33577901289034046,0.0,0.0,0.0,PE,108.0,7.5
C0B,0.0,0.0,0.0,0.0,0.0,0.5489727169155849,0.0,0.0,0.11524827019407459,0.0,0.33577901289034046,0.0,0.0,0.0,PE,103.0,20.0
C0B,0.0,0.0,0.0,0.0,0.0,0.5489727169155849,0.0,0.0,0.11524827019407459,0.0,0.33577901289034046,0.0,0.0,0.0,PE,92.0,15.0
C0B,0.0,0.0,0.0,0.0,0.0,0.5489727169155849,0.0,0.0,0.11524827019407459,0.0,0.33577901289034046,0.0,0.0,0.0,PE,91.0,7.5
C0B,0.0,0.0,0.0,0.0,0.0,0.5489727169155849,0.0,0.0,0.11524827019407459,0.0,0.33577901289034046,0.0,0.0,0.0,PE,90.0,28.0
C0B,0.0,0.0,0.0,0.0,0.0,0.5489727169155849,0.0,0.0,0.11524827019407459,0.0,0.33577901289034046,0.0,0.0,0.0,PE,116.0,65.0
C0B,0.0,0.0,0.0,0.0,0.0,0.5489727169155849,0.0,0.0,0.11524827019407459,0.0,0.33577901289034046,0.0,0.0,0.0,PE,91.0,7.5
