fsa,sedi_alluvial_sediments,sedi_bedrock,sedi_colluvial_and_mass-wasting_deposits,sedi_eolian_sediments,sedi_glacial_ice_or_snowpack,sedi_glacial_sediments,sedi_glaciofluvial_sediments,sedi_glaciolacustrine_sediments,sedi_glaciomarine_sediments,sedi_lacustrine_sediments,sedi_marine_sediments,sedi_organic_deposits,sedi_volcanic_deposits,sedi_weathered_bedrock_or_regolith,provinceterritory,testdurationindays,averageradonconcentrationinbqperm3
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,120.0,20.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,98.0,31.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,82.0,74.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,92.0,17.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,93.0,26.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,89.0,37.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,90.0,51.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,93.0,7.5
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,92.0,7.5
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,100.0,7.5
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,92.0,19.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,103.0,23.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,94.0,61.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,116.0,105.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,97.0,7.5
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,91.0,19.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,91.0,16.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,97.0,22.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,91.0,28.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,92.0,29.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,91.0,7.5
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,100.0,7.5
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,99.0,33.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,125.0,110.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,91.0,7.5
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,130.0,83.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,94.0,7.5
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,90.0,7.5
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,93.0,24.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,90.0,150.0
A0G,0.0,0.027192845148869126,0.0,0.0,0.0,0.8709017047634169,0.0,0.0,0.008905102414562126,0.0,0.09300034767315181,0.0,0.0,0.0,NL,91.0,26.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,102.0,21.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,95.0,108.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,91.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,104.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,91.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,96.0,16.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,112.0,18.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,91.0,22.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,91.0,25.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,91.0,92.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,90.0,114.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,91.0,218.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,91.0,287.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,120.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,109.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,96.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,90.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,91.0,15.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,103.0,16.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,113.0,20.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,92.0,56.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,91.0,82.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,76.0,90.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,91.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,108.0,18.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,92.0,15.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,90.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,94.0,16.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,92.0,24.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,101.0,34.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,98.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,69.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,90.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,90.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,90.0,39.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,102.0,7.5
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,106.0,28.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,93.0,120.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,94.0,164.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,104.0,326.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,92.0,613.0
A0H,0.0,0.10731445808317562,0.0,0.0,0.0,0.7926100432593026,0.0074497276629006785,0.0,0.07609044385712689,0.0,0.01653532713749409,0.0,0.0,0.0,NL,93.0,831.0
A0J,0.0,0.23706253639417466,0.0,0.0,0.0,0.5029440411351981,0.05136807797971672,0.0,0.0362110482298262,0.0,0.17241429626108423,0.0,0.0,0.0,NL,92.0,7.5
A0J,0.0,0.23706253639417466,0.0,0.0,0.0,0.5029440411351981,0.05136807797971672,0.0,0.0362110482298262,0.0,0.17241429626108423,0.0,0.0,0.0,NL,91.0,15.0
