fsa,hous_frac_type_single_detached,hous_frac_type_highrise,hous_frac_type_other_attached,hous_frac_type_movable,hous_avg_rooms,hous_frac_major_repair,hous_frac_age_pre_1980,hous_frac_age_1981_2000,hous_frac_age_post_2001,hous_median_value,demogr_pop_2016,demogr_num_total_dwellings,demogr_num_occ_dwellings,demogr_median_age,demogr_avg_household_size,demogr_frac_tenure_owned,demogr_frac_tenure_rented,demogr_frac_tenure_band,socioeco_frac_low_income,socioeco_median_income,socioeco_frac_high_income,socioeco_frac_govt_transfers,socioeco_frac_unemployment_rate,socioeco_frac_nonlaborer,socioeco_frac_bachelor_plus,socioeco_frac_overcrowded,socioeco_frac_unsuitable_housing,socioeco_frac_housing_burden
L2J,0.7140495867768595,0.07272727272727272,0.21322314049586777,0.0,7.1,0.04702970297029703,0.7563996696944674,0.16928158546655656,0.07431874483897605,274683.0,14463.0,6121.0,6051.0,49.4,2.4,0.8100743187448389,0.18992568125516102,0.0,0.109,67597.0,0.0170265780730897,0.157,0.071,0.4005636070853462,0.2139917695473251,0.006606110652353427,0.024752475247524754,0.154
L2M,0.593939393939394,0.1319073083778966,0.2737967914438503,0.00035650623885918,6.3,0.05565465572600785,0.8004996431120628,0.15667380442541043,0.042826552462526764,265990.0,32759.0,14395.0,14020.0,45.7,2.3,0.6642882625758116,0.33571173742418836,0.0,0.174,58477.0,0.008327024981074944,0.185,0.08199999999999999,0.41121835731196504,0.18751875187518752,0.008919015340706386,0.03283369022127052,0.157
L2N,0.5780413159908186,0.11591430757459832,0.306044376434583,0.0,6.6,0.044707680550248374,0.7817278287461774,0.17928134556574923,0.0389908256880734,286902.0,30648.0,13306.0,13068.0,51.2,2.2,0.742453190676347,0.25754680932365304,0.0,0.114,67315.0,0.0205686630369026,0.151,0.08,0.41622574955908287,0.26161790017211706,0.006493506493506494,0.02482811306340718,0.162
L2P,0.5161030595813204,0.04669887278582931,0.43719806763285024,0.0,6.1,0.056451612903225805,0.7092084006462036,0.16478190630048464,0.1260096930533118,219284.0,14517.0,6432.0,6210.0,40.5,2.3,0.6583400483481063,0.3416599516518936,0.0,0.191,56174.0,0.005985463873450192,0.18100000000000002,0.087,0.36783505154639173,0.15167095115681234,0.009669621273166801,0.03387096774193549,0.162
L2R,0.510061242344707,0.12073490813648294,0.36920384951881013,0.0,5.7,0.09486166007905138,0.8492307692307692,0.10197802197802198,0.04879120879120879,214431.0,24496.0,12535.0,11432.0,41.0,2.1,0.5204216073781291,0.4795783926218709,0.0,0.239,47245.0,0.016422435573521982,0.162,0.08800000000000001,0.3660227835562159,0.23231571109456442,0.007465963987703118,0.048726953467954345,0.209
L2S,0.6198347107438017,0.022727272727272728,0.3450413223140496,0.012396694214876033,6.6,0.05281207133058985,0.4247422680412371,0.3965635738831615,0.17869415807560138,299993.0,19006.0,7503.0,7256.0,41.0,2.6,0.7558299039780522,0.24417009602194786,0.0,0.165,68701.0,0.017514314584035028,0.139,0.067,0.37985242220083415,0.27567020738492665,0.013031550068587106,0.038408779149519894,0.163
L2T,0.6400437636761488,0.20459518599562362,0.15536105032822758,0.0,6.6,0.06043956043956044,0.8032967032967033,0.15164835164835164,0.045054945054945054,299873.0,10684.0,5398.0,4571.0,46.0,2.3,0.7087912087912088,0.29120879120879123,0.0,0.185,61914.0,0.024889380530973452,0.145,0.084,0.44089456869009586,0.3119266055045872,0.007692307692307693,0.03512623490669594,0.18899999999999997
L2V,0.6628175519630485,0.02617397998460354,0.31100846805234794,0.0,6.7,0.06058282208588957,0.6418711656441718,0.2415644171779141,0.1165644171779141,250582.0,16268.0,7509.0,6499.0,40.2,2.5,0.7024539877300614,0.29754601226993865,0.0,0.154,62522.0,0.009198926791874281,0.156,0.087,0.35753575357535755,0.1962286387743076,0.004601226993865031,0.03680981595092025,0.161
L2W,0.6044776119402985,0.0,0.39552238805970147,0.0,7.6,0.051094890510948905,0.07246376811594203,0.644927536231884,0.2826086956521739,501163.0,2043.0,678.0,671.0,38.5,3.0,0.6594202898550725,0.34057971014492755,0.0,0.204,89984.0,0.05573770491803279,0.10099999999999999,0.071,0.35384615384615387,0.45098039215686275,0.028985507246376812,0.050724637681159424,0.198
L3B,0.6500974658869396,0.0297270955165692,0.31968810916179335,0.0004873294346978557,6.2,0.10131514856307842,0.8050682261208577,0.11257309941520467,0.08235867446393762,180347.0,22980.0,10728.0,10255.0,46.0,2.2,0.6531904529956162,0.3468095470043838,0.0,0.22399999999999998,49180.0,0.005947553392808867,0.22399999999999998,0.10099999999999999,0.434589220303506,0.07866075030254134,0.007793472966390648,0.027277155382367267,0.188
L3C,0.662742119255602,0.08887200911507785,0.24838587162932016,0.0,6.8,0.05131128848346636,0.6011406844106464,0.25627376425855514,0.14258555133079848,249968.0,31670.0,13545.0,13159.0,45.4,2.4,0.7416413373860182,0.25835866261398177,0.0,0.134,65020.0,0.009010773751224289,0.17,0.077,0.40976805581746184,0.19398307740520213,0.003800836183960471,0.02242493348536678,0.147
L3K,0.7364485981308411,0.02367601246105919,0.23862928348909657,0.0012461059190031153,6.5,0.07927590511860175,0.80375,0.13625,0.06,200038.0,18226.0,8708.0,8028.0,50.1,2.2,0.7401623985009369,0.2598376014990631,0.0,0.16,56800.0,0.010462369220384746,0.19699999999999998,0.09699999999999999,0.44291789335950277,0.11697497279651796,0.0037476577139287947,0.022485946283572766,0.17800000000000002
L3M,0.6792360430950048,0.025465230166503428,0.29529872673849167,0.0,7.2,0.04064642507345739,0.45784313725490194,0.2549019607843137,0.2872549019607843,401248.0,26845.0,10417.0,10214.0,43.6,2.6,0.8560235063663075,0.14397649363369247,0.0,0.06,93115.0,0.034761904761904765,0.1,0.047,0.3337946943483276,0.2844332855093257,0.002939735423811857,0.022037218413320275,0.147
L3P,0.7869047619047619,0.06706349206349206,0.14603174603174604,0.0,7.7,0.03774334525228447,0.43441971383147854,0.5115262321144675,0.05405405405405406,849124.0,37764.0,12889.0,12601.0,46.1,3.0,0.8827969805323799,0.11720301946762018,0.0,0.099,100291.0,0.043463944682252224,0.09,0.063,0.36217146433041303,0.4318637274549098,0.009535160905840286,0.026629570747217807,0.212
L3R,0.6202143950995406,0.1498213374170495,0.2299642674834099,0.0,6.7,0.03115423901940756,0.1987228607918263,0.5484035759897828,0.25287356321839083,850985.0,62298.0,20441.0,19587.0,44.3,3.2,0.8699872286079182,0.13001277139208173,0.0,0.177,82036.0,0.03488718815227115,0.098,0.08,0.4107429434532238,0.4099616858237548,0.03804902962206333,0.07151979565772669,0.307
L3S,0.6912845642282114,0.016100805040252013,0.2926146307315366,0.0,6.7,0.02345117255862793,0.041652082604130204,0.6828841442072103,0.27546377318865944,800436.0,56117.0,14906.0,14287.0,38.2,3.9,0.8728991596638656,0.12710084033613445,0.0,0.154,84688.0,0.01209631404770056,0.131,0.091,0.375053487376979,0.28856361589190926,0.08995449772488624,0.1144557227861393,0.34299999999999997
L3T,0.42871768620424877,0.35884310212439213,0.21218326081392372,0.0002559508574353724,6.1,0.04505888376856119,0.5207267144319345,0.263050153531218,0.21622313203684748,798769.0,50669.0,20181.0,19526.0,45.7,2.6,0.775416133162612,0.22458386683738796,0.0,0.177,79455.0,0.04604007633587786,0.087,0.065,0.38007044654016586,0.5574007220216607,0.03942652329749104,0.08218125960061444,0.298
L3V,0.6596761348553225,0.044332359968144414,0.27767454207592246,0.018316963100610567,6.4,0.07148551687483391,0.5900637619553666,0.24521785334750265,0.1647183846971307,289747.0,44915.0,20774.0,18841.0,47.3,2.3,0.701195219123506,0.2942895086321381,0.0045152722443559095,0.155,61321.0,0.015431669678854442,0.16899999999999998,0.077,0.4041031178296666,0.17067785383086775,0.0037204358224820623,0.036131774707757705,0.182
L3X,0.6443839875631558,0.00777302759424796,0.3474543334628838,0.000388651379712398,7.6,0.018992248062015504,0.017060876308646764,0.45870492438929816,0.5242341993020551,752365.0,42239.0,13013.0,12857.0,37.4,3.3,0.8790697674418605,0.12093023255813953,0.0,0.091,113801.0,0.0498812351543943,0.064,0.063,0.26103272290603424,0.3986718080548415,0.01202016285381931,0.03914728682170543,0.233
L3Y,0.5784901138406231,0.07159976033553025,0.3496105452366687,0.0002995805871779509,6.9,0.05467107239411235,0.5728446981075398,0.36467407629918897,0.06248122559327125,600561.0,44469.0,17251.0,16690.0,45.6,2.6,0.73046875,0.26953125,0.0,0.109,82755.0,0.02797694362434978,0.10800000000000001,0.067,0.32295349469676365,0.27311191030251747,0.008408408408408409,0.03844998498047462,0.19899999999999998
L3Z,0.7329700272479565,0.02633969118982743,0.240236148955495,0.00045413260672116256,7.0,0.024489795918367346,0.27392290249433104,0.2947845804988662,0.4312925170068027,549099.0,33666.0,11312.0,11009.0,36.8,3.0,0.8241160471441523,0.17588395285584768,0.0,0.09,92741.0,0.01664025356576862,0.10300000000000001,0.057999999999999996,0.27781997721230534,0.19672564034856085,0.01904761904761905,0.0380952380952381,0.24100000000000002
L4A,0.7487649964714185,0.007410021171489062,0.24382498235709246,0.0,7.2,0.024381625441696114,0.2457627118644068,0.1853813559322034,0.5688559322033898,728576.0,42174.0,14433.0,14174.0,39.5,2.9,0.8862190812720848,0.1137809187279152,0.0,0.081,102022.0,0.04413160392280924,0.085,0.051,0.3157814640085223,0.3579609252189535,0.010954063604240283,0.024734982332155476,0.24100000000000002
L4B,0.4918580375782881,0.2918580375782881,0.2162839248434238,0.0,6.6,0.036620890553474825,0.021639617145235122,0.6013316687473991,0.37702871410736577,1000876.0,35858.0,12367.0,11975.0,43.4,3.0,0.8338884263114071,0.16611157368859283,0.0,0.174,83578.0,0.04282765737874097,0.073,0.07200000000000001,0.38291605301914583,0.5754576942107867,0.03079483978360383,0.06824802330420308,0.36200000000000004
L4C,0.5125427594070695,0.26605853287723297,0.22139870771569745,0.0,6.4,0.0407386255473063,0.35040944581984385,0.4757189106836793,0.17387164349647685,802344.0,71152.0,27583.0,26312.0,45.6,2.7,0.7354396650171298,0.2645603349828702,0.0,0.179,74046.0,0.03628371972765664,0.1,0.07400000000000001,0.3721253785088796,0.45840319876176966,0.022658035034272658,0.05825242718446602,0.33299999999999996
L4E,0.7410165101974749,0.0038847523470378763,0.2550987374554872,0.0,7.3,0.021359223300970873,0.06181229773462783,0.1488673139158576,0.7893203883495146,900310.0,52207.0,15905.0,15449.0,38.5,3.4,0.915210355987055,0.08478964401294499,0.0,0.12300000000000001,108774.0,0.04482531311799604,0.063,0.062,0.285466054362666,0.5059452007582285,0.016828478964401296,0.024587512131996118,0.337
L4G,0.603448275862069,0.04960212201591512,0.346684350132626,0.0002652519893899204,7.4,0.035003977724741446,0.2609387430389817,0.42429063908777515,0.3147706178732432,753352.0,55445.0,19381.0,18851.0,41.5,2.9,0.8387695571466455,0.16123044285335456,0.0,0.08900000000000001,106708.0,0.06647972894029676,0.059000000000000004,0.059000000000000004,0.28883441051927794,0.43380653681082865,0.006631299734748011,0.0294351630867144,0.214
L4H,0.7157894736842105,0.0002631578947368421,0.2839473684210526,0.0,7.4,0.015255128879537085,0.004996055745464107,0.2666316066263476,0.7283723376281883,802313.0,68382.0,19325.0,19003.0,35.9,3.6,0.9426466719284399,0.057353328071560114,0.0,0.073,117095.0,0.03310989234206785,0.077,0.053,0.27161086059675715,0.3464406779661017,0.025519600105235463,0.05181483429773803,0.261
L4J,0.5635059142912546,0.24781849912739964,0.18848167539267016,0.00019391118867558658,6.7,0.025232919254658384,0.08192583964278781,0.5637740244612697,0.35430013589594256,827290.0,77214.0,26277.0,25783.0,42.5,3.0,0.8604425465838509,0.13955745341614906,0.0,0.113,97967.0,0.05608325761955893,0.07200000000000001,0.065,0.334884454609985,0.5577655003069367,0.023680124223602484,0.051058046981168705,0.295
L4K,0.5243296921549155,0.11519364448857994,0.36047666335650447,0.0,6.4,0.027944111776447105,0.2073778664007976,0.47357926221335994,0.3190428713858425,697912.0,15591.0,5558.0,5033.0,43.1,3.1,0.8522954091816367,0.14770459081836326,0.0,0.08199999999999999,92123.0,0.015061434799841459,0.111,0.063,0.3311884935654807,0.39196272568433316,0.028942115768463075,0.05788423153692615,0.271
L4L,0.69519890260631,0.099039780521262,0.205761316872428,0.0,7.7,0.02914489964256255,0.18421776189166897,0.6378883695353313,0.1778938685729997,801334.0,54282.0,18774.0,18224.0,47.3,2.9,0.897196261682243,0.102803738317757,0.0,0.067,97503.0,0.03992881770659548,0.111,0.052000000000000005,0.37620785913678334,0.3040358744394619,0.010723123453395655,0.04729172394830904,0.196
L4M,0.586781449597334,0.08719800055540128,0.32435434601499585,0.0016662038322688142,6.7,0.06060606060606061,0.4599777654252362,0.2612562534741523,0.27876598110061146,376497.0,45991.0,18988.0,18005.0,38.4,2.5,0.6555462885738115,0.34445371142618847,0.0,0.14,71359.0,0.01788416563488788,0.124,0.07400000000000001,0.322978892871366,0.22536069904490957,0.006394217403391716,0.03836530442035029,0.218
L4N,0.6198764738910725,0.06709713644020214,0.3130263896687254,0.0,7.0,0.04143840427026268,0.22826239640398932,0.45146790279533644,0.32026970080067424,380495.0,98663.0,36532.0,35628.0,38.9,2.7,0.7457508076977104,0.25424919230228965,0.0,0.111,81891.0,0.020364701184613337,0.11,0.073,0.2957916852358821,0.2024401689347724,0.0067425200168563,0.0351172917544599,0.20199999999999999
L4P,0.779504613890238,0.009713453132588635,0.21029626032054397,0.00048567265662943174,6.8,0.05725376031052887,0.3255701115963125,0.4114507520621058,0.26297913634158177,450531.0,28916.0,10856.0,10297.0,39.4,2.8,0.8249272550921436,0.17507274490785646,0.0,0.10400000000000001,85733.0,0.015405224380442064,0.111,0.065,0.28858057630736395,0.1459227467811159,0.006789524733268671,0.03734238603297769,0.22399999999999998
L4R,0.6732108929702343,0.06396453451551615,0.2621912602913236,0.0006333122229259025,6.4,0.0740975300823306,0.6364787840405319,0.24192526915769474,0.12159594680177327,230010.0,18153.0,8286.0,7901.0,50.4,2.2,0.6782773907536416,0.3217226092463585,0.0,0.179,55813.0,0.011544991511035654,0.203,0.086,0.44770702738370177,0.1549597855227882,0.0018999366687777073,0.028499050031665613,0.182
L4S,0.656867469879518,0.0,0.34313253012048195,0.0,6.9,0.02407318247472316,0.0091478093403948,0.5387578237843043,0.4520943668753009,900671.0,35803.0,10607.0,10379.0,42.4,3.4,0.9027911453320501,0.09720885466794996,0.0,0.155,100683.0,0.0321805067505086,0.071,0.068,0.3548167092924126,0.5560640732265446,0.022617901828681425,0.04285026480500722,0.326
L4T,0.22130074203404626,0.1056307289393278,0.6708860759493671,0.002182453077258839,5.7,0.07158446093408992,0.7672489082969433,0.17729257641921398,0.055458515283842796,450120.0,38445.0,12359.0,11459.0,35.9,3.3,0.637276298559581,0.36272370144041904,0.0,0.217,61835.0,0.0013922728854855553,0.195,0.107,0.3834927841738284,0.27359198998748435,0.11130510694020078,0.18856394587516367,0.341
L4V,,,,,,,,,,,5.0,1.0,1.0,,,,,,,,,,,,,,,
L4W,0.527411519777932,0.24566273421235255,0.22623178348369188,0.0006939625260235947,6.7,0.050871080139372825,0.4236933797909408,0.5233449477351917,0.0529616724738676,689372.0,20761.0,7337.0,7199.0,48.0,2.8,0.7881533101045296,0.2118466898954704,0.0,0.10300000000000001,89424.0,0.026284348864994027,0.11599999999999999,0.062,0.3637668676428366,0.3826931975937066,0.024390243902439025,0.06829268292682927,0.204
L4X,0.23610108303249097,0.46498194945848376,0.26137184115523465,0.03754512635379061,5.2,0.078757225433526,0.753968253968254,0.18542568542568544,0.06060606060606061,599818.0,19592.0,7183.0,6928.0,39.2,2.8,0.4833815028901734,0.5166184971098265,0.0,0.22699999999999998,60429.0,0.012108980827447022,0.153,0.096,0.37372773536895676,0.3093629343629344,0.10910404624277456,0.18208092485549132,0.244
L4Y,0.3362930077691454,0.3462819089900111,0.3174250832408435,0.0,6.0,0.07277777777777777,0.8415786548082268,0.12006670372429128,0.03835464146748194,600056.0,23796.0,9170.0,9012.0,44.8,2.6,0.6859366314619233,0.3140633685380767,0.0,0.15,72815.0,0.01993181222134802,0.135,0.077,0.3861187672262591,0.30036043251902284,0.042777777777777776,0.08611111111111111,0.22699999999999998
L4Z,0.2791062328498628,0.2908663269306154,0.4300274402195218,0.0,5.7,0.03057624460995688,0.16111328890631124,0.5668365346922776,0.2720501764014112,550172.0,38102.0,13151.0,12758.0,38.6,3.0,0.7169737357898863,0.2830262642101137,0.0,0.152,80869.0,0.015128593040847202,0.102,0.08199999999999999,0.30926042983565105,0.4055848020141909,0.06191222570532915,0.11093688749509996,0.264
L5A,0.1512168444079847,0.5870932458299152,0.2616899097621001,0.0,5.0,0.07234507234507234,0.712998361551065,0.24576734025122884,0.04123429819770617,400830.0,47828.0,18649.0,18283.0,40.6,2.6,0.5001365001365001,0.49986349986349987,0.0,0.20600000000000002,61511.0,0.009209823812066203,0.151,0.08900000000000001,0.36318785578747625,0.3333964766054177,0.08026208026208026,0.15615615615615616,0.307
L5B,0.15310233682514102,0.6798952457695407,0.1670024174053183,0.0,4.6,0.034045124899274776,0.21711983887210473,0.3798590130916415,0.4030211480362538,376745.0,63394.0,26478.0,24822.0,37.3,2.5,0.5883182275931521,0.41168177240684795,0.0,0.242,63412.0,0.012781803542673107,0.11699999999999999,0.096,0.362661351556568,0.4639403150041448,0.08460918614020951,0.16377921031426268,0.35200000000000004
L5C,0.4555160142348754,0.15099135739705136,0.3929842399593289,0.0005083884087442806,6.6,0.05858380030565461,0.5967413441955194,0.35692464358452136,0.04633401221995927,601075.0,29687.0,10243.0,9842.0,42.3,3.0,0.7729124236252546,0.22708757637474541,0.0,0.139,82670.0,0.024048515265579256,0.11599999999999999,0.084,0.36295270136552543,0.3537984496124031,0.04276985743380855,0.08859470468431772,0.244
L5E,0.4566854990583804,0.307909604519774,0.23540489642184556,0.0,6.1,0.07575757575757576,0.6679280983916746,0.22043519394512773,0.11163670766319773,599161.0,12731.0,5438.0,5309.0,45.9,2.4,0.771050141911069,0.22894985808893092,0.0,0.11,78933.0,0.02975909305621162,0.113,0.075,0.3424782807498857,0.31466113416320884,0.013257575757575758,0.04730368968779565,0.242
L5G,0.42151162790697677,0.38546511627906976,0.1930232558139535,0.0,5.9,0.06790481717933837,0.7518840579710145,0.1055072463768116,0.1426086956521739,848438.0,20206.0,8892.0,8599.0,44.7,2.3,0.554846198491004,0.4451538015089959,0.0,0.126,77945.0,0.0810149801284011,0.067,0.07400000000000001,0.3271386430678466,0.4090113735783027,0.016831108531630876,0.06384213580963435,0.223
L5H,0.6793048973143759,0.11058451816745656,0.21011058451816747,0.0,7.7,0.05555555555555555,0.6349206349206349,0.22777777777777777,0.1373015873015873,1002379.0,17608.0,6535.0,6330.0,45.6,2.8,0.7968253968253968,0.20317460317460317,0.0,0.09,118374.0,0.1303106033559443,0.043,0.066,0.3155737704918033,0.5315315315315315,0.009531374106433678,0.03333333333333333,0.22399999999999998
L5J,0.38731379144642,0.17924074963959635,0.4329649207111965,0.0004805382027871216,6.7,0.06181121226641112,0.7801724137931034,0.1685823754789272,0.05124521072796935,552500.0,28089.0,10588.0,10404.0,43.3,2.7,0.7648467432950191,0.23515325670498086,0.0,0.09699999999999999,88843.0,0.053383962474871566,0.081,0.073,0.3221205024483713,0.3891432308698496,0.01964542405366555,0.06130268199233716,0.209
L5K,0.4689507494646681,0.29014989293361887,0.24089935760171305,0.0,6.6,0.09100642398286937,0.7427652733118971,0.2304394426580922,0.02679528403001072,698682.0,13967.0,4722.0,4669.0,40.9,2.9,0.6659528907922913,0.3340471092077088,0.0,0.175,82859.0,0.042522694696607743,0.10099999999999999,0.095,0.3617021276595745,0.4015525758645025,0.07601713062098502,0.1145610278372591,0.198
L5L,0.45773263433813893,0.15498034076015726,0.3872870249017038,0.0,6.9,0.04020921869892122,0.4052993130520118,0.544978737324174,0.049721949623814196,602028.0,44860.0,15619.0,15262.0,42.8,2.9,0.7998691955526488,0.2001308044473512,0.0,0.127,93909.0,0.03865943540536782,0.096,0.083,0.3470144313517807,0.3919491525423729,0.02321019941157241,0.05786204642039882,0.213
L5M,0.4829307568438003,0.08518518518518518,0.4314009661835749,0.0004830917874396135,6.6,0.022397679664840478,0.07008216529724505,0.44562590623489606,0.48429192846785885,697150.0,104868.0,32003.0,31049.0,38.5,3.4,0.8090865152247463,0.19091348477525374,0.0,0.139,98908.0,0.0321966088778815,0.077,0.087,0.33025841168470227,0.5427486309839251,0.04141153722204318,0.07669996777312278,0.26899999999999996
L5N,0.46935752638400297,0.0905387891131272,0.439918533604888,0.00018515089798185522,6.7,0.04407407407407407,0.32246712354139656,0.5519540655676978,0.12557881089090572,552869.0,84829.0,27354.0,27003.0,39.2,3.1,0.8312962962962963,0.16870370370370372,0.0,0.086,100355.0,0.02512025654730091,0.08,0.071,0.27905132641291813,0.3937585087443711,0.034444444444444444,0.07018518518518518,0.213
L5R,0.32366348943224205,0.32987981765437213,0.3452134272689598,0.0012432656444260257,5.9,0.026533996683250415,0.05550952775476388,0.7270091135045568,0.21748135874067936,599158.0,37126.0,12508.0,12064.0,40.7,3.1,0.7611940298507462,0.23880597014925373,0.0,0.153,82185.0,0.015382043136599232,0.113,0.085,0.34517606189799466,0.41847179243037375,0.05677579776212184,0.11893907998342312,0.298
L5S,,,,,,,,,,,5.0,1.0,1.0,,,,,,,,,,,,,,,
L5T,,,,,,,,,,,5.0,10.0,4.0,,,,,,,,,,,,,,,
L5V,0.5040381791483113,0.05066079295154185,0.44530102790014686,0.0,6.8,0.031146940271161598,0.020146520146520148,0.6761904761904762,0.30366300366300364,659476.0,50821.0,13858.0,13621.0,38.1,3.7,0.8395016489556614,0.16049835104433857,0.0,0.125,100925.0,0.01788011319783895,0.09,0.09300000000000001,0.32308425694196163,0.4661801352794589,0.05789666544521803,0.09604105571847507,0.247
L5W,0.505564387917329,0.0,0.4944356120826709,0.0,7.0,0.013481363996827915,0.01507936507936508,0.23809523809523808,0.7468253968253968,681191.0,24871.0,6370.0,6294.0,35.9,3.9,0.9144215530903328,0.08557844690966719,0.0,0.09,114643.0,0.028904947192884937,0.07200000000000001,0.068,0.2909560723514212,0.46176579239009974,0.04916732751784298,0.0832012678288431,0.27399999999999997
L6A,0.662767244856797,0.04154901169826543,0.2956837434449375,0.0,7.1,0.0213408496074089,0.025573902537253324,0.37474828836085383,0.5996778091018928,801851.0,85794.0,25222.0,24787.0,37.6,3.4,0.905557792992348,0.09444220700765203,0.0,0.094,108180.0,0.03371755665333647,0.079,0.059000000000000004,0.28116887932952606,0.38999680068252107,0.02778896496173983,0.059806685461135725,0.295
L6B,0.5605786618444847,0.0,0.4394213381555154,0.0,6.7,0.01201923076923077,0.022262334536702767,0.098676293622142,0.8790613718411552,751452.0,29411.0,8497.0,8298.0,36.3,3.5,0.8918269230769231,0.10817307692307693,0.0,0.09699999999999999,105149.0,0.02281460134486071,0.078,0.068,0.29295902196060675,0.45,0.03485576923076923,0.06310096153846154,0.305
L6C,0.6404120970422067,0.00033233632436025255,0.35925556663343305,0.0,7.0,0.015962753574991686,0.028903654485049834,0.2541528239202658,0.7169435215946844,1000009.0,50929.0,15344.0,15045.0,39.3,3.4,0.9135350848021284,0.08646491519787164,0.0,0.156,98251.0,0.04101028511912511,0.067,0.064,0.35453546575509703,0.5076708507670851,0.021941489361702128,0.03523936170212766,0.349
L6E,0.587594696969697,0.01893939393939394,0.3934659090909091,0.0,6.5,0.01231060606060606,0.004261363636363636,0.04924242424242424,0.9464962121212122,800140.0,36356.0,10714.0,10561.0,37.8,3.4,0.9318181818181818,0.06818181818181818,0.0,0.129,96604.0,0.022808001495606654,0.08900000000000001,0.064,0.33766233766233766,0.44450076026355806,0.04071969696969697,0.056818181818181816,0.34
L6G,0.025408348457350273,0.9183303085299456,0.056261343012704176,0.0,3.5,0.010830324909747292,0.012612612612612612,0.032432432432432434,0.954954954954955,369995.0,5370.0,3139.0,2752.0,35.0,1.9,0.592057761732852,0.40794223826714804,0.0,0.336,50121.0,0.01899441340782123,0.08199999999999999,0.10400000000000001,0.3530020703933747,0.48450704225352115,0.048736462093862815,0.14054054054054055,0.506
L6H,0.565100997809686,0.11535653443660258,0.31954246775371137,0.0,7.3,0.038957876795714635,0.280808572820263,0.46760837798343885,0.2515830491962981,750206.0,60913.0,21246.0,20544.0,41.0,2.9,0.8349561830574489,0.16504381694255113,0.0,0.1,110184.0,0.07724270189644152,0.057999999999999996,0.069,0.29914011127971674,0.5120556414219475,0.009252495738982226,0.035549062576089606,0.19699999999999998
L6J,0.7918170878459687,0.10770156438026474,0.10048134777376655,0.0,8.5,0.028985507246376812,0.4984894259818731,0.37885196374622354,0.12265861027190332,1058015.0,24673.0,8639.0,8313.0,45.4,2.9,0.8544685990338164,0.14553140096618358,0.0,0.07400000000000001,147405.0,0.16631634261692066,0.03,0.071,0.35992996498249125,0.6167565325591041,0.005438066465256798,0.024154589371980676,0.168
L6K,0.40086580086580087,0.33506493506493507,0.26406926406926406,0.0,5.7,0.07161345987920621,0.7066436583261432,0.15530629853321828,0.13805004314063848,752284.0,13009.0,6236.0,5771.0,46.2,2.2,0.5008620689655172,0.4991379310344828,0.0,0.161,65237.0,0.06909430438842204,0.086,0.066,0.3846838824577026,0.37427745664739887,0.023295944779982744,0.06298533218291631,0.233
L6L,0.6731620903454384,0.18113374667847654,0.14570416297608504,0.0,7.2,0.043343653250773995,0.5917735515258735,0.189296771340115,0.21892967713401149,798970.0,29742.0,11708.0,11296.0,46.3,2.6,0.8101769911504425,0.18982300884955752,0.0,0.081,104634.0,0.08845417818413778,0.07200000000000001,0.065,0.3706861550954121,0.4671557185728576,0.005749668288367979,0.02344095532950022,0.19399999999999998
L6M,0.6107151634308183,0.03145736053084296,0.3575817154091914,0.0002457606291472106,7.5,0.016457872758535986,0.03021370670596905,0.43822156718251043,0.5315647261115205,799548.0,65493.0,20788.0,20345.0,38.5,3.2,0.8771800540407763,0.12281994595922378,0.0,0.098,127398.0,0.09527373823781009,0.047,0.071,0.2782189164740175,0.5755622403667097,0.013510194055514615,0.03414394497666421,0.205
L6P,0.7081339712918661,0.014354066985645933,0.27751196172248804,0.0,7.3,0.014361702127659574,0.015957446808510637,0.05638297872340425,0.9276595744680851,699502.0,82182.0,19288.0,18807.0,34.7,4.4,0.9133209252858282,0.08667907471417176,0.0,0.09,102070.0,0.014031255251218283,0.111,0.075,0.3301214257735997,0.3342929525564256,0.07896835947886201,0.11063829787234042,0.377
L6R,0.5442257529049087,0.00023713540431586437,0.4552999762864596,0.00023713540431586437,6.7,0.018505338078291814,0.00830367734282325,0.39288256227758006,0.5988137603795967,552932.0,88002.0,21754.0,21089.0,34.6,4.2,0.900094921689606,0.09990507831039393,0.0,0.106,91710.0,0.006208739390128891,0.12300000000000001,0.087,0.33258001020631334,0.3034601332473673,0.09608540925266904,0.12265717674970344,0.365
L6S,0.5342789598108747,0.0933806146572104,0.3723404255319149,0.0,6.9,0.05398230088495575,0.5253687315634218,0.37846607669616517,0.09616519174041298,449602.0,53308.0,17526.0,16925.0,39.8,3.1,0.8385954558866923,0.16140454411330776,0.0,0.1,86240.0,0.011954572624028692,0.126,0.081,0.3329592638312198,0.2619625520110957,0.034513274336283185,0.08940690469164946,0.23399999999999999
L6T,0.20462169213566903,0.47558702944465153,0.3194185613119642,0.0003727171077152441,5.5,0.07457121551081283,0.697986577181208,0.21774794929157346,0.0842654735272185,378910.0,38451.0,13943.0,13419.0,37.4,2.8,0.5642937010808796,0.4357062989191204,0.0,0.185,64932.0,0.0048250904704463205,0.16,0.087,0.355606258148631,0.25412621359223303,0.07084265473527218,0.14578672632363907,0.295
