FSA,longitude,latitude
K1R,-75.71080658698841,45.4122611720191
K1S,-75.68710951600605,45.3989573034359
K1T,-75.61559680420235,45.32948899045596
K1V,-75.67192379158769,45.32813198087586
K1W,-75.51575234265131,45.43648902045029
K1X,-75.62825439494043,45.27562328709326
K1Y,-75.73287388303177,45.40227701553433
K1Z,-75.74048685401867,45.386722468755785
K2A,-75.76358827414634,45.38047173207922
K2B,-75.79344527761855,45.364537851268736
K2C,-75.72530611422324,45.34296930866334
K2E,-75.71571485256959,45.343777886371285
K2G,-75.73906085009118,45.32109336044639
K2H,-75.82648432295619,45.34327386281029
K2J,-75.75178075140644,45.26909268405635
K2K,-75.91979547683029,45.37040963162561
K2L,-75.87834569881551,45.30898623200617
K2M,-75.85622453552647,45.28609122007609
K2P,-75.69039630874987,45.4165530910248
K2R,-75.81261168520125,45.28987981719838
K2S,-75.91812443185667,45.23559939792285
K2T,-75.93668279427787,45.31695791527974
K2V,-75.89282444998965,45.28541076258709
K2W,-75.98866651652345,45.36989417422209
K4A,-75.47147967123095,45.469671690655545
K4B,-75.36381811889053,45.41014005221793
K4C,-75.39158627589968,45.49799316579476
K4K,-75.25327753754196,45.546590503017576
K4M,-75.65275080694776,45.21538619277376
K4P,-75.56741368711013,45.24339675063473
K4R,-75.35270039899926,45.23880902625606
K6A,-74.57777128002851,45.58484949807285
K6H,-74.68008031364248,45.05292346219429
K6J,-74.75730176863361,45.020433548142606
K6K,-74.77743748523375,45.06102194536651
K6T,-75.74483776554321,44.63008010711704
K6V,-75.7139929310401,44.650898217353166
K7A,-76.01651482666182,44.95424165602949
K7C,-76.17358069986143,45.1082640135816
K7G,-76.2263290701321,44.32669090251213
K7H,-76.28132752342644,44.870434341238216
K7K,-76.46769466231659,44.25200456989519
K7L,-76.42528092323438,44.29042948990065
K7M,-76.56569214583567,44.22122716306423
K7N,-76.64553862086247,44.21741027533556
K7P,-76.61109049442452,44.28138019216244
K7R,-76.95606571196521,44.20406074815157
K7S,-76.40288111189659,45.41952271940438
K7V,-76.7337211769613,45.431750798209755
K8A,-77.20474867685313,45.74661599573817
K8B,-77.08058749722798,45.80803309465226
K8H,-77.38416883714649,45.87174894798702
K8N,-77.36224166048036,44.167697402160364
K8P,-77.40356497568604,44.162354947435475
K8R,-77.46831515703968,44.13992308078966
K8V,-77.60287621330015,44.12457650269441
K9A,-78.17410253571246,43.989921016079144
K9H,-78.31838117928004,44.324466096356836
K9J,-78.33834450051246,44.34833424264726
K9K,-78.36601922093665,44.29375098175346
K9L,-78.3092307212498,44.336495097363105
K9V,-78.68649242862791,44.370760234387376
L0A,-78.5193461055203,44.126287786466975
L0B,-78.74648343481695,44.07726582694759
L0C,-79.07251515950442,44.2094160198184
L0E,-79.2777995607363,44.31989835999985
L0G,-79.62352706833744,44.05861650391065
L0H,-79.22326640334592,43.92883457505747
L0J,-79.64851065742823,43.85657980361946
L0K,-79.60496003821487,44.730612245121186
L0L,-79.78118209290855,44.48029668178183
L0M,-80.0332785938595,44.326936268716686
L0N,-80.20682038332134,44.03172317215054
L0P,-79.96629896491403,43.53351960809718
L0R,-79.7452208648283,43.16081614638081
L0S,-79.19333651591859,42.953928747282
L1A,-78.35939347129307,43.979389837542776
L1B,-78.5457122614036,43.92351233532928
L1C,-78.70952276461072,43.97136446639861
L1E,-78.76833575011193,43.8968884535182
L1G,-78.86843051474047,43.92330385397188
L1H,-78.88365825106763,43.972059742994965
L1J,-78.85406508942704,43.86814178427262
L1K,-78.84454874277097,43.93726262101392
L1L,-78.89722962962107,43.95806269219409
L1M,-78.97788061662607,43.95657621492358
L1N,-78.92731337868464,43.87208825437643
L1P,-78.9750030742992,43.88655366637313
L1R,-78.94124630334792,43.92145168388944
L1S,-79.02514054489123,43.84040066535067
L1T,-79.05342848316937,43.88426511620432
L1V,-79.1199506600076,43.84941767859021
L1W,-79.08035083674527,43.818727794299626
L1X,-79.09835624508318,43.87219629507444
L1Y,-79.11939040215054,43.95552142707583
L1Z,-79.00549455683802,43.87729654922238
L2A,-78.95477818641118,42.917829096616394
L2E,-79.09614701678991,43.05242794442038
L2G,-79.07774970610099,43.069780862510115
L2H,-79.13794170987369,43.10090151731412
L2J,-79.10336060068735,43.129559991502624
L2M,-79.217585311814,43.20740585765165
L2N,-79.26073728611154,43.21179636640943
L2P,-79.20905493061595,43.15270624737622
L2R,-79.29835024408432,43.157583477471576
L2S,-79.26342820875281,43.14465292591345
L2T,-79.2317326908633,43.131262707577406
L2V,-79.20345958365654,43.11424727309807
L2W,-79.27940859114081,43.16879460731834
L3B,-79.22189071058969,42.98783119499468
L3C,-79.26556409065954,42.999801058849926
L3K,-79.26755428307196,42.8749624236991
L3M,-79.580136534985,43.184755552561626
L3P,-79.26949877235019,43.90686757541591
L3R,-79.32877967613113,43.847869080360255
L3S,-79.26165845656821,43.84863821531417
L3T,-79.39460091227363,43.82272418675544
L3V,-79.37525345776601,44.63583360345395
L3X,-79.47146513110165,44.03955107601074
L3Y,-79.45549299400334,44.056537789293294
L3Z,-79.60352590594941,44.125604872805766
L4A,-79.27617163142132,44.00939799502584
L4B,-79.39846179121446,43.85819620859151
L4C,-79.4413891057181,43.86693688715224
L4E,-79.43490313853617,43.93943900064931
L4G,-79.44747054158229,43.99618106615692
L4H,-79.5890311248368,43.847833156761716
L4J,-79.45342834709662,43.81560715920175
L4K,-79.50871541491557,43.80924564631318
L4L,-79.59952530196944,43.806392837071314
L4M,-79.70514241654153,44.44774568977883
L4N,-79.69286740677101,44.357237110577955
L4P,-79.46565520643651,44.3030460751334
L4R,-79.8380488969493,44.71255981727322
L4S,-79.41426680528838,43.898496885706535
L4T,-79.64340637078732,43.71387909183248
L4V,-79.60689582124596,43.693486593645595
L4W,-79.6295559887392,43.641259384210805
L4X,-79.5786260305766,43.617795663619845
L4Y,-79.59286471324683,43.602813021229295
L4Z,-79.65376615038764,43.6191667057871
L5A,-79.6091260023371,43.588308905608564
L5B,-79.6305720904969,43.57711167676547
L5C,-79.65019526515016,43.56231024464386
L5E,-79.55293906967054,43.574751306830024
L5G,-79.57389220364779,43.556998404512385
L5H,-79.60038388238237,43.536290543633164
L5J,-79.62227825111042,43.50747483223174
L5K,-79.66167145086689,43.52720204053059
L5L,-79.69019471848708,43.53732391049688
L5M,-79.72005438413707,43.56384363927481
L5N,-79.76088830121137,43.59253344592159
L5R,-79.67077648300759,43.60603360270595
L5S,-79.67829939937927,43.680137978219264
L5T,-79.64780039792011,43.670519587161444
L5V,-79.69319164860053,43.5972808712527
L5W,-79.71499028652946,43.63121033907935
L6A,-79.51096287688539,43.87643023240467
L6B,-79.21745807572516,43.90068850159752
L6C,-79.33918479009161,43.90453853228869
L6E,-79.26759547277109,43.90022037741611
L6G,-79.33461276151444,43.84846855268087
L6H,-79.70976959611993,43.48814320655797
L6J,-79.65570554153095,43.47228100194096
L6K,-79.68092268665295,43.43597773978752
L6L,-79.71194932275935,43.402106924292546
L6M,-79.75925401220024,43.446369182981336
L6P,-79.702086559972,43.794237051021554
L6R,-79.7605487193173,43.759230482944254
L6S,-79.72601780399756,43.73794689448714
L6T,-79.68536518689571,43.71960480373913
L6V,-79.7626231963677,43.70592708857426
L6W,-79.72728439475372,43.67995539167545
L6X,-79.80552009498547,43.666349005884925
L6Y,-79.77086897398702,43.64305492000469
L6Z,-79.79533399714185,43.73278778328804
L7A,-79.8376873435975,43.69086912684359
L7B,-79.54457096731362,43.95463053538032
L7C,-79.87216127613742,43.79928360251957
L7E,-79.78802180379307,43.916979712136666
L7G,-79.92359031074201,43.64527819942748
L7J,-80.05847289174146,43.64444036445451
L7K,-80.00610764949245,43.87275754499184
L7L,-79.76487821763055,43.37824003028852
L7M,-79.85441715404578,43.419111062207016
L7N,-79.78271809865933,43.350311556492855
L7P,-79.88598182657908,43.38061217153312
L7R,-79.84253484348436,43.37428093341074
L7S,-79.80667583411054,43.32088283500031
L7T,-79.85072063070861,43.30807333003376
L8E,-79.70222216164308,43.22639560536451
L8G,-79.7422541478073,43.2163979249209
L8H,-79.79184351164797,43.260770658088084
L8J,-79.7210445825446,43.18358389109808
L8K,-79.79938914209909,43.22107739381756
L8L,-79.8343991991612,43.27831591459442
L8M,-79.83587182386269,43.24410303859176
L8N,-79.98303312010384,43.389045073291584
L8P,-79.8924581225605,43.25141953431455
L8R,-79.87920775786529,43.27263506423585
L8S,-79.91614420528019,43.26056647793103
L8T,-79.82859594535168,43.21986256353379
L8V,-79.84991493245705,43.226583909834126
L8W,-79.84583129661976,43.19584622858028
L9A,-79.87098480552345,43.22710254042881
L9B,-79.90035353002062,43.205526298387745
L9C,-79.90489349697515,43.2312822285763
L9G,-79.99022360055011,43.1836096689548
L9H,-79.99168470608797,43.27896644713081
L9J,-79.63572313786189,44.33661941571316
L9K,-79.94269706063616,43.22496094564614
L9L,-78.95628710146772,44.103471671239035
L9M,-80.07638550191754,44.78943682851168
L9N,-79.5013718714148,44.11487884955797
L9P,-79.13442770499925,44.117362874457974
L9R,-79.87696355688153,44.15580595210458
L9S,-79.60103995548566,44.32294852560494
L9T,-79.88400423020248,43.51478168674403
L9V,-80.10794972450242,43.959733930901876
L9W,-80.10439307768145,43.97285327828905
L9Y,-80.2548366661672,44.54996525613896
L9Z,-80.07579652687677,44.52559482911108
M1B,-79.19299889514427,43.81130464935537
M1C,-79.1553611591969,43.78767192567811
M1E,-79.18617784357073,43.76698805319604
M1G,-79.21441882060792,43.77115684385078
M1H,-79.23888490981543,43.76864285123691
M1J,-79.23232680926534,43.74636008955092
M1K,-79.26393844909099,43.729765051417736
M1L,-79.28431103205926,43.71215270801504
M1M,-79.23050934929351,43.7223037212125
M1N,-79.2633443279082,43.6945125884655
M1P,-79.27065628696376,43.761154983902166
M1R,-79.30032198497334,43.750657582466836
M1S,-79.26439555594332,43.794598678829665
M1T,-79.30358819923597,43.781244293833375
M1V,-79.28189923718327,43.81774886553931
M1W,-79.32155066291682,43.801647054933724
M1X,-79.20685683041462,43.834025001294364
M2H,-79.35768692981972,43.801518905622636
M2J,-79.34785546549672,43.78010785453935
M2K,-79.38128052147165,43.77967560710264
M2L,-79.37638716318048,43.754738498662135
M2M,-79.41028137041744,43.79145621892873
M2N,-79.41112181062444,43.76733133184838
M2P,-79.39775421421051,43.749997250246416
M2R,-79.44496843294732,43.77855384531973
M3A,-79.32996615032724,43.754497434118925
M3B,-79.35897254414667,43.74496298007866
M3C,-79.34252791623842,43.72494037589908
M3H,-79.4472013462937,43.75348084103683
M3J,-79.49213632153486,43.769391062323066
M3K,-79.4691818628004,43.73903831102568
M3L,-79.51158207457657,43.73344825435796
M3M,-79.49277114695006,43.731858601078294
M3N,-79.5209871171901,43.756794949581156
M4A,-79.31476266894485,43.72755503088248
M4B,-79.30939547517819,43.706320250705026
M4C,-79.311645821213,43.69127735668057
M4E,-79.29425560782755,43.676932241168515
M4G,-79.36435886894246,43.712382759306124
M4H,-79.34639071177712,43.705870956598
M4J,-79.3367863092595,43.687226776515345
M4K,-79.35383683580471,43.68034433503303
M4L,-79.314397837939,43.66746996568354
M4M,-79.3405546468144,43.65614193679212
M4N,-79.39352226640821,43.73008556817296
M4P,-79.38865915606155,43.71351484213535
M4R,-79.40647588191042,43.714336993936584
M4S,-79.3853103626399,43.70198305719136
M4T,-79.38533663217507,43.68992714614161
M4V,-79.40251498800373,43.68611012539524
M4W,-79.37302415291006,43.6826915191062
M4X,-79.36894962253655,43.668421747312635
M4Y,-79.38301937185858,43.66562845020169
M5A,-79.36267194049273,43.65530765341774
M5B,-79.37825547553894,43.65716339550767
M5C,-79.37562343461364,43.65126243954659
M5E,-79.38086845896653,43.64751275899365
M5G,-79.38602565623724,43.65638259224175
M5H,-79.38333711333432,43.64960144262197
M5J,-79.35611431099402,43.6317828391504
M5M,-79.41774770007227,43.73345936405115
M5N,-79.41950118006599,43.7112980456738
M5P,-79.41198921188985,43.69663442427091
M5R,-79.40349978427749,43.673580911920425
M5S,-79.3987496965079,43.66293174365513
M5T,-79.39776597734702,43.654132620396894
M5V,-79.40207536234618,43.637991375044265
M6A,-79.45035728048097,43.722267855816696
M6B,-79.44794303546347,43.708051893628905
M6C,-79.43067853201896,43.691540616372826
M6E,-79.45069318541901,43.68887581906897
M6G,-79.42054112730528,43.668315996645326
M6H,-79.43776773771799,43.665466867416185
M6J,-79.41774266374647,43.64801483212657
M6K,-79.43255515092278,43.6373712179242
M6L,-79.48693815961167,43.71367480405395
M6M,-79.48573572857353,43.69343303262573
M6N,-79.48386319562977,43.67476331470461
M6P,-79.46331310815636,43.6604650280226
M6R,-79.45213430498455,43.646868598159806
M6S,-79.48280360150865,43.651236919755284
M8V,-79.49671715860627,43.605147052698754
M8W,-79.5337467299521,43.59154441029231
M8X,-79.50755316918917,43.65178575471497
M8Y,-79.49388589312973,43.63251563032042
M8Z,-79.52314020233769,43.62557289089556
M9A,-79.52824684976426,43.66622379785456
M9B,-79.55170272501145,43.65051515523211
M9C,-79.5767425216454,43.64372933921459
M9L,-79.55651120251476,43.759794229452716
M9M,-79.54012939706766,43.73663163519101
M9N,-79.51700050156155,43.70679010690887
M9P,-79.53227778953217,43.69488550606102
M9R,-79.55823961562736,43.68982259787024
M9V,-79.587606181123,43.74318737661183
M9W,-79.59089168101418,43.71442715029116
N0A,-79.90420062638412,42.89433255930988
N0B,-80.44139393375367,43.55688694353488
N0C,-80.50289879863955,44.256134588509056
N0E,-80.38512702054662,42.773004838018956
N0G,-81.07599896226819,44.00656284075794
N0H,-81.05689406244974,44.857381367541834
N0J,-80.72174688610939,42.96328851030277
N0K,-81.15815213739914,43.50669927191593
N0L,-81.43251791802577,42.702025480202444
N0M,-81.54908622056665,43.28123682587991
N0N,-82.12024019539747,42.96028761098898
N0P,-82.17566190369925,42.42644125122212
N0R,-82.73656958368646,42.13367287465624
N1A,-79.65383018699416,42.88224642042083
N1C,-80.22674646672372,43.49211552339291
N1E,-80.24178978519042,43.56766898070745
N1G,-80.22567440010188,43.518384248437265
N1H,-80.25860126005743,43.55573744198444
N1K,-80.28628100098983,43.52432718322174
N1L,-80.19002290278978,43.516011001661596
N1M,-80.37926052435317,43.73120285729099
N1P,-80.29552096988176,43.339771996913974
N1R,-80.27266905278722,43.35298765246013
N1S,-80.33473707957812,43.35920581889141
N1T,-80.2832779979535,43.38486744971482
N2A,-80.42456618852485,43.44127749019391
N2B,-80.44668307381411,43.464631256448925
N2C,-80.44507122483567,43.418189211955244
N2E,-80.50108607828639,43.41060927884086
N2G,-80.48910336776962,43.44434315437124
N2H,-80.48176471370861,43.458078292139376
N2J,-80.53664857154797,43.50401331902825
N2K,-80.49358629513806,43.49610050954812
N2L,-80.54538483219764,43.47145412432175
N2M,-80.50930195077565,43.43631333182031
N2N,-80.543805665989,43.426026344769305
N2P,-80.42964626352818,43.38778286609664
N2R,-80.48700970557078,43.38488502016849
N2T,-80.56916776432135,43.45300400292698
N2V,-80.58417817076582,43.476400897570116
N2Z,-81.54633395597394,44.16502309520405
N3A,-80.70337578949868,43.38795395979939
N3B,-80.55038671490694,43.61487858544017
N3C,-80.26486870537977,43.43892613330504
N3E,-80.35048403487646,43.41927450729108
N3H,-80.36989996180655,43.42673034981756
N3L,-80.36516333286042,43.21474093254203
N3P,-80.23670325218276,43.181829835991245
N3R,-80.26835105101505,43.16924564620535
N3S,-80.23571613774497,43.139447176867314
N3T,-80.24669303456315,43.135507099581346
N3V,-80.29797550891179,43.17344981775917
N3W,-79.95620148882676,43.06864753265744
N3Y,-80.30886316114864,42.80327804209004
N4B,-80.52914206049967,42.82555734083509
N4G,-80.72735144097223,42.854789332799164
N4K,-80.90917207092362,44.56362842341026
N4L,-80.61188542581066,44.56936103679148
N4N,-80.96884205932669,44.158628089885525
N4S,-80.73381689007883,43.143248910513655
N4T,-80.73188520626225,43.1485371917249
N4V,-80.74301153235231,43.11500961457812
N4W,-80.93435585962705,43.71137145975845
N4X,-81.16868779205576,43.265509580315005
N4Z,-80.98016601280456,43.367942945203794
N5A,-80.96361825920101,43.382691905436104
N5C,-80.8889498466314,43.0341829456791
N5H,-80.95420795367556,42.6970679219375
N5L,-81.2583809500887,42.6559515168307
N5P,-81.17690776241729,42.777938490601784
N5R,-81.17620347254261,42.75970425947951
N5V,-81.1643073207511,43.0232689736344
N5W,-81.18208819860585,42.985607304881924
N5X,-81.23911613312872,43.04428626769335
N5Y,-81.23068271980752,43.01234340565376
N5Z,-81.20527790108908,42.966016054453405
N6A,-81.25629175722014,42.997558917416605
N6B,-81.23860878546728,42.983509662970285
N6C,-81.23798939936273,42.958167729319165
N6E,-81.22440516786361,42.91847175304925
N6G,-81.3049468702601,43.01472173560615
N6H,-81.34023103498829,42.99146720750995
N6J,-81.27347457597183,42.95457391457534
N6K,-81.34183403030589,42.95362019454248
N6L,-81.24723332454771,42.871897201093496
N6M,-81.13924550828636,42.96321584721936
N6N,-81.1591769483888,42.89974330977783
N6P,-81.3235511663715,42.89092307804317
N7A,-81.68141574482252,43.814413831860655
N7G,-81.6449682610574,42.952342806508625
N7L,-82.19934842029498,42.420943129520595
N7M,-82.18926511224014,42.412999575575014
N7S,-82.30390602144482,43.07924164210968
N7T,-82.33141133497618,42.95190460512005
N7V,-82.38519186760368,43.0324030670007
N7W,-82.32587650820476,42.9644476309724
N7X,-82.32120606740772,43.02137201452606
N8A,-82.39060818018238,42.59231308216443
N8H,-82.5510267715172,41.93036206127537
N8M,-82.84451093929606,42.163700587135125
N8N,-82.85765374062507,42.31207038208564
N8P,-82.91268502103348,42.333961920510745
N8R,-82.91498847774123,42.30669217791252
N8S,-82.94888426062184,42.330474675898905
N8T,-82.94592563798462,42.3036951474454
N8V,-82.94471564386177,42.277268671344956
N8W,-82.97711384789471,42.28359526554917
N8X,-83.018595992289,42.2925865755267
N8Y,-82.99342054851012,42.319636566808214
N9A,-83.01032379515378,42.244423439973204
N9B,-83.05289899826077,42.296310205838516
N9C,-83.08193113168225,42.27743594085171
N9E,-83.03140707824177,42.26521627391487
N9G,-82.9952245301954,42.248123793943876
N9H,-83.02808728532611,42.23176539837081
N9J,-83.08839274759744,42.21718978510344
N9K,-82.87006810629288,42.297770878298785
N9V,-83.05980493770251,42.03194282217399
N9Y,-82.7437647115503,41.9479866857527
P0A,-79.35457687047393,45.58807172128292
P0B,-79.41146445737503,45.186309343535
P0C,-80.1447438466263,45.10364315587522
P0E,-79.57345135915592,44.861627658293244
P0G,-80.61628613036794,45.563571969784846
P0H,-79.36171146131888,46.31093492771851
P0J,-80.20362031912492,47.57764007507468
P0K,-80.3081407215444,48.5234023265907
P0L,-83.53489136723339,51.96965273592442
P0M,-82.46462319004618,47.63804240878327
P0N,-81.01148835140617,48.60273362663053
P0P,-82.11088408293178,45.84204707376609
P0R,-83.06397788109771,46.51768973764816
P0S,-84.22208573017016,48.05366786639612
P0T,-88.44954681599644,49.10425743265811
P0V,-90.15066175194521,52.96465438505994
P0W,-93.85541936930872,48.9090029041662
P0X,-93.33476538892253,50.901649553077135
P0Y,-95.10029159799784,49.760299316148675
P1A,-79.4502371245251,46.28010610698469
P1B,-79.58296206980197,46.33635215660123
P1C,-79.42229921217233,46.33967428240688
P1H,-79.1503019887366,45.37483875465232
P1L,-79.21927732396931,45.05587061733308
P1P,-79.32615711777493,44.93762450686886
P2A,-79.89718021875514,45.3837944383758
P2B,-79.89809648894013,46.37032297166864
P2N,-79.97521300838922,48.21401474582125
P3A,-80.93395418715897,46.51870270099923
P3B,-80.93040818577144,46.48465876480468
P3C,-81.022537030727,46.51328620953119
P3E,-80.90628699485627,46.267567687833164
P3G,-80.97447872572913,46.403103428939325
P3L,-80.84995557404659,46.59422753352048
P3N,-81.00285221263185,46.58447157966013
P3P,-81.01662345879933,46.72588515684781
P3Y,-81.12697786820372,46.44311839249129
P4N,-81.46561708179362,48.49652005636466
P4P,-81.34478373907025,48.49848451520783
P4R,-81.39971046029346,48.47016713529671
P5A,-82.6321815065784,46.40639256544374
P5E,-81.70551435985955,46.18966070600397
P5N,-82.36930465093718,49.4027249399684
P6A,-84.33982322452661,46.60717715977069
P6B,-84.30463172398977,46.53072337312741
P6C,-84.37319722815671,46.5352821658744
P7A,-89.1946853429966,48.45405147135041
P7B,-89.40569413382812,48.946595198690645
P7C,-89.45700812766097,48.353724614657196
P7E,-89.28401400666402,48.36844915396356
P7G,-89.32772207974644,48.46413264326269
P7J,-89.24502146888993,48.31436636381083
P7K,-89.34843092952292,48.37279411728648
P7L,-89.38560189429747,48.150797214483624
P8N,-91.8987499485693,49.95318422337448
P8T,-91.84528399894816,50.32523537183835
P9A,-93.13631247282672,48.6187107419848
P9N,-94.39356825683078,49.70454794860062
R0A,-96.2766143618422,49.288182108469044
R0B,-96.91166106775319,56.27024980324155
R0C,-97.85254459958172,51.41321750654041
R0E,-95.96102290922454,50.475145813925515
R0G,-98.08687169950502,49.43937674735607
R0H,-98.51524192787429,50.34576532330532
R0J,-100.13448475115362,50.584235118979166
R0K,-99.71539948107744,49.55500606754807
R0L,-100.29009573949979,52.009181633962875
R0M,-100.9262902846725,49.7109780831459
R1A,-96.97305529868706,50.13765492415878
R1B,-96.9353376340857,50.08403790377888
R1N,-98.30476856191534,50.00897892116613
R2C,-96.95633412531085,49.92466414725251
R2E,-97.01282611709,49.97908826549306
R2G,-97.05710151857562,49.941312028756016
R2H,-97.11862503876212,49.884566695189584
R2J,-97.06333081898596,49.866477769795964
R2K,-97.08300808923846,49.92028727829842
R2L,-97.09956373892456,49.907495554615885
R2M,-97.11472925957415,49.83963957527097
R2N,-97.09726224297233,49.7837996270941
R2P,-97.15543239924156,49.969568855860196
R2R,-97.2162329279506,49.93766954062406
R2V,-97.1112225202936,49.95483341789281
R2W,-97.13540867497437,49.91950157571441
R2X,-97.17332260467535,49.932161528466054
R2Y,-97.29450124667922,49.90728033538822
R3A,-97.14885915602116,49.9038119104118
R3B,-97.1400990726371,49.89802255522977
R3C,-97.21837167569117,50.011028208185564
R3E,-97.17790556239136,49.90812041744862
R3G,-97.18073908074446,49.887585371821984
R3H,-97.20736804256505,49.90333636188065
R3J,-97.2404393337629,49.896603370889316
R3K,-97.30702477135739,49.873361010513555
R3L,-97.1356148278761,49.86702743522159
R3M,-97.1665187185127,49.86250383540528
R3N,-97.19594770682822,49.86291994592412
R3P,-97.21817705135443,49.84248743440113
R3R,-97.2873843315878,49.854602695291156
R3S,-97.29336769317565,49.825532500930805
R3T,-97.1530975640509,49.814276393192124
R3V,-97.17454329946678,49.746247208908486
R3W,-97.0401184504276,49.91408097263165
R3X,-97.0321902481397,49.82085608338424
R3Y,-97.21470720034614,49.78851155383043
R4A,-97.11470658171827,50.021071475059465
R4H,-97.3812132895203,49.876094689405505
R4J,-97.43188489919659,49.8467253714752
R4K,-97.60044525878223,49.89084911405133
R4L,-97.55445306758592,49.937242696552836
R5A,-97.08356691606969,49.71199622830993
R5G,-96.70147259229594,49.50408811892445
R5H,-96.574882516238,49.68579516840873
R6M,-98.13505414307008,49.104531134731054
R6W,-97.9284329751761,49.138270459266934
R7A,-99.95651638374842,49.817366567376695
R7B,-99.98307455183895,49.84195643794087
R7C,-99.96500443000917,49.88171882560575
R7N,-100.03133893504176,51.14879515389211
R8A,-101.06841991213922,55.08998739229955
R8N,-97.92808494429855,55.5304317259442
R9A,-101.29329183014603,53.70398310741248
S0A,-102.90648036185034,51.48184834478505
S0C,-103.25665591170635,49.396113375397704
S0E,-103.09994773484583,53.13633868475965
S0G,-104.099966104585,50.57669300601081
S0H,-106.24900034796482,49.9841378465748
S0J,-105.82415551965967,57.199190039054464
S0K,-106.50197180315814,52.262318957710534
S0L,-108.48979090106853,51.48271726013456
S0M,-108.9572458372599,54.92348060674046
S0N,-108.72363822325566,49.911616322896435
S0P,-102.74150046000064,55.01623819694935
S2V,-104.9117151128974,50.628262235700426
S3N,-102.40642851144646,51.20647852897216
S4A,-103.12934746818559,49.125228010391645
S4H,-103.85458684389538,49.646633016578086
S4L,-104.27325506217109,50.413204408918546
S4N,-104.54098220956008,50.46705524268552
S4P,-104.67735457618176,50.41898115684125
S4R,-104.61627429459834,50.4855141716737
S4S,-104.61030853898747,50.41534906902643
S4T,-104.66495575497413,50.45073216683862
S4V,-104.53889057024132,50.42506349763891
S4W,-104.65361457553813,50.40776888716635
S4X,-104.59460339804953,50.50235499301293
S4Y,-104.69862403940218,50.476837392956995
S4Z,-104.53225322790887,50.449715275488984
S6H,-105.58148273718666,50.263523329700604
S6J,-105.53927872579264,50.418464056257854
S6K,-105.64182797899811,50.453958814900794
S6V,-104.30485340054784,54.492959393205496
S6W,-105.77412305264073,53.17852141629779
S6X,-105.7024700944443,53.19356265531869
S7H,-106.60406810882934,52.116547230085544
S7J,-106.62516091013322,52.09609578646264
S7K,-106.64790670607238,52.061357244102716
S7L,-106.70664410593342,52.1525967837087
S7M,-106.72349677240943,52.11330599792363
S7N,-106.60802352007974,52.140371854805444
S7P,-106.50762918452203,52.26879898703379
S7R,-106.716299580001,52.15877147202791
S7S,-106.58639915025252,52.160863780101295
S7T,-106.65954305637933,52.04028259630827
S7V,-106.55533071048525,52.097620287787315
S7W,-106.56142367797813,52.15704635086969
S9A,-108.12339685349235,52.824061507342996
S9H,-107.7538671841455,50.32161133117837
S9V,-109.79815901401385,53.38110585966929
S9X,-108.28521969001952,53.97974795415361
T0A,-111.71744925388968,54.766027275827895
T0B,-111.58155152911739,53.07274254871737
T0C,-112.81127227651932,52.49222598004183
T0E,-117.23077422227415,53.40210859584363
T0G,-114.45294178486714,55.69925356236012
T0H,-116.91531828347755,57.5402866140666
T0J,-111.4632185447889,50.99435639229003
T0K,-112.2408416121876,49.47208543544651
T0L,-114.40886667627156,50.631372965565625
T0M,-114.86911731715242,51.95516720154258
T0P,-111.50942852857955,58.11760613656098
T0V,-111.67172778727087,59.90486174702954
T1A,-110.57876379211181,50.08157623398429
T1B,-110.52031769948182,49.835000559847195
T1C,-110.69110915932959,50.077390887353054
T1G,-112.1363606896008,49.779513013777105
T1H,-112.81727068095225,49.72889004967486
T1J,-112.74839651338611,49.65806538893324
T1K,-112.83510494983122,49.651115852235435
T1L,-115.60066318767227,51.17477099928838
T1M,-112.51771430378287,49.722619056729954
T1P,-113.36572961511237,51.05283200244575
T1R,-112.00142118857094,50.551719481674986
T1S,-114.05709033250645,50.701916789680666
T1V,-113.89312315131376,50.58024324757283
T1W,-115.2971740148102,51.40950896906277
T1X,-113.7955111593902,50.92789784569389
T1Y,-113.95781940172277,51.082328389247145
T2A,-113.9564094846906,51.04940770250669
T2B,-113.98100007191776,51.02085712290439
T2C,-113.963422535309,50.98696007709794
T2E,-114.02144305098777,51.08762176998018
T2G,-114.03488210279511,51.02717045820758
T2H,-114.05200955097888,50.98939767548692
T2J,-114.19584612324556,50.847592802214635
T2K,-114.04771119260278,51.11112732393586
T2L,-114.1148202426374,51.10466380287424
T2M,-113.85598016962386,51.13300008583946
T2N,-114.11588151362066,51.062119188645134
T2P,-113.69311003263591,51.0708477565895
T2R,-114.07617894229793,51.04123319133008
T2S,-114.0710115050642,51.02332526508764
T2T,-114.10043763753714,51.02418870074664
T2V,-114.10038003109537,50.98189372669519
T2W,-114.35907257177105,50.951356256813426
T2X,-114.03262855338902,50.88366154816415
T2Y,-114.1028017352294,50.90934686734338
T2Z,-113.96817359718051,50.92784805928367
T3A,-114.14185803952614,51.1263607134731
T3B,-114.20727954883607,51.09149947033539
T3C,-114.13936975319739,51.049718657333116
T3E,-114.15735157836465,50.98994286622399
T3G,-114.20145278808285,51.13865362804001
T3H,-114.19999501883972,51.041887360078874
T3J,-113.94708962402945,51.11878966628785
T3K,-114.05722595825632,51.15632158923247
T3L,-114.31333174512051,51.14667219823862
T3M,-113.95548992017271,50.87963569545647
