FSA,longitude,latitude
B3G,-63.46029759393824,44.60815028403742
B3H,-63.57642902315921,44.63184793257707
B3J,-63.5730290614357,44.646980773063675
B3K,-63.599887529745324,44.662695552577574
B3L,-63.61458801159009,44.65079490358828
B3M,-63.65053714630978,44.68387313021507
B3N,-63.6403043926539,44.63109327969455
B3P,-63.59287053918033,44.614443378892304
B3R,-63.60312344209501,44.59389678131811
B3S,-63.66747042979354,44.65331540172181
B3T,-63.73410063353779,44.54902445407764
B3V,-63.59302939465598,44.499977716288655
B3Z,-63.885239340423446,44.622347533870055
B4A,-63.656046394313194,44.72304789706391
B4B,-63.7710885639437,44.75086740809465
B4C,-63.637037416728745,44.760725614242325
B4E,-63.73872114618682,44.816258765307914
B4G,-63.679775802091285,44.881433223173666
B4H,-64.01549438599945,45.88387864983852
B4N,-64.53019235104722,44.97958516002475
B4P,-64.36047355229645,45.02713883258199
B4R,-64.57572530024319,45.06215488293227
B4V,-64.60778293177978,44.350848406339374
B5A,-66.16144388425856,43.87236395197273
B6L,-63.2151519602357,45.40828575586821
B9A,-61.38503610408985,45.703121905912795
C0A,-62.80496466186885,46.22033563369784
C0B,-63.93402676294037,46.56796755097525
C1A,-63.02309747644008,46.250738525523985
C1B,-63.0905743974627,46.21411742259761
C1C,-63.09966942812871,46.26868816577466
C1E,-63.1993930987518,46.35785477891148
C1N,-63.754561248174845,46.40323422372155
E1A,-64.70865017819176,46.0967154592635
E1B,-64.80928589288919,46.05290610830825
E1C,-64.803619938863,46.09866718615732
E1E,-64.85285584059878,46.0770992496702
E1G,-64.94841779546344,46.17968672573644
E1H,-64.69567283485979,46.173228151376904
E1J,-64.84829494124807,45.99764028661264
E1N,-65.3196936716802,46.95608795531154
E1V,-65.93810481840941,47.194199121098016
E1W,-64.95075294076166,47.76385642099028
E1X,-64.94439222235673,47.52662322574137
E2A,-65.7158582287163,47.525178827301964
E2E,-65.98201190594669,45.413745739668215
E2G,-65.93104350535704,45.45339783441758
E2H,-66.01008933525087,45.34998710117075
E2J,-65.9396640718987,45.250691469453095
E2K,-66.08078996160968,45.30531599448616
E2L,-66.058387886375,45.27172759337157
E2M,-66.15922462473173,45.23007802477192
E2N,-65.92706514618503,45.31763261383377
E2P,-65.99667085087529,45.239038483501744
E2S,-65.8045945966964,45.32683364057708
E2V,-66.41022516835028,45.77404614357268
E3A,-66.38622408651949,46.04008295003155
E3B,-66.6762764122122,45.81187591301216
E3C,-66.70570017461768,45.90203494941062
E3E,-66.83182239732034,45.89393887911264
E3G,-66.73436322074362,46.05461768764018
E3L,-67.30426829748244,45.241343627350304
E3N,-66.82485259359612,47.813405944656054
E3V,-68.39960657230664,47.349375525787856
E3Y,-67.62073643973886,47.16829804482229
E3Z,-67.7465803760174,46.926632898933164
E4A,-65.81020835227011,46.15989007890867
E4B,-66.10162556608888,46.07044605353168
E4C,-65.90055313687289,45.86930885721476
E4E,-65.39437080196622,45.63912307618386
E4G,-65.47952140160218,45.85519741646489
E4H,-64.81042886987976,45.729077006048705
E4J,-65.09779818938603,46.05596997390099
E4K,-64.55040433120195,45.910376970868434
E4L,-64.34082911625282,45.96301232591808
E4M,-63.95564209687437,46.12443563325632
E4N,-64.2133631932261,46.17237701548069
E4P,-64.4603780453401,46.17702348507623
E4R,-64.5944699885221,46.35238780868621
E4S,-64.79395629769124,46.468384995697036
E4T,-65.33907260740601,46.41731287919099
E4V,-64.75534257201275,46.33602891182346
E4W,-64.90306976620529,46.62479751455492
E4X,-65.01134417139245,46.80460603734317
E4Y,-65.37711599045669,46.72395567314385
E4Z,-65.30790881139104,45.9673771498131
E5A,-67.17367652838772,45.37051250436021
E5B,-67.05254369841649,45.14099492165612
E5C,-66.79363948336787,45.20019710944727
E5E,-66.88550710555226,44.89816793565637
E5G,-66.78097209062975,44.69648904175154
E5H,-66.70466193053616,45.00869259406669
E5J,-66.44489428282355,45.15842364821147
E5K,-66.32169097471319,45.43076280392785
E5L,-66.66659165251367,45.51543000326044
E5M,-66.1930448197629,45.67121381897328
E5N,-65.78097982250614,45.515429420481276
E5P,-65.67035796355235,45.75986488465401
E5R,-65.4252652185411,45.43601767933957
E5S,-66.09332142859022,45.40963402908269
E5T,-65.90912431606432,45.669878623377805
E5V,-66.96759840096527,45.01529709076558
E6A,-66.57427469459614,46.591836889777376
E6B,-66.90580075358473,46.33807508633174
E6C,-66.50395437347812,46.212308174958444
E6E,-67.17502200271934,46.151995971064984
E6G,-67.26576837953701,45.9563433832725
E6H,-67.57705076235106,45.81182739711346
E6J,-67.36407470466591,45.664650303793344
E6K,-67.03130636636457,45.67411857129848
E6L,-66.95738030626134,46.021606861046436
E7A,-68.74870778989542,47.30003420253401
E7B,-68.31265800090837,47.56551557961774
E7C,-68.06844069479905,47.658269046720996
E7E,-67.82392134900783,47.33362821532996
E7G,-67.19496001239987,47.0312319664487
E7H,-67.59392678859416,46.7398372624808
E7J,-67.59110950636274,46.58066542997314
E7K,-67.7174470306738,46.39818318387533
E7L,-67.30500045881165,46.552845780505216
E7M,-67.6591002831029,46.183967279780376
E7N,-67.58389858335734,46.05552453128807
E7P,-67.39919134501508,46.32187608496338
E8A,-67.483854997092,47.64163555223424
E8B,-67.33980966211337,47.76729561305043
E8C,-66.39778139823436,48.06194391886535
E8E,-66.43414832483542,47.67930562807469
E8G,-66.09031657826011,47.85813438641846
E8J,-65.7364988690709,47.86141605121337
E8K,-65.9248516874108,47.67207746412623
E8L,-65.41948853081304,47.43985597008594
E8M,-65.11027623133843,47.536366350288276
E8N,-65.0677560649502,47.80937556129185
E8P,-64.85589188887207,47.72055622333211
E8R,-65.17093640996438,47.63834656765659
E8S,-64.66887677663955,47.731353035682105
E8T,-64.59343476049638,47.881980011098385
E9A,-64.93706175280893,47.049572635489454
E9B,-65.78541852788467,46.64559401894624
E9C,-66.09007223302625,46.52971510271357
E9E,-66.42581272409089,47.096348617546894
E9G,-65.26222918803776,47.229824902757535
E9H,-64.99667524730513,47.29495923213222
G0A,-71.16002954912615,47.336855085645674
G0C,-65.52649951376432,48.31650591734381
G0E,-65.37619432421532,48.92730597839608
G0G,-64.64925145610286,52.33352311266209
G0H,-67.5940020083888,49.363716188515305
G0J,-67.17948048476325,48.5911336329316
G0K,-68.21079447024044,48.18523487189657
G0L,-69.21145854262183,47.777528355851146
G0M,-70.65654493870812,45.97179340817551
G0N,-71.24509185192468,46.10687633301952
G0P,-71.71989009746812,46.011919309416044
G0R,-70.34600561870727,46.83792192099393
G0S,-71.45027611708377,46.45742975254378
G0T,-69.58096237116048,48.91919714156291
G0V,-70.62833090165168,50.17185835561238
G0W,-72.26233369441022,49.83400928945028
G0X,-73.88636434769208,47.86943648002464
G0Y,-71.01913329097495,45.62416235952761
G0Z,-72.15690471022766,46.17896344331057
G1B,-71.22583838254693,46.92632035147889
G1C,-71.19597937080728,46.88008781602989
G1E,-71.18290315071775,46.85692789540523
G1G,-71.28385075087823,46.87650639347934
G1H,-71.25726944452082,46.852831899287175
G1J,-71.22312147239715,46.83796885470645
G1K,-71.22450944777387,46.798247854929755
G1L,-71.24552999408884,46.83036929645603
G1M,-71.27063588022,46.81830993133073
G1N,-71.26394539088149,46.803509463199276
G1P,-71.31015040845868,46.8096992271659
G1R,-71.21809241184869,46.80743804163168
G1S,-71.24530041112065,46.79328226491846
G1T,-71.26086192856387,46.77410669686014
G1V,-71.28815587250011,46.78234259940183
G1W,-71.29964140796365,46.756688063943365
G1X,-71.33437777883034,46.7749361480353
G1Y,-71.35190236891725,46.747471812885834
G2A,-71.39195894539996,46.87509032224359
G2B,-71.3300206730386,46.86073980794522
G2C,-71.33396415067762,46.82868470496481
G2E,-71.36049161662015,46.8083058771795
G2G,-71.41569446257705,46.79029708603918
G2J,-71.27805988687959,46.83987693707939
G2K,-71.3044262824501,46.85445786181892
G2L,-71.25447482371841,46.88949064963776
G2M,-71.3056428449727,46.92204236138624
G2N,-71.33976168720339,46.91372699363997
G3A,-71.48508264356602,46.75047051486282
G3B,-71.29057873154758,46.98334167531897
G3C,-71.43317330898307,47.169121351973594
G3E,-71.3408241641965,46.87791868613987
G3G,-71.39584427190134,46.92419248319042
G3H,-71.69620306772954,46.776141538269506
G3J,-71.47515797662527,46.86030477307293
G3K,-71.44294877329622,46.83154569634413
G3L,-71.87633405736914,47.237399764328586
G3M,-71.70542290919519,46.67551538476993
G3N,-71.6257845931746,46.87420972992077
G3Z,-70.65718785612376,47.428209035328656
G4A,-70.2275583294498,47.718385183525584
G4R,-67.0431927242421,50.847560885976634
G4S,-66.40016572025698,50.255421259620725
G4T,-61.6230282623463,47.52476575822635
G4V,-66.32141110526297,48.98596130652868
G4W,-67.64351070004983,48.91389117673622
G4X,-64.4761185893982,48.88056408767594
G4Z,-68.63195037262695,51.08719324054823
G5A,-70.08033509539736,47.70351394904221
G5B,-67.00149171175607,49.9893610582465
G5C,-69.04087661127849,50.347003844180534
G5H,-68.17824227773373,48.5659111423092
G5J,-67.450475696943,48.49800469741098
G5L,-68.65477029090734,48.49815186962696
G5M,-68.54552613908929,48.557126690435275
G5N,-68.46593957948896,48.36676082797425
G5R,-69.56587174569191,47.85496834516957
G5T,-68.52667820740761,47.60574846365264
G5V,-70.54967027776256,46.955788132300725
G5X,-70.76830888084193,46.23883929261081
G5Y,-70.63753314563262,46.13264777850895
G5Z,-70.71178594471785,46.06419225964923
G6A,-70.6817453069123,46.14373049509313
G6B,-70.81214809968014,45.552165010010995
G6C,-71.0905677216478,46.770094252710905
G6E,-71.0035339048091,46.442674965312634
G6G,-71.3637866146451,46.12478855043457
G6H,-71.37326298357803,46.10018822233071
G6J,-71.3098131987903,46.63584186037133
G6K,-71.30281043235014,46.687998982759844
G6L,-71.83861314428587,46.209409072563915
G6P,-71.94772093191203,46.052931652440925
G6R,-71.95606978629259,46.01599934614103
G6S,-71.87186405046586,46.0263639539532
G6T,-71.9727799297449,46.082768755683944
G6V,-71.14538429160314,46.80370242303422
G6W,-71.2238625069055,46.75468138448728
G6X,-71.26122544582674,46.71508893312288
G6Z,-71.1849235630861,46.69008089273385
G7A,-71.3882492978127,46.690761091368714
G7B,-70.86059997322472,48.33710443846732
G7G,-71.07156722116234,48.45369260263375
G7H,-71.04170180522524,48.418731869371754
G7J,-71.10313148153395,48.41749456495435
G7K,-71.11754655653525,48.3688506209825
G7N,-71.14262184150289,48.200741251913435
G7P,-71.31061679416688,48.54935124414281
G7S,-71.17744283322821,48.42939921586243
G7T,-71.15274646869757,48.39751436370062
G7X,-71.41493169904557,48.31989283383401
G7Y,-71.23578754457847,48.370073488918635
G7Z,-71.26415313322272,48.43806304870214
G8A,-71.30336646347799,48.41038736463348
G8B,-71.67304396822377,48.554794862447565
G8C,-71.6363748200338,48.52778055262071
G8E,-71.69569430191055,48.63767533792306
G8G,-71.5907069697268,47.80759985276155
G8H,-72.2393366599947,48.474417977237245
G8J,-73.4562208691787,48.889781872699515
G8K,-72.44385241261116,48.70352698608505
G8L,-72.20194982306026,48.89376326308432
G8M,-72.49480054331524,48.86201349611863
G8N,-71.67860507901469,48.347280914467134
G8P,-74.16588306941013,49.9262716823646
G8T,-72.52549362993766,46.38526200020069
G8V,-72.48406059660363,46.4078837595949
G8W,-72.6007549565388,46.41650328803683
G8Y,-72.61684248062733,46.36682301330293
G8Z,-72.57161357112201,46.34582908612024
G9A,-72.62385774891911,46.35256639310664
G9B,-72.67875285506119,46.30755409895882
G9C,-72.67251608892802,46.39218218800068
G9H,-72.37135714911852,46.32051632609065
G9N,-72.71978625727043,46.5564285324735
G9P,-72.74363479001323,46.506817301086315
G9R,-72.82663654474582,46.60978685844005
G9T,-72.73699058485319,46.631496674415416
G9X,-73.13247422504493,47.53432808115064
H1A,-73.49901572025459,45.676585974065134
H1B,-73.51899360269842,45.6353210149443
H1C,-73.53721338428285,45.66795632977909
H1E,-73.58646722643107,45.635618681858276
H1G,-73.62255351140588,45.61275163071921
H1H,-73.64082953540438,45.5902532551354
H1J,-73.57935820106493,45.60971661619219
H1K,-73.54724317331504,45.60966387892124
H1L,-73.51567454064404,45.60371810663747
H1M,-73.55721241753628,45.58827850432335
H1N,-73.52521848896626,45.57614012323903
H1P,-73.59276951169325,45.59657911002565
H1R,-73.60815399520486,45.58643118723241
H1S,-73.58250085254997,45.580814453227916
H1T,-73.57008762712063,45.57300016820027
H1V,-73.5350759817542,45.55745506809876
H1W,-73.54247857148299,45.54299551890463
H1X,-73.57006675433489,45.55829032254133
H1Y,-73.57878818784458,45.54863858380138
H1Z,-73.62209339822964,45.56943143915693
H2A,-73.5989693538698,45.56182807922382
H2B,-73.6518602706963,45.57450830123615
H2C,-73.66033706832569,45.561995794496625
H2E,-73.61164728005276,45.55136326761901
H2G,-73.59274191071553,45.543838476567466
H2H,-73.57347635552485,45.53741583259526
H2J,-73.58312697553686,45.53024670239702
H2K,-73.55391106194251,45.53064499889348
H2L,-73.55228722881485,45.518137179751086
H2M,-73.64113247692151,45.552838869721555
H2N,-73.65134160843212,45.53940591303674
H2P,-73.63392965259393,45.54351356664658
H2R,-73.62251587665327,45.540093492573455
H2S,-73.60610251771358,45.53535584483674
H2T,-73.59525282603686,45.52466685432771
H2V,-73.60720233531606,45.516821918021996
H2W,-73.58043883492243,45.517611562866925
H2X,-73.5683427405271,45.511546262211326
H2Y,-73.5550198738446,45.50566040153465
H2Z,-73.56218014623143,45.50519475026492
H3A,-73.5747212573122,45.50404688147307
H3B,-73.56843700343957,45.500532806176565
H3C,-73.54129534523169,45.499894588448754
H3E,-73.54410059213284,45.45036975183622
H3G,-73.57934924785827,45.498718034643254
H3H,-73.58773102877376,45.50090427155884
H3J,-73.57315926830421,45.4860151637522
H3K,-73.55535569956767,45.48040782836433
H3L,-73.6735812873096,45.547256925284486
H3M,-73.69403093365281,45.53862219568045
H3N,-73.63266572758809,45.53015801545964
H3P,-73.63931920281625,45.521694000779846
H3R,-73.64779590951565,45.51006443952263
H3S,-73.62971192643504,45.50633916821181
H3T,-73.61905174222797,45.50183946371594
H3V,-73.60888794493452,45.49896290314384
H3W,-73.63122288143252,45.48972416608361
H3X,-73.64209340520509,45.48188363081919
H3Y,-73.60451909206981,45.48761405461914
H3Z,-73.5932514114544,45.48250287613566
H4A,-73.61489066783531,45.47167293017896
H4B,-73.63029043735563,45.460350414663225
H4C,-73.58802825152759,45.47359946482715
H4E,-73.5985858566621,45.45470089228352
H4G,-73.56992173812283,45.46432320209185
H4H,-73.58176672272602,45.44587552819196
H4J,-73.70982318465805,45.5317745892778
H4K,-73.73799541902473,45.51753780841689
H4L,-73.68306807837982,45.516980743489064
H4M,-73.68860444466362,45.49790378491664
H4N,-73.66492269812579,45.526304643969056
H4P,-73.66472691558688,45.49643629151392
H4R,-73.7141517998651,45.504871593020276
H4S,-73.7432766309799,45.485846053409304
H4T,-73.69613767788653,45.47518741523445
H4V,-73.64870523780961,45.46712532329987
H4W,-73.68282531941627,45.4649083023858
H4X,-73.65075258375283,45.453349815706176
H4Z,-73.5573405113517,45.50609164877551
H5A,-73.56460527752334,45.49916872157241
H7A,-73.58987500974614,45.673004333005984
H7B,-73.63856337387509,45.67630129119033
H7C,-73.65049157444615,45.62642256174286
H7E,-73.6744803179324,45.62286640502844
H7G,-73.68641945170371,45.576626007480385
H7H,-73.75518927101916,45.64145026516624
H7J,-73.70026807728858,45.66355287376045
H7K,-73.73977350464452,45.62125306650624
H7L,-73.77020413388344,45.60189132932478
H7M,-73.71590333299983,45.59840657657855
H7N,-73.70490373220409,45.55885532568163
H7P,-73.80218038019261,45.57928094521758
H7R,-73.8541465018325,45.552578018516826
H7S,-73.73118886868055,45.5726414760088
H7T,-73.77250837623309,45.55731143636139
H7V,-73.73638203064198,45.547100396379065
H7W,-73.76394333134579,45.53290832704719
H7X,-73.80767973088537,45.53130229692065
H7Y,-73.84990179065655,45.52710082623449
H8N,-73.62141316197209,45.437953955612095
H8P,-73.59845543253464,45.41727844813231
H8R,-73.65644921253619,45.41685574208781
H8S,-73.67612319666621,45.436002916954145
H8T,-73.70565069570311,45.43582968796623
H8Y,-73.79372238904712,45.50725551792373
H8Z,-73.84118148427225,45.50751338412102
H9A,-73.83165456338286,45.494814331983626
H9B,-73.79575268743496,45.489712386577466
H9C,-73.88044164701033,45.50730047279488
H9E,-73.91510543537403,45.48833876976337
H9G,-73.83667769848853,45.47562454642747
H9H,-73.85747647932955,45.46967421841687
H9J,-73.87922216848891,45.45183600344261
H9K,-73.92718267704716,45.460803400112646
H9P,-73.75431051544815,45.46392659724833
H9R,-73.81257854032178,45.45998459430376
H9S,-73.77838088753182,45.42942222232299
H9W,-73.86011447013726,45.42253481489429
H9X,-73.94471123023006,45.429092780527505
J0A,-71.95416818684701,45.83816941901846
J0B,-71.6724912355978,45.40585294092271
J0C,-72.49254098690925,45.924464430510774
J0E,-72.52442737712906,45.28308392196992
J0G,-72.82499702784341,46.037043293992234
J0H,-72.77000289681764,45.660892822782365
J0J,-73.16260926529293,45.150006757593076
J0K,-73.86627864863759,46.79309112490597
J0L,-73.38200464986632,45.421039972210366
J0M,-72.15611404435622,58.356361970081
J0N,-73.96102870388208,45.595369802769845
J0P,-74.30055440101188,45.36228729427169
J0R,-74.17851359269972,45.8659560259755
J0S,-74.07000249828806,45.111514297693205
J0T,-74.58553559704,46.30015098230942
J0V,-74.92306161214375,45.82262241438617
J0W,-75.79669188988746,47.09213986312648
J0X,-76.76534739502026,46.3070233171478
J0Y,-75.29607289683663,52.1080603456938
J0Z,-78.82398464099786,47.86257629145313
J1A,-71.84449066581521,45.09096050344362
J1C,-71.94915681354239,45.479667304486725
J1E,-71.87226332421251,45.42306270555368
J1G,-71.84790931674569,45.40241971308137
J1H,-71.8938640811055,45.41609853254365
J1J,-71.92378317839471,45.413124797288525
J1K,-71.93268985657818,45.382154173294616
J1L,-71.95860452959354,45.411256473093964
J1M,-71.84204883016038,45.365600788222174
J1N,-72.01275084008815,45.33950370282321
J1R,-72.04220067665976,45.39663704155241
J1S,-71.96917727686377,45.60648984736403
J1T,-71.93852460318622,45.76087056616568
J1X,-72.17281526423258,45.277799312956304
J1Z,-72.46612483578548,45.950068077258734
J2A,-72.40265455680199,45.81517171960211
J2B,-72.53606094847234,45.90302973893296
J2C,-72.50554572815581,45.8892520928858
J2E,-72.52891030763921,45.90985329388603
J2G,-72.72022739738544,45.404575890274096
J2H,-72.70046375140414,45.39380692162754
J2J,-72.782513168441,45.400538848003656
J2K,-72.77009464202796,45.23943036043707
J2L,-72.69077759467581,45.299190888189116
J2M,-72.5721336956113,45.356639120485056
J2N,-72.954917031999,45.27606786025157
J2R,-72.92371609238698,45.65671320059092
J2S,-72.99122802149685,45.613949827622655
J2T,-72.936618266016,45.59714221986264
J2W,-73.31374114313716,45.369363745546735
J2X,-73.21896821473867,45.30904825737731
J2Y,-73.35559878501167,45.311403152224614
J3A,-73.27441321207485,45.33390002392134
J3B,-73.2791682422709,45.28320602926583
J3E,-73.33097789491354,45.60036068210832
J3G,-73.22831758976582,45.594550113901164
J3H,-73.17547305542381,45.55266957023743
J3L,-73.27095155301133,45.44358185375336
J3M,-73.1583533876967,45.43274754208244
J3N,-73.27578655873467,45.523741579914585
J3P,-73.06156188715532,46.04493870595148
J3R,-73.14672429083328,46.02386468412429
J3T,-72.6195887368345,46.21849515885856
J3V,-73.3437174438434,45.531997099404244
J3X,-73.40439416861703,45.6818743738183
J3Y,-73.39907428508288,45.49063296968857
J3Z,-73.39527609046203,45.49128233566886
J4B,-73.43123046980266,45.59780583132265
J4G,-73.48196973354072,45.568222401261075
J4H,-73.50865089754859,45.539303025945934
J4J,-73.48237992617933,45.53600610078003
J4K,-73.50696827200917,45.51964121859003
J4L,-73.45764552689998,45.51811823618052
J4M,-73.43819139066385,45.54178935915605
J4N,-73.45580095218541,45.55228321309812
J4P,-73.5093546957193,45.507161338245375
J4R,-73.511740988143,45.489567651514946
J4S,-73.50479061445735,45.4813913021776
J4T,-73.46761640733939,45.4972743319992
J4V,-73.46859240908786,45.48817349295616
J4W,-73.49279342273094,45.46769723964594
J4X,-73.49501632036532,45.445970931313255
J4Y,-73.45609254475255,45.44139645441723
J4Z,-73.42312658145845,45.442436646756086
J5A,-73.59522041553471,45.35373782279959
J5B,-73.54251234532211,45.378647873186665
J5C,-73.56593848699227,45.403389257587044
J5J,-73.91907541346671,45.83058303100114
J5K,-74.13950047863572,45.73934209522844
J5L,-74.07273437166941,45.798685162230676
J5M,-73.77469332400385,45.85743637655888
J5R,-73.46764931110114,45.396379065136436
J5T,-73.317560689847,45.901313761152544
J5V,-72.91127916747446,46.235183749368105
J5W,-73.39933899901287,45.846469900916
J5X,-73.50576011548063,45.848466376934475
J5Y,-73.42250393019454,45.77558726362855
J5Z,-73.50357596545331,45.76421460471564
J6A,-73.45623081807994,45.735306661449975
J6E,-73.44838353255642,46.03194182907208
J6J,-73.73061001655132,45.378458465550914
J6K,-73.73051790002364,45.35261417912765
J6N,-73.85723276913534,45.31272389665456
J6R,-73.74194628499305,45.30782009710711
J6S,-74.05347828272001,45.27209542529118
J6T,-74.12004751674498,45.23757743351908
J6V,-73.53513222601832,45.712783778119714
J6W,-73.61806418591395,45.705649751237
J6X,-73.70615562006212,45.72754239494108
J6Y,-73.75090463047071,45.69948523063608
J6Z,-73.77441204823612,45.66889430895934
J7A,-73.79674565201951,45.636996507707615
J7B,-73.81574149104793,45.66022388587814
J7C,-73.86709921113912,45.688980975544
J7E,-73.84204415343542,45.654458213011935
J7G,-73.83620886227772,45.60874841454022
J7H,-73.87279653033313,45.62087450043739
J7J,-73.9472427436903,45.704476283172035
J7K,-73.6049437842464,45.770027792876725
J7L,-73.6509355161988,45.74235038072406
J7M,-73.7442324568096,45.788788030062236
J7N,-74.10050242288895,45.63453807832263
J7P,-73.87881587564283,45.57688897554505
J7R,-73.93896619633183,45.57324014431731
J7T,-74.1206424401558,45.36583999783546
J7V,-73.9916530591562,45.39148109696176
J7W,-73.97355597268204,45.36645060631298
J7X,-74.22579626988797,45.263950490570075
J7Y,-74.01648475871836,45.80575234884491
J7Z,-73.98285300664217,45.778783898668976
J8A,-73.99795306968402,45.92009616711689
J8B,-74.12302743327442,45.96806475237074
J8C,-74.34952204590695,46.04783417609284
J8E,-74.603406435813,46.15599726270598
J8G,-74.53298867385135,45.76001887304906
J8H,-74.33075390284937,45.725411858961934
J8L,-75.39450411605739,45.715539116448255
J8M,-75.4274173287041,45.54349172651622
J8N,-75.72046733504014,45.73356793968098
J8P,-75.61571083007445,45.48687081426728
J8R,-75.60875907935142,45.528716791348565
J8T,-75.7059468231208,45.47760980093434
J8V,-75.76145326589612,45.571127097642226
J8X,-75.71190284886325,45.43999271950058
J8Y,-75.74337968041645,45.44796168868392
J8Z,-75.76164640623738,45.4716289395788
J9A,-75.77110755840629,45.42791085306788
J9B,-75.85632453196483,45.530833828839604
J9E,-75.94650759370931,46.39327901440306
J9H,-75.82884765902617,45.393191105480085
J9J,-75.84646631379098,45.439362599364244
J9L,-75.6000190903865,46.561764019776255
J9P,-77.52494245406307,47.64370389665935
J9T,-78.01021469580215,48.61439480422551
J9V,-79.45400030995492,47.351369598084474
J9X,-78.9655359502821,48.313710371687925
J9Y,-79.07135697584698,48.16066613416618
J9Z,-79.2099512925548,48.82048880627739
K0A,-75.808026430438,45.28134147830081
K0B,-74.74791277310362,45.50285174308383
K0C,-74.8876622241233,45.163425675497784
K0E,-75.75618641436789,44.69653562128953
K0G,-76.1836348990747,44.89339530408061
K0H,-76.81494262393134,44.67214733407598
K0J,-77.58864159547201,45.660586775339766
K0K,-77.3664787832352,44.253419666633405
K0L,-77.96874587457783,44.77672911386769
K0M,-78.65526722639103,44.86446258992271
K1B,-75.58748166747509,45.42844225488313
K1C,-75.54832234015818,45.44511994426846
K1E,-75.50456333745808,45.4770544101491
K1G,-75.57734392184845,45.35481760239815
K1H,-75.65930845134707,45.387638405803315
K1J,-75.60363429980201,45.451883275423256
K1K,-75.64311685478796,45.44478729530811
K1L,-75.66304812516175,45.44003183740906
K1M,-75.68182914526783,45.44908729666963
K1N,-75.68438709581307,45.42889377907194
K1P,-75.70257704854716,45.42246528861839
