model_name,run_id,batch_tag,search_scoring,n_rows,positive_rate,n_outer_folds,oof_roc_auc,oof_aucpr,oof_log_loss,oof_brier,oof_ece,oof_f1,oof_recall,mean_fold_roc_auc,mean_fold_aucpr,mean_fold_log_loss,mean_fold_brier,mean_fold_ece
logreg,logreg_overnight_2026_03_20_neg_log_loss_20260320_021633,overnight_2026_03_20,neg_log_loss,10461,0.10859382468215276,5,0.628664095835064,0.17110791288787475,0.333743797168881,0.09476740943794444,0.0054689802214567314,0.23486292332502565,0.7051056338028169,0.6356320055098158,0.17985904882150788,0.33377451201005887,0.09477670834214767,0.026603013418044143
