model_name,run_id,batch_tag,search_scoring,n_rows,positive_rate,n_outer_folds,classification_threshold,n_calibration_bins,oof_roc_auc,oof_aucpr,oof_log_loss,oof_brier,oof_ece,oof_accuracy,oof_recall,oof_f1,mean_fold_roc_auc,mean_fold_aucpr,mean_fold_log_loss,mean_fold_brier,mean_fold_ece
xgboost,xgboost_overnight_2026_03_20_neg_log_loss_20260320_035024,overnight_2026_03_20,neg_log_loss,10461,0.10859382468215276,5,0.1,10,0.6480990163501115,0.18163856639797485,0.32991428826616626,0.09406610561760834,0.006074127803299596,0.5401013287448618,0.6619718309859155,0.2381631037212985,0.6577989809797579,0.1870368231105415,0.32994277201565214,0.094074447453022,0.024052399879550376
